policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p18,prefill_only,100,204800,1.983379703760147,1.988319742679596,0.004940038919448941,0.004940038919448941
