policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p64,prefill_only,100,204800,1.983379703760147,2.1088657009601595,0.1254859972000124,0.1254859972000124
