policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p01,prefill_only,4,204800,1.983379703760147,1.9550191760063171,-0.02836052775382991,-0.02836052775382991
