policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p25,prefill_only,100,204800,1.983379703760147,1.9912864792346954,0.007906775474548322,0.007906775474548322
