policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p54,prefill_only,100,204800,1.983379703760147,2.114858002662659,0.13147829890251184,0.13147829890251184
