policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p23,prefill_only,100,204800,1.983379703760147,2.5027472233772277,0.5193675196170806,0.5193675196170806
