policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p22,prefill_only,100,204800,1.983379703760147,2.2048682057857514,0.22148850202560433,0.22148850202560433
