policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p17,prefill_only,100,204800,1.983379703760147,1.984545282125473,0.0011655783653259366,0.0011655783653259366
