policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p65,prefill_only,100,204800,1.983379703760147,2.140727562904358,0.1573478591442108,0.1573478591442108
