policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
p08,prefill_only,100,204800,1.983379703760147,1.9893187189102173,0.005939015150070226,0.005939015150070226
