module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.mlp.down_proj,0,down_proj,mlp,dense_bf16,sparse_bf16,-3.61525173025332,0.17358536986177073
model.layers.1.mlp.down_proj,1,down_proj,mlp,dense_bf16,sparse_bf16,-3.61525173025332,0.00013065097298794692
model.layers.4.mlp.gate_proj,4,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.06486803731477173
model.layers.4.mlp.up_proj,4,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.10822036802679082
model.layers.5.mlp.gate_proj,5,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.05959060333097865
model.layers.13.mlp.down_proj,13,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11973424836187925
model.layers.14.mlp.down_proj,14,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12219174628750502
model.layers.15.mlp.gate_proj,15,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.04903439476655477
model.layers.15.mlp.up_proj,15,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.08483410190498858
model.layers.15.mlp.down_proj,15,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12085525656770864
model.layers.16.mlp.gate_proj,16,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.04835745696106293
model.layers.16.mlp.up_proj,16,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.08318317131216384
model.layers.16.mlp.down_proj,16,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12148935635709922
model.layers.17.mlp.gate_proj,17,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.05176695800638349
model.layers.17.mlp.up_proj,17,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.09032728385354415
model.layers.17.mlp.down_proj,17,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12257451716382227
model.layers.18.mlp.gate_proj,18,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.05607836961036014
model.layers.18.mlp.up_proj,18,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.09630167868835034
model.layers.18.mlp.down_proj,18,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12109486589893755
model.layers.19.mlp.gate_proj,19,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.062479289651666305
model.layers.19.mlp.up_proj,19,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.09692951361232262
model.layers.19.mlp.down_proj,19,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11882524018563015
model.layers.20.mlp.gate_proj,20,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.060701764955135275
model.layers.20.mlp.up_proj,20,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.09394860735106968
model.layers.20.mlp.down_proj,20,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11562778545209206
model.layers.21.mlp.gate_proj,21,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-4.71555832793196,0.06625356871501217
