module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.2.mlp.down_proj,2,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.1596262762654344
model.layers.4.mlp.down_proj,4,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.1186759099353003
model.layers.5.self_attn.v_proj,5,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.0484608106893922
model.layers.6.self_attn.v_proj,6,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.0089523263870694
model.layers.6.self_attn.o_proj,6,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.9909775106514949
model.layers.7.self_attn.v_proj,7,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.0500676764221775
model.layers.7.self_attn.o_proj,7,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.141001083311803
model.layers.9.self_attn.o_proj,9,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2702453285479816
model.layers.9.mlp.down_proj,9,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3769528935500783
model.layers.10.self_attn.o_proj,10,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3038393939006185
model.layers.11.self_attn.o_proj,11,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3615150941968541
model.layers.12.self_attn.o_proj,12,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3692721183817627
model.layers.13.self_attn.v_proj,13,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.1693752649231568
model.layers.13.self_attn.o_proj,13,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2681580036044704
model.layers.14.self_attn.v_proj,14,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.1588003091339407
model.layers.14.self_attn.o_proj,14,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.4544701921764458
model.layers.15.self_attn.o_proj,15,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3274505654495972
