module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.16.self_attn.v_proj,16,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2407186661333465
model.layers.16.self_attn.o_proj,16,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.1590422265838887
model.layers.16.mlp.down_proj,16,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.2764090735194888
model.layers.17.self_attn.v_proj,17,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.1740318253164292
model.layers.17.self_attn.o_proj,17,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2446484228965742
model.layers.17.mlp.down_proj,17,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3395668473424975
model.layers.18.self_attn.v_proj,18,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2385370782310698
model.layers.18.self_attn.o_proj,18,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2957838667633739
model.layers.18.mlp.down_proj,18,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3270139766047553
model.layers.19.self_attn.v_proj,19,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2350003011791448
model.layers.19.self_attn.o_proj,19,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3171324693789233
model.layers.19.mlp.down_proj,19,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3421269450659055
model.layers.20.self_attn.v_proj,20,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.315530970960604
model.layers.21.self_attn.v_proj,21,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3594836890093085
model.layers.21.self_attn.o_proj,21,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3245124596119844
model.layers.22.self_attn.v_proj,22,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2964617492632806
model.layers.23.self_attn.v_proj,23,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3538850345714963
model.layers.23.self_attn.o_proj,23,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.3996771488286552
model.layers.24.self_attn.v_proj,24,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.6008229285849902
model.layers.24.self_attn.o_proj,24,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.2373809584615592
model.layers.25.self_attn.v_proj,25,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.6456133662975416
model.layers.26.self_attn.v_proj,26,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.6943449642547213
model.layers.27.self_attn.v_proj,27,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.6474975742666926
model.layers.27.self_attn.o_proj,27,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.5060368841721454
model.layers.28.self_attn.v_proj,28,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.631913196368672
model.layers.28.self_attn.o_proj,28,o_proj,attention,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-1.1045534999999997,1.2297908957543606
model.layers.29.self_attn.v_proj,29,v_proj,attention,dense_nvfp4_prefill_marlin_decode,dense_bf16,0.0788095000000002,-0.1373187121980304
model.layers.29.mlp.down_proj,29,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.346662565663491
model.layers.30.self_attn.v_proj,30,v_proj,attention,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-1.1045534999999997,1.3944482391816024
model.layers.30.self_attn.o_proj,30,o_proj,attention,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-1.1045534999999997,1.0658996393706448
model.layers.31.self_attn.v_proj,31,v_proj,attention,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-1.1045534999999997,1.3738960123423662
