module_index,module_name,layer,layer_bucket,module_type,module_family,out_features,in_features,numel,method,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error,output_ref_rms
36,model.language_model.layers.5.self_attn.q_proj,5,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_bf16,0.014132510870695114,0.014514188363291249,0.12047484535491734,1.1513671875,0.9867639768358161
36,model.language_model.layers.5.self_attn.q_proj,5,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.027711842209100723,0.028460257444465693,0.16870168180686787,1.75,0.9867639768358161
37,model.language_model.layers.5.self_attn.k_proj,5,layers_00_07,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
37,model.language_model.layers.5.self_attn.k_proj,5,layers_00_07,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.0027133901603519917,0.0017059544886449784,0.04130320191758719,0.75,1.2611664310137674
37,model.language_model.layers.5.self_attn.k_proj,5,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_bf16,0.016767095774412155,0.010541757951310642,0.1026730634164124,2.375,1.2611664310137674
37,model.language_model.layers.5.self_attn.k_proj,5,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.034905266016721725,0.021945533712279995,0.14814025014249163,4.125,1.2611664310137674
38,model.language_model.layers.5.self_attn.v_proj,5,layers_00_07,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
38,model.language_model.layers.5.self_attn.v_proj,5,layers_00_07,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0006953888805583119,0.017640222127448212,0.13281649794904327,0.20770263671875,0.19854632194707997
38,model.language_model.layers.5.self_attn.v_proj,5,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_bf16,0.003938042093068361,0.09989796962699886,0.3160664006613149,0.50390625,0.19854632194707997
38,model.language_model.layers.5.self_attn.v_proj,5,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.007052256725728512,0.17889756166615856,0.4229628372164138,0.75,0.19854632194707997
39,model.language_model.layers.5.self_attn.o_proj,5,layers_00_07,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
39,model.language_model.layers.5.self_attn.o_proj,5,layers_00_07,o_proj,attention,4096,4096,16777216,dense_nvfp4,1.3031174603383988e-05,0.013028281653689628,0.11414149838551108,0.1484375,0.03162628734954793
39,model.language_model.layers.5.self_attn.o_proj,5,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_bf16,6.28638663329184e-05,0.06284991041501926,0.250698844063987,0.3486328125,0.03162628734954793
39,model.language_model.layers.5.self_attn.o_proj,5,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.00011912726040463895,0.11910081388833733,0.3451098577095956,0.439453125,0.03162628734954793
40,model.language_model.layers.5.mlp.gate_proj,5,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
40,model.language_model.layers.5.mlp.gate_proj,5,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0006507546058855951,0.008536323135243698,0.09239222443065054,0.314453125,0.2761043201575537
40,model.language_model.layers.5.mlp.gate_proj,5,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.0039174193516373634,0.05138704688278814,0.22668711229972502,0.875,0.2761043201575537
40,model.language_model.layers.5.mlp.gate_proj,5,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.0073135592974722385,0.09593617143443545,0.3097356476649652,1.099609375,0.2761043201575537
41,model.language_model.layers.5.mlp.up_proj,5,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
41,model.language_model.layers.5.mlp.up_proj,5,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0004975164192728698,0.014850329409526398,0.12186192764570236,0.1668701171875,0.18303564138942688
41,model.language_model.layers.5.mlp.up_proj,5,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.002986801555380225,0.08915281035972208,0.29858467870894195,0.435546875,0.18303564138942688
41,model.language_model.layers.5.mlp.up_proj,5,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.005300022661685944,0.1581999695990398,0.3977435978102474,0.71875,0.18303564138942688
42,model.language_model.layers.5.mlp.down_proj,5,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
42,model.language_model.layers.5.mlp.down_proj,5,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_nvfp4,3.6552155506797135e-05,0.010970895597590112,0.1047420431230464,0.1015625,0.057721213813804434
42,model.language_model.layers.5.mlp.down_proj,5,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.00018891965737566352,0.056703026365038336,0.23812397268027916,0.21875,0.057721213813804434
42,model.language_model.layers.5.mlp.down_proj,5,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0003574684087652713,0.10729185564093971,0.3275543552464838,0.328125,0.057721213813804434
43,model.language_model.layers.6.self_attn.q_proj,6,layers_00_07,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
43,model.language_model.layers.6.self_attn.q_proj,6,layers_00_07,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.003323549870401621,0.0030812223885909274,0.055508759566314646,0.734375,1.0385790969597763
43,model.language_model.layers.6.self_attn.q_proj,6,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_bf16,0.01949984021484852,0.018078063091220127,0.13445468787372244,1.8125,1.0385790969597763
43,model.language_model.layers.6.self_attn.q_proj,6,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.03788591921329498,0.03512357179651567,0.18741283786474094,2.5,1.0385790969597763
44,model.language_model.layers.6.self_attn.k_proj,6,layers_00_07,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
44,model.language_model.layers.6.self_attn.k_proj,6,layers_00_07,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.0034743682481348515,0.002195961532151329,0.04686108761169899,0.732421875,1.2578404583400413
44,model.language_model.layers.6.self_attn.k_proj,6,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_bf16,0.02184329181909561,0.013805971372217084,0.11749881434387789,2.0,1.2578404583400413
44,model.language_model.layers.6.self_attn.k_proj,6,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0449630469083786,0.028418726607958234,0.16857854729460162,3.375,1.2578404583400413
45,model.language_model.layers.6.self_attn.v_proj,6,layers_00_07,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
45,model.language_model.layers.6.self_attn.v_proj,6,layers_00_07,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0009029906941577792,0.016242606487883313,0.1274464848000262,0.249755859375,0.2357836986235116
45,model.language_model.layers.6.self_attn.v_proj,6,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_bf16,0.005287645384669304,0.09511188076058869,0.3084021413035076,0.65625,0.2357836986235116
45,model.language_model.layers.6.self_attn.v_proj,6,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.009420459158718586,0.16945114943067888,0.4116444454024357,1.15625,0.2357836986235116
46,model.language_model.layers.6.self_attn.o_proj,6,layers_00_07,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
46,model.language_model.layers.6.self_attn.o_proj,6,layers_00_07,o_proj,attention,4096,4096,16777216,dense_nvfp4,1.7895847122417763e-05,0.013112327630267607,0.11450907226184136,0.24609375,0.03694334659883751
46,model.language_model.layers.6.self_attn.o_proj,6,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_bf16,7.871184789109975e-05,0.0576723488344401,0.2401506794378065,0.4560546875,0.03694334659883751
46,model.language_model.layers.6.self_attn.o_proj,6,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.00015380396507680416,0.11269251280063625,0.3356970550967587,0.638916015625,0.03694334659883751
47,model.language_model.layers.6.mlp.gate_proj,6,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
47,model.language_model.layers.6.mlp.gate_proj,6,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0007698362460359931,0.008100912437487354,0.09000506895440587,0.37890625,0.3082706715837162
47,model.language_model.layers.6.mlp.gate_proj,6,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.004702060017734766,0.049479323265975005,0.2224394822552305,0.873046875,0.3082706715837162
47,model.language_model.layers.6.mlp.gate_proj,6,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.00865186657756567,0.09104275607517441,0.301732921762234,1.34375,0.3082706715837162
48,model.language_model.layers.6.mlp.up_proj,6,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
48,model.language_model.layers.6.mlp.up_proj,6,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0005626562633551657,0.014708385035448775,0.12127813090350946,0.17718505859375,0.19558659394376718
48,model.language_model.layers.6.mlp.up_proj,6,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.003442475339397788,0.08998967231781907,0.29998278670253575,0.4677734375,0.19558659394376718
48,model.language_model.layers.6.mlp.up_proj,6,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.006088800262659788,0.1591671940753125,0.39895763443668114,0.71875,0.19558659394376718
49,model.language_model.layers.6.mlp.down_proj,6,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
49,model.language_model.layers.6.mlp.down_proj,6,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_nvfp4,4.93449333589524e-05,0.011975811090658076,0.10943404904625469,0.40625,0.06419021274030715
49,model.language_model.layers.6.mlp.down_proj,6,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0002483991556800902,0.06028544697515589,0.24553094911875345,0.2109375,0.06419021274030715
49,model.language_model.layers.6.mlp.down_proj,6,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0004703979648184031,0.1141636391139878,0.33788110203737026,0.3984375,0.06419021274030715
50,model.language_model.layers.7.self_attn.q_proj,7,layers_00_07,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
50,model.language_model.layers.7.self_attn.q_proj,7,layers_00_07,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.003636295674368739,0.0035085305115955864,0.05923284993646335,0.75,1.0180449778545222
50,model.language_model.layers.7.self_attn.q_proj,7,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_bf16,0.020831167697906494,0.020099242197337868,0.14177179619846067,2.046875,1.0180449778545222
50,model.language_model.layers.7.self_attn.q_proj,7,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04002811759710312,0.038621686597460986,0.19652401023147525,3.25,1.0180449778545222
51,model.language_model.layers.7.self_attn.k_proj,7,layers_00_07,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
51,model.language_model.layers.7.self_attn.k_proj,7,layers_00_07,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.003680563298985362,0.0024231524362451767,0.04922552626681788,0.703125,1.232442816361429
51,model.language_model.layers.7.self_attn.k_proj,7,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_bf16,0.022156011313199997,0.014586732635696422,0.12077554651375592,1.8125,1.232442816361429
51,model.language_model.layers.7.self_attn.k_proj,7,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.044835563749074936,0.02951814619217311,0.17180845785983037,3.0,1.232442816361429
52,model.language_model.layers.7.self_attn.v_proj,7,layers_00_07,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
52,model.language_model.layers.7.self_attn.v_proj,7,layers_00_07,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0010235115187242627,0.016478899848560286,0.12837016728414857,0.2890625,0.2492196376031358
52,model.language_model.layers.7.self_attn.v_proj,7,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_bf16,0.005830351263284683,0.09387073109773071,0.3063833074724057,0.669921875,0.2492196376031358
52,model.language_model.layers.7.self_attn.v_proj,7,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.010429047979414463,0.16791138548475915,0.4097699177401376,0.8564453125,0.2492196376031358
53,model.language_model.layers.7.self_attn.o_proj,7,layers_00_07,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
53,model.language_model.layers.7.self_attn.o_proj,7,layers_00_07,o_proj,attention,4096,4096,16777216,dense_nvfp4,2.396380659774877e-05,0.015026246883211703,0.12258159275850393,0.21875,0.03993490383037002
53,model.language_model.layers.7.self_attn.o_proj,7,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_bf16,0.00012050522491335869,0.07556150367342672,0.2748845278902156,0.5859375,0.03993490383037002
53,model.language_model.layers.7.self_attn.o_proj,7,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.00022274485672824085,0.13966976387960814,0.37372418155587434,0.6875,0.03993490383037002
54,model.language_model.layers.7.mlp.gate_proj,7,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
54,model.language_model.layers.7.mlp.gate_proj,7,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0008625260088592768,0.007726484556178727,0.0879004240955567,0.412109375,0.3341143505762627
54,model.language_model.layers.7.mlp.gate_proj,7,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.0052362484857439995,0.04690617168857576,0.2165783269133266,0.921875,0.3341143505762627
54,model.language_model.layers.7.mlp.gate_proj,7,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.009643588215112686,0.08638700125548561,0.2939166569888233,1.603515625,0.3341143505762627
55,model.language_model.layers.7.mlp.up_proj,7,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
55,model.language_model.layers.7.mlp.up_proj,7,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.000635386910289526,0.01452935133778606,0.12053775897114588,0.21875,0.20912021607207415
55,model.language_model.layers.7.mlp.up_proj,7,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.003926979377865791,0.0897979831710001,0.29966311613376795,0.53125,0.20912021607207415
55,model.language_model.layers.7.mlp.up_proj,7,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.006863419432193041,0.1569453677657304,0.39616330946432987,1.0,0.20912021607207415
56,model.language_model.layers.7.mlp.down_proj,7,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
56,model.language_model.layers.7.mlp.down_proj,7,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_nvfp4,6.648683483945206e-05,0.012693400321576996,0.11266499155273121,0.28125,0.07237337752423557
56,model.language_model.layers.7.mlp.down_proj,7,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0003336190711706877,0.06369321739421106,0.2523751520934877,0.3046875,0.07237337752423557
56,model.language_model.layers.7.mlp.down_proj,7,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0006310706376098096,0.12048147958490146,0.34710442173055284,0.4609375,0.07237337752423557
57,model.language_model.layers.8.self_attn.q_proj,8,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
57,model.language_model.layers.8.self_attn.q_proj,8,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.003692686092108488,0.0035151543317943432,0.059288736972500464,0.853515625,1.0249413078065701
57,model.language_model.layers.8.self_attn.q_proj,8,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.02034110017120838,0.01936316941022701,0.1391516058485385,2.4375,1.0249413078065701
57,model.language_model.layers.8.self_attn.q_proj,8,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04000576585531235,0.03808242499777583,0.19514718803450853,3.375,1.0249413078065701
58,model.language_model.layers.8.self_attn.k_proj,8,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
58,model.language_model.layers.8.self_attn.k_proj,8,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.0038729829248040915,0.0023513482045268807,0.048490702248233944,0.75,1.2834067451650533
58,model.language_model.layers.8.self_attn.k_proj,8,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.02166639268398285,0.013154004168152742,0.11469090708575262,1.765625,1.2834067451650533
58,model.language_model.layers.8.self_attn.k_proj,8,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04360199347138405,0.02647144876527377,0.1627004879073009,2.96875,1.2834067451650533
59,model.language_model.layers.8.self_attn.v_proj,8,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
59,model.language_model.layers.8.self_attn.v_proj,8,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0010740780271589756,0.017277139347688732,0.1314425324911565,0.2783203125,0.24933428343508568
59,model.language_model.layers.8.self_attn.v_proj,8,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.0059089697897434235,0.09504904846505126,0.3083002569980299,0.6328125,0.24933428343508568
59,model.language_model.layers.8.self_attn.v_proj,8,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.010516194626688957,0.16915880911678727,0.41128920374450295,0.94921875,0.24933428343508568
60,model.language_model.layers.8.self_attn.o_proj,8,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
60,model.language_model.layers.8.self_attn.o_proj,8,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,3.7301520933397114e-05,0.015592962033615293,0.12487178237542416,0.30859375,0.04891014601191936
60,model.language_model.layers.8.self_attn.o_proj,8,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_bf16,0.00019078337936662138,0.07975219016994713,0.2824043026760519,0.828125,0.04891014601191936
60,model.language_model.layers.8.self_attn.o_proj,8,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.00035628105979412794,0.14893433028067443,0.3859201086762316,0.765625,0.04891014601191936
61,model.language_model.layers.8.mlp.gate_proj,8,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
61,model.language_model.layers.8.mlp.gate_proj,8,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0008824020624160767,0.008409261818419616,0.091702027340837,0.4375,0.3239323488569645
61,model.language_model.layers.8.mlp.gate_proj,8,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.00521471630781889,0.04969607008982049,0.2229261538936616,1.0078125,0.3239323488569645
61,model.language_model.layers.8.mlp.gate_proj,8,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.009522759355604649,0.09075157466860583,0.3012500201968555,1.625,0.3239323488569645
62,model.language_model.layers.8.mlp.up_proj,8,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
62,model.language_model.layers.8.mlp.up_proj,8,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0006801566341891885,0.013922635503429832,0.11799421809321774,0.20703125,0.2210261925779818
62,model.language_model.layers.8.mlp.up_proj,8,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.004148691426962614,0.08492267170585044,0.2914149476362708,0.875,0.2210261925779818
62,model.language_model.layers.8.mlp.up_proj,8,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.007368618622422218,0.15083377282067909,0.38837323906350585,1.40625,0.2210261925779818
63,model.language_model.layers.8.mlp.down_proj,8,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
63,model.language_model.layers.8.mlp.down_proj,8,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_nvfp4,7.528763671871275e-05,0.013475711205031988,0.11608493099895432,0.21875,0.07474566065550908
63,model.language_model.layers.8.mlp.down_proj,8,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0003688304568640888,0.06601685133098502,0.25693744633856896,0.296875,0.07474566065550908
63,model.language_model.layers.8.mlp.down_proj,8,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0006921242456883192,0.1238831082949666,0.3519703230315968,0.6328125,0.07474566065550908
64,model.language_model.layers.9.self_attn.q_proj,9,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
64,model.language_model.layers.9.self_attn.q_proj,9,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.0038179950788617134,0.0036600777486126,0.06049857641806624,0.6796875,1.0213451400012987
64,model.language_model.layers.9.self_attn.q_proj,9,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.02131001278758049,0.0204286024511396,0.14292866210505015,1.796875,1.0213451400012987
64,model.language_model.layers.9.self_attn.q_proj,9,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04083686321973801,0.039147796502205234,0.19785802107118436,2.34375,1.0213451400012987
65,model.language_model.layers.9.self_attn.k_proj,9,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
65,model.language_model.layers.9.self_attn.k_proj,9,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.004137436859309673,0.0024438987435311983,0.049435804267061324,0.75,1.3011401715133937
65,model.language_model.layers.9.self_attn.k_proj,9,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.022837361320853233,0.0134895590036662,0.1161445608010388,1.75,1.3011401715133937
65,model.language_model.layers.9.self_attn.k_proj,9,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.045945532619953156,0.027139079884232975,0.16473943026559543,2.75,1.3011401715133937
66,model.language_model.layers.9.self_attn.v_proj,9,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
66,model.language_model.layers.9.self_attn.v_proj,9,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0011524541769176722,0.016051325009282344,0.12669382387978645,0.2958984375,0.2679516211281817
66,model.language_model.layers.9.self_attn.v_proj,9,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.006440596655011177,0.08970431296433774,0.29950678283527693,0.7265625,0.2679516211281817
66,model.language_model.layers.9.self_attn.v_proj,9,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.011709628626704216,0.16309113072758016,0.4038454292518118,0.9453125,0.2679516211281817
67,model.language_model.layers.9.self_attn.o_proj,9,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
67,model.language_model.layers.9.self_attn.o_proj,9,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,4.783464100910351e-05,0.016526188323279983,0.1285542232806063,0.4375,0.05380032643745169
67,model.language_model.layers.9.self_attn.o_proj,9,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_bf16,0.0002603238681331277,0.08993819497869797,0.29989697394054843,1.0859375,0.05380032643745169
67,model.language_model.layers.9.self_attn.o_proj,9,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.00047012491268105805,0.16242147277647842,0.4030154746116809,1.11328125,0.05380032643745169
68,model.language_model.layers.9.mlp.gate_proj,9,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
68,model.language_model.layers.9.mlp.gate_proj,9,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0008853154722601175,0.008115536472505567,0.09008627238656047,0.40625,0.33028618614816985
68,model.language_model.layers.9.mlp.gate_proj,9,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.005310359876602888,0.048679166479131175,0.22063355701055806,1.375,0.33028618614816985
68,model.language_model.layers.9.mlp.gate_proj,9,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.009622165001928806,0.08820475126032387,0.29699284715346913,2.9375,0.33028618614816985
69,model.language_model.layers.9.mlp.up_proj,9,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
69,model.language_model.layers.9.mlp.up_proj,9,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0007151008467189968,0.013920577930278188,0.11798549881353296,0.271484375,0.22664962934762037
69,model.language_model.layers.9.mlp.up_proj,9,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.004405236337333918,0.08575494773431232,0.292839457270212,0.625,0.22664962934762037
69,model.language_model.layers.9.mlp.up_proj,9,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.007773273158818483,0.1513191534832479,0.388997626577911,1.046875,0.22664962934762037
70,model.language_model.layers.9.mlp.down_proj,9,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
70,model.language_model.layers.9.mlp.down_proj,9,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_nvfp4,8.256836008513346e-05,0.013895801212152845,0.11788045305373086,0.21875,0.07708414030082258
70,model.language_model.layers.9.mlp.down_proj,9,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0004125240375287831,0.0694255283116222,0.26348724506439053,0.5,0.07708414030082258
70,model.language_model.layers.9.mlp.down_proj,9,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0007704343879595399,0.12965987323781186,0.36008314767260613,0.875,0.07708414030082258
71,model.language_model.layers.10.self_attn.q_proj,10,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
71,model.language_model.layers.10.self_attn.q_proj,10,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.003995126113295555,0.003742097804466326,0.061172688386781936,0.6796875,1.0332553900784156
71,model.language_model.layers.10.self_attn.q_proj,10,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.021338876336812973,0.019987394646697822,0.14137678255886935,1.671875,1.0332553900784156
71,model.language_model.layers.10.self_attn.q_proj,10,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.041258689016103745,0.03864560096576326,0.1965848441914159,2.34375,1.0332553900784156
72,model.language_model.layers.10.self_attn.k_proj,10,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
72,model.language_model.layers.10.self_attn.k_proj,10,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.004389330744743347,0.002630974124325766,0.05129302217968606,0.78125,1.2916381535408097
72,model.language_model.layers.10.self_attn.k_proj,10,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.023039158433675766,0.013809720253557013,0.1175147661085917,1.75,1.2916381535408097
72,model.language_model.layers.10.self_attn.k_proj,10,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04642048478126526,0.027824536677813774,0.1668068843837501,2.5,1.2916381535408097
