module_index,module_name,layer,layer_bucket,module_type,module_family,out_features,in_features,numel,method,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error,output_ref_rms
73,model.language_model.layers.10.self_attn.v_proj,10,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
73,model.language_model.layers.10.self_attn.v_proj,10,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0011674019042402506,0.01620234398088718,0.12728842830708212,0.3125,0.26842395721663603
73,model.language_model.layers.10.self_attn.v_proj,10,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.006344034802168608,0.08804871203148354,0.2967300322371895,0.68359375,0.26842395721663603
73,model.language_model.layers.10.self_attn.v_proj,10,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.011567756533622742,0.16054862491156163,0.4006851942754581,0.94140625,0.26842395721663603
74,model.language_model.layers.10.self_attn.o_proj,10,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
74,model.language_model.layers.10.self_attn.o_proj,10,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,6.811608909629285e-05,0.016991637601561374,0.13035197582530683,0.296875,0.06331509079720754
74,model.language_model.layers.10.self_attn.o_proj,10,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_bf16,0.00036638547317124903,0.09139528216016246,0.30231652644234064,0.9375,0.06331509079720754
74,model.language_model.layers.10.self_attn.o_proj,10,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0006961766048334539,0.17366206329451817,0.41672780480130933,2.2734375,0.06331509079720754
75,model.language_model.layers.10.mlp.gate_proj,10,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
75,model.language_model.layers.10.mlp.gate_proj,10,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0008992545190267265,0.008676986888138408,0.09315034561470187,0.46875,0.32192658594316564
75,model.language_model.layers.10.mlp.gate_proj,10,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.0053747668862342834,0.051861604041902286,0.22773142963127047,1.40625,0.32192658594316564
75,model.language_model.layers.10.mlp.gate_proj,10,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.009678784757852554,0.09339145554463926,0.3056001563229955,2.46875,0.32192658594316564
76,model.language_model.layers.10.mlp.up_proj,10,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
76,model.language_model.layers.10.mlp.up_proj,10,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0007434804574586451,0.013344626937012301,0.115518946225337,0.2412109375,0.2360378011129962
76,model.language_model.layers.10.mlp.up_proj,10,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.004590481519699097,0.08239391194090817,0.2870433973128596,0.6484375,0.2360378011129962
76,model.language_model.layers.10.mlp.up_proj,10,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.00805747788399458,0.14462254567211108,0.38029271051666386,1.078125,0.2360378011129962
77,model.language_model.layers.10.mlp.down_proj,10,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
77,model.language_model.layers.10.mlp.down_proj,10,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_nvfp4,9.402584691997617e-05,0.013714440468754797,0.11710866948588733,0.1953125,0.08280080901700343
77,model.language_model.layers.10.mlp.down_proj,10,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0004530572914518416,0.06608211950315872,0.2570644267555484,0.359375,0.08280080901700343
77,model.language_model.layers.10.mlp.down_proj,10,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0008555494714528322,0.12478890303748696,0.3532547282592081,0.65625,0.08280080901700343
78,model.language_model.layers.11.self_attn.q_proj,11,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
78,model.language_model.layers.11.self_attn.q_proj,11,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.004233195912092924,0.004065383072222997,0.06376035658795359,0.89453125,1.0204305373142553
78,model.language_model.layers.11.self_attn.q_proj,11,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.02342400513589382,0.02249542802663392,0.14998475931451807,2.25,1.0204305373142553
78,model.language_model.layers.11.self_attn.q_proj,11,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.046079665422439575,0.04425297001892528,0.21036389903908245,4.125,1.0204305373142553
79,model.language_model.layers.11.self_attn.k_proj,11,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
79,model.language_model.layers.11.self_attn.k_proj,11,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.004427973181009293,0.0027668538311036582,0.052600891923081095,0.7734375,1.265054927583327
79,model.language_model.layers.11.self_attn.k_proj,11,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.024110056459903717,0.01506535820278043,0.12274102086417739,1.96875,1.265054927583327
79,model.language_model.layers.11.self_attn.k_proj,11,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04870837554335594,0.03043581114198426,0.17445862300839204,2.96875,1.265054927583327
80,model.language_model.layers.11.self_attn.v_proj,11,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
80,model.language_model.layers.11.self_attn.v_proj,11,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.001497003249824047,0.01582183102129538,0.12578486006390188,0.34375,0.30759764109681775
80,model.language_model.layers.11.self_attn.v_proj,11,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.008459467440843582,0.08940813214327281,0.2990119264231325,0.796875,0.30759764109681775
80,model.language_model.layers.11.self_attn.v_proj,11,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.01515323668718338,0.1601545957355062,0.40019319801254266,1.048828125,0.30759764109681775
81,model.language_model.layers.11.self_attn.o_proj,11,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
81,model.language_model.layers.11.self_attn.o_proj,11,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,8.024713315535337e-05,0.01927249047443839,0.13882539563940882,0.3671875,0.06452764913243184
81,model.language_model.layers.11.self_attn.o_proj,11,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_bf16,0.00043910194654017687,0.10545657831314521,0.32474078634065234,1.0,0.06452764913243184
81,model.language_model.layers.11.self_attn.o_proj,11,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0007870940607972443,0.1890318344436703,0.43477791393270004,1.0859375,0.06452764913243184
82,model.language_model.layers.11.mlp.gate_proj,11,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
82,model.language_model.layers.11.mlp.gate_proj,11,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0009335397044196725,0.009473986834684355,0.09733440724987416,0.5,0.313906282982224
82,model.language_model.layers.11.mlp.gate_proj,11,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.005583746358752251,0.05666640555360267,0.2380470658369951,1.265625,0.313906282982224
82,model.language_model.layers.11.mlp.gate_proj,11,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.009942414239048958,0.10090015578317928,0.3176478486991204,1.875,0.313906282982224
83,model.language_model.layers.11.mlp.up_proj,11,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
83,model.language_model.layers.11.mlp.up_proj,11,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.000797230051830411,0.014393355403097031,0.11997231098506451,0.217041015625,0.2353481593222328
83,model.language_model.layers.11.mlp.up_proj,11,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.004952095448970795,0.08940615023661741,0.2990086123117818,0.703125,0.2353481593222328
83,model.language_model.layers.11.mlp.up_proj,11,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.008668577298521996,0.1565042782950526,0.3956062161987,1.078125,0.2353481593222328
84,model.language_model.layers.11.mlp.down_proj,11,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
84,model.language_model.layers.11.mlp.down_proj,11,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_nvfp4,9.948972729034722e-05,0.014229710833631932,0.11928835162593174,0.21826171875,0.08361632630493607
84,model.language_model.layers.11.mlp.down_proj,11,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0004625934234354645,0.06616331985528694,0.25722231601337964,0.484375,0.08361632630493607
84,model.language_model.layers.11.mlp.down_proj,11,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0008754933951422572,0.12521913758263656,0.3538631622288997,0.6875,0.08361632630493607
85,model.language_model.layers.12.self_attn.q_proj,12,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
85,model.language_model.layers.12.self_attn.q_proj,12,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.004427753388881683,0.004328466452791723,0.06579108186366693,0.8125,1.0114040400779858
85,model.language_model.layers.12.self_attn.q_proj,12,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.024098075926303864,0.0235577061463622,0.15348519846018444,1.875,1.0114040400779858
85,model.language_model.layers.12.self_attn.q_proj,12,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04630560427904129,0.04526725792845075,0.21276103479831723,3.0625,1.0114040400779858
86,model.language_model.layers.12.self_attn.k_proj,12,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
86,model.language_model.layers.12.self_attn.k_proj,12,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.004851529374718666,0.003038435822064881,0.055122008508987415,0.8125,1.2636136214022942
86,model.language_model.layers.12.self_attn.k_proj,12,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.026292691007256508,0.016466694941853047,0.1283226205384423,1.9375,1.2636136214022942
86,model.language_model.layers.12.self_attn.k_proj,12,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.05136934667825699,0.03217180625899779,0.179365008457608,2.9375,1.2636136214022942
87,model.language_model.layers.12.self_attn.v_proj,12,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
87,model.language_model.layers.12.self_attn.v_proj,12,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0014693356351926923,0.015872474337429204,0.12598600849867894,0.326171875,0.30425532575191755
87,model.language_model.layers.12.self_attn.v_proj,12,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.008179571479558945,0.08835968807320252,0.2972535753749692,0.79248046875,0.30425532575191755
87,model.language_model.layers.12.self_attn.v_proj,12,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.014874703250825405,0.1606837403046027,0.40085376423903357,1.140625,0.30425532575191755
88,model.language_model.layers.12.self_attn.o_proj,12,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
88,model.language_model.layers.12.self_attn.o_proj,12,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,6.805571320001036e-05,0.019310135822372974,0.13896091472918914,0.3681640625,0.05936625190335985
88,model.language_model.layers.12.self_attn.o_proj,12,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_bf16,0.0003554687136784196,0.10086073334594704,0.3175857889546493,0.765625,0.05936625190335985
88,model.language_model.layers.12.self_attn.o_proj,12,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0006435879040509462,0.18261170527059037,0.4273309083960466,1.130859375,0.05936625190335985
89,model.language_model.layers.12.mlp.gate_proj,12,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
89,model.language_model.layers.12.mlp.gate_proj,12,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0009555721189826727,0.010210357367670078,0.10104631298404745,0.546875,0.3059223899383007
89,model.language_model.layers.12.mlp.gate_proj,12,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.00574185885488987,0.06135217813341154,0.24769371839715987,1.46875,0.3059223899383007
89,model.language_model.layers.12.mlp.gate_proj,12,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.010321317240595818,0.11028402298276833,0.332090383755339,2.53125,0.3059223899383007
90,model.language_model.layers.12.mlp.up_proj,12,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
90,model.language_model.layers.12.mlp.up_proj,12,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0008480932447127998,0.014809931515426552,0.1216960620374651,0.2393798828125,0.23930142063627022
90,model.language_model.layers.12.mlp.up_proj,12,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.005226044915616512,0.09126044545141225,0.30209343827930496,0.78125,0.23930142063627022
90,model.language_model.layers.12.mlp.up_proj,12,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.009235602803528309,0.16127783811113217,0.40159412111126847,1.40625,0.23930142063627022
91,model.language_model.layers.12.mlp.down_proj,12,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
91,model.language_model.layers.12.mlp.down_proj,12,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_nvfp4,0.00010224369179923087,0.014960182989596596,0.12231182685904335,0.173828125,0.08267035610928405
91,model.language_model.layers.12.mlp.down_proj,12,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0004888741532340646,0.07153152104119063,0.2674537736529261,0.4609375,0.08267035610928405
91,model.language_model.layers.12.mlp.down_proj,12,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0009209858253598213,0.1347576191327554,0.3670934746529219,0.650390625,0.08267035610928405
92,model.language_model.layers.13.self_attn.q_proj,13,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
92,model.language_model.layers.13.self_attn.q_proj,13,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.004438486881554127,0.0043532054236873965,0.06597882557068895,0.78125,1.009747739297745
92,model.language_model.layers.13.self_attn.q_proj,13,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.023953616619110107,0.0234933698275857,0.15327547040405945,1.875,1.009747739297745
92,model.language_model.layers.13.self_attn.q_proj,13,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.044958192855119705,0.04409436238044323,0.20998657666727946,2.5625,1.009747739297745
93,model.language_model.layers.13.self_attn.k_proj,13,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
93,model.language_model.layers.13.self_attn.k_proj,13,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.004722037352621555,0.0030880671902744953,0.05557038051223417,0.84375,1.2365774954772797
93,model.language_model.layers.13.self_attn.k_proj,13,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.025391845032572746,0.016605485660144158,0.12886227399880912,1.875,1.2365774954772797
93,model.language_model.layers.13.self_attn.k_proj,13,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04953038692474365,0.03239134961501014,0.1799759695487432,2.78125,1.2365774954772797
94,model.language_model.layers.13.self_attn.v_proj,13,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
94,model.language_model.layers.13.self_attn.v_proj,13,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0016101778019219637,0.016924189793741475,0.13009300439970428,0.3291015625,0.3084487212090737
94,model.language_model.layers.13.self_attn.v_proj,13,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.008859299123287201,0.09311795232990464,0.3051523428222445,0.82421875,0.3084487212090737
94,model.language_model.layers.13.self_attn.v_proj,13,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.016059471294283867,0.16879722217458287,0.4108493911089353,1.05859375,0.3084487212090737
95,model.language_model.layers.13.self_attn.o_proj,13,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
95,model.language_model.layers.13.self_attn.o_proj,13,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,5.768556729890406e-05,0.015386541180942018,0.12404249747946072,0.375,0.06122983402854077
95,model.language_model.layers.13.self_attn.o_proj,13,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_bf16,0.00030026829335838556,0.08009092529419838,0.283003401559413,0.84375,0.06122983402854077
95,model.language_model.layers.13.self_attn.o_proj,13,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0005486604641191661,0.1463448696236484,0.3825504798371692,1.296875,0.06122983402854077
96,model.language_model.layers.13.mlp.gate_proj,13,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
96,model.language_model.layers.13.mlp.gate_proj,13,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0009717472712509334,0.010213617592142891,0.10106244402419175,0.453125,0.3084514869448185
96,model.language_model.layers.13.mlp.gate_proj,13,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.005899408366531134,0.062006143838275754,0.24901032877829737,1.271484375,0.3084514869448185
96,model.language_model.layers.13.mlp.gate_proj,13,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.010379970073699951,0.10909940072605759,0.33030198413884465,1.640625,0.3084514869448185
97,model.language_model.layers.13.mlp.up_proj,13,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
97,model.language_model.layers.13.mlp.up_proj,13,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.0008864536066539586,0.015086109782905224,0.12282552577907095,0.2322998046875,0.24240377214106348
97,model.language_model.layers.13.mlp.up_proj,13,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.005477048456668854,0.0932111434635438,0.30530500071820604,0.671875,0.24240377214106348
97,model.language_model.layers.13.mlp.up_proj,13,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.00953830499202013,0.1623276335866054,0.4028990364677054,1.015625,0.24240377214106348
98,model.language_model.layers.13.mlp.down_proj,13,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
98,model.language_model.layers.13.mlp.down_proj,13,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_nvfp4,0.00011310828267596662,0.014919819804823467,0.12214671426126643,0.3203125,0.0870693726486748
98,model.language_model.layers.13.mlp.down_proj,13,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.0005149252829141915,0.06792245671377245,0.2606193713325478,0.421875,0.0870693726486748
98,model.language_model.layers.13.mlp.down_proj,13,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.00097832758910954,0.12904865138318633,0.3592334218627024,0.59375,0.0870693726486748
99,model.language_model.layers.14.self_attn.q_proj,14,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
99,model.language_model.layers.14.self_attn.q_proj,14,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.004654423333704472,0.004648057375111264,0.06817666298016693,0.71875,1.0006845634502657
99,model.language_model.layers.14.self_attn.q_proj,14,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.02402631565928459,0.023993454331539266,0.15489820635352516,1.953125,1.0006845634502657
99,model.language_model.layers.14.self_attn.q_proj,14,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.04569258540868759,0.045630090640619986,0.21361200958892734,2.5625,1.0006845634502657
100,model.language_model.layers.14.self_attn.k_proj,14,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
100,model.language_model.layers.14.self_attn.k_proj,14,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.004958811681717634,0.003060350337048471,0.05532043326880648,0.828125,1.2729262279311657
100,model.language_model.layers.14.self_attn.k_proj,14,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.02595616690814495,0.01601895156428144,0.12656599687230943,2.0625,1.2729262279311657
100,model.language_model.layers.14.self_attn.k_proj,14,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.052096009254455566,0.032151259155203345,0.17930772196200404,2.625,1.2729262279311657
101,model.language_model.layers.14.self_attn.v_proj,14,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
101,model.language_model.layers.14.self_attn.v_proj,14,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0016140606021508574,0.016776940315024816,0.12952582875637128,0.3359375,0.31017267726567493
101,model.language_model.layers.14.self_attn.v_proj,14,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.008778483606874943,0.09124570374415197,0.3020690380428818,0.859375,0.31017267726567493
101,model.language_model.layers.14.self_attn.v_proj,14,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.015828371047973633,0.1645239565367328,0.4056155279778288,1.171875,0.31017267726567493
102,model.language_model.layers.14.self_attn.o_proj,14,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
102,model.language_model.layers.14.self_attn.o_proj,14,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,5.605456681223586e-05,0.017119447135489737,0.13084130515815615,0.28515625,0.05722168374340291
102,model.language_model.layers.14.self_attn.o_proj,14,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_bf16,0.00032487980206497014,0.09922050803585154,0.3149928698174794,0.875,0.05722168374340291
102,model.language_model.layers.14.self_attn.o_proj,14,layers_08_15,o_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0005783145898021758,0.17662122126398572,0.4202632761305533,1.34375,0.05722168374340291
103,model.language_model.layers.14.mlp.gate_proj,14,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
103,model.language_model.layers.14.mlp.gate_proj,14,layers_08_15,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.001019735704176128,0.01097372729632155,0.10475555973943125,0.552734375,0.3048363346545128
103,model.language_model.layers.14.mlp.gate_proj,14,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.006139553617686033,0.06606985206629011,0.25704056502095174,1.515625,0.3048363346545128
103,model.language_model.layers.14.mlp.gate_proj,14,layers_08_15,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.010926716029644012,0.117586156356597,0.3429083789536164,2.53125,0.3048363346545128
104,model.language_model.layers.14.mlp.up_proj,14,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
104,model.language_model.layers.14.mlp.up_proj,14,layers_08_15,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.000944308063481003,0.015500777566638741,0.12450211872349298,0.2490234375,0.24681986301709496
104,model.language_model.layers.14.mlp.up_proj,14,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.005831028800457716,0.09571609511346472,0.3093801789279086,0.78125,0.24681986301709496
104,model.language_model.layers.14.mlp.up_proj,14,layers_08_15,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.010253637097775936,0.1683130262763635,0.41025970588928606,1.25,0.24681986301709496
105,model.language_model.layers.14.mlp.down_proj,14,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0
105,model.language_model.layers.14.mlp.down_proj,14,layers_08_15,down_proj,mlp,4096,11008,45088768,dense_nvfp4,0.00011513943900354207,0.015350380605656359,0.1238966529235409,0.265625,0.08660689735412914
105,model.language_model.layers.14.mlp.down_proj,14,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_bf16,0.000529031443875283,0.07053042889670239,0.26557565569287855,0.3359375,0.08660689735412914
105,model.language_model.layers.14.mlp.down_proj,14,layers_08_15,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.0009916865965351462,0.13221157606885828,0.3636090978906582,0.4970703125,0.08660689735412914
106,model.language_model.layers.15.self_attn.q_proj,15,layers_08_15,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
106,model.language_model.layers.15.self_attn.q_proj,15,layers_08_15,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.004579420201480389,0.004251662005586766,0.06520476980702229,0.75,1.0378291906193775
106,model.language_model.layers.15.self_attn.q_proj,15,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_bf16,0.021406743675470352,0.019874620529234232,0.1409773759481791,1.6875,1.0378291906193775
106,model.language_model.layers.15.self_attn.q_proj,15,layers_08_15,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.042081378400325775,0.03906953059899299,0.19766013912519892,2.59375,1.0378291906193775
107,model.language_model.layers.15.self_attn.k_proj,15,layers_08_15,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
107,model.language_model.layers.15.self_attn.k_proj,15,layers_08_15,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.004949035122990608,0.0031330584787554257,0.05597373025585686,0.78125,1.256828491852824
107,model.language_model.layers.15.self_attn.k_proj,15,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_bf16,0.024305662140250206,0.015387052012728292,0.1240445565622623,1.897705078125,1.256828491852824
107,model.language_model.layers.15.self_attn.k_proj,15,layers_08_15,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.048083338886499405,0.03043985521246084,0.17447021296617035,2.71875,1.256828491852824
108,model.language_model.layers.15.self_attn.v_proj,15,layers_08_15,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
108,model.language_model.layers.15.self_attn.v_proj,15,layers_08_15,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.0017104485305026174,0.01583633011919438,0.12584248137729317,0.345703125,0.3286455317141705
108,model.language_model.layers.15.self_attn.v_proj,15,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_bf16,0.00903560034930706,0.08365685807259413,0.2892349530616833,0.8515625,0.3286455317141705
108,model.language_model.layers.15.self_attn.v_proj,15,layers_08_15,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.016779419034719467,0.15535364806564972,0.39414927129914845,1.15234375,0.3286455317141705
109,model.language_model.layers.15.self_attn.o_proj,15,layers_08_15,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0
109,model.language_model.layers.15.self_attn.o_proj,15,layers_08_15,o_proj,attention,4096,4096,16777216,dense_nvfp4,6.577912427019328e-05,0.01583398033401881,0.12583314481494456,0.390625,0.06445386915066317
