m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,dense_flops,effective_sparse_flops,bytes_activation_bf16,bytes_output_bf16,bytes_weight_sparse_bf16,bytes_sparse_bf16,arithmetic_intensity_sparse
8,4096,4096,0.057909,0.057909,0.0,0.057909,0.057909,1,4.635486,0.057909,0.057909,0.0,268435456.0,134217728.0,65536.0,65536.0,18874365.640704293,19005437.640704293,7.062069842187872
8,4096,14336,0.133809,0.133809,0.0,0.133809,0.133809,1,7.021392,0.133809,0.133809,0.0,939524096.0,469762048.0,229376.0,65536.0,66060279.74246503,66355191.74246503,7.0795070538447185
8,6144,4096,0.057314,0.057314,0.0,0.057314,0.057314,1,7.025439,0.057314,0.057314,0.0,402653184.0,201326592.0,65536.0,98304.0,28311548.46105644,28475388.46105644,7.070196505847097
8,28672,4096,0.092462,0.092462,0.0,0.092462,0.092462,1,20.322471,0.092462,0.092462,0.0,1879048192.0,939524096.0,65536.0,458752.0,132120559.48493005,132644847.48493005,7.083004834445156
16384,4096,4096,0.97131,0.97131,0.0,0.97131,0.97131,1,565.994421,0.97131,0.97131,0.0,549755813888.0,274877906944.0,134217728.0,134217728.0,18874365.640704293,287309821.6407043,956.7299348636573
16384,4096,14336,3.315946,3.315946,0.0,3.315946,3.315946,1,580.270343,3.315946,3.315946,0.0,1924145348608.0,962072674304.0,469762048.0,134217728.0,66060279.74246503,670040055.742465,1435.8435231725607
16384,6144,4096,1.407962,1.407962,0.0,1.407962,1.407962,1,585.693334,1.407962,1.407962,0.0,824633720832.0,412316860416.0,134217728.0,201326592.0,28311548.46105644,363855868.4610565,1133.1873309063594
16384,28672,4096,6.963833,6.963833,0.0,6.963833,6.963833,1,552.611011,6.963833,6.963833,0.0,3848290697216.0,1924145348608.0,134217728.0,939524096.0,132120559.48493005,1205862383.48493,1595.6591522883728
