name,module_name,module_index,layer,module_type,module_family,n,k,selected_method,backend,quality_cost,latency_cost
model.language_model.layers.0.self_attn.q_proj,model.language_model.layers.0.self_attn.q_proj,1,0,q_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,2.7072537016832807e-06,0.201859
model.language_model.layers.0.self_attn.k_proj,model.language_model.layers.0.self_attn.k_proj,2,0,k_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,5.121731850862905e-06,0.201859
model.language_model.layers.0.self_attn.v_proj,model.language_model.layers.0.self_attn.v_proj,3,0,v_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,8.680609489583412e-05,0.201859
model.language_model.layers.0.self_attn.o_proj,model.language_model.layers.0.self_attn.o_proj,4,0,o_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,0.0002102507344051291,0.201859
model.language_model.layers.0.mlp.gate_proj,model.language_model.layers.0.mlp.gate_proj,5,0,gate_proj,mlp,11008,4096,sparse_nvfp4,sparse_nvfp4,0.00048410049433236145,0.2993950398151209
model.language_model.layers.0.mlp.up_proj,model.language_model.layers.0.mlp.up_proj,6,0,up_proj,mlp,11008,4096,sparse_nvfp4,sparse_nvfp4,0.0005717888607576299,0.2993950398151209
model.language_model.layers.0.mlp.down_proj,model.language_model.layers.0.mlp.down_proj,7,0,down_proj,mlp,4096,11008,sparse_bf16,sparse_bf16,2.6358541644121354e-05,0.5130693747467034
model.language_model.layers.1.self_attn.q_proj,model.language_model.layers.1.self_attn.q_proj,8,1,q_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,9.551318429027363e-05,0.201859
model.language_model.layers.1.self_attn.k_proj,model.language_model.layers.1.self_attn.k_proj,9,1,k_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,0.00013314374627686494,0.201859
model.language_model.layers.1.self_attn.v_proj,model.language_model.layers.1.self_attn.v_proj,10,1,v_proj,attention,4096,4096,sparse_bf16,sparse_bf16,0.0002064912559303468,0.215636
model.language_model.layers.1.self_attn.o_proj,model.language_model.layers.1.self_attn.o_proj,11,1,o_proj,attention,4096,4096,sparse_bf16,sparse_bf16,0.00014773825252449723,0.215636
model.language_model.layers.1.mlp.gate_proj,model.language_model.layers.1.mlp.gate_proj,12,1,gate_proj,mlp,11008,4096,sparse_nvfp4,sparse_nvfp4,0.0005044706360745835,0.2993950398151209
model.language_model.layers.1.mlp.up_proj,model.language_model.layers.1.mlp.up_proj,13,1,up_proj,mlp,11008,4096,sparse_nvfp4,sparse_nvfp4,0.0008084656416549061,0.2993950398151209
model.language_model.layers.1.mlp.down_proj,model.language_model.layers.1.mlp.down_proj,14,1,down_proj,mlp,4096,11008,sparse_bf16,sparse_bf16,1.1629399039549235e-08,0.5130693747467034
model.language_model.layers.2.self_attn.q_proj,model.language_model.layers.2.self_attn.q_proj,15,2,q_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,0.00020486475463105276,0.201859
model.language_model.layers.2.self_attn.k_proj,model.language_model.layers.2.self_attn.k_proj,16,2,k_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,0.00020077313753556563,0.201859
model.language_model.layers.2.self_attn.v_proj,model.language_model.layers.2.self_attn.v_proj,17,2,v_proj,attention,4096,4096,dense_nvfp4,dense_nvfp4,0.00025161387525421804,0.21869349999999999
model.language_model.layers.2.self_attn.o_proj,model.language_model.layers.2.self_attn.o_proj,18,2,o_proj,attention,4096,4096,sparse_bf16,sparse_bf16,0.00027331493969516487,0.215636
model.language_model.layers.2.mlp.gate_proj,model.language_model.layers.2.mlp.gate_proj,19,2,gate_proj,mlp,11008,4096,sparse_nvfp4,sparse_nvfp4,0.000853681205341752,0.2993950398151209
model.language_model.layers.2.mlp.up_proj,model.language_model.layers.2.mlp.up_proj,20,2,up_proj,mlp,11008,4096,sparse_nvfp4,sparse_nvfp4,0.0010001029519325748,0.2993950398151209
model.language_model.layers.2.mlp.down_proj,model.language_model.layers.2.mlp.down_proj,21,2,down_proj,mlp,4096,11008,sparse_bf16,sparse_bf16,4.8993306964390955e-05,0.5130693747467034
model.language_model.layers.3.self_attn.q_proj,model.language_model.layers.3.self_attn.q_proj,22,3,q_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,0.0002727045170953239,0.201859
model.language_model.layers.3.self_attn.k_proj,model.language_model.layers.3.self_attn.k_proj,23,3,k_proj,attention,4096,4096,sparse_nvfp4,sparse_nvfp4,0.00024232490987380326,0.201859
model.language_model.layers.3.self_attn.v_proj,model.language_model.layers.3.self_attn.v_proj,24,3,v_proj,attention,4096,4096,dense_nvfp4,dense_nvfp4,0.00022957319541522388,0.21869349999999999
model.language_model.layers.3.self_attn.o_proj,model.language_model.layers.3.self_attn.o_proj,25,3,o_proj,attention,4096,4096,dense_nvfp4,dense_nvfp4,0.00015123479035490512,0.21869349999999999
model.language_model.layers.3.mlp.gate_proj,model.language_model.layers.3.mlp.gate_proj,26,3,gate_proj,mlp,11008,4096,sparse_nvfp4,sparse_nvfp4,0.0007601213165424491,0.2993950398151209
