method,total_right,total_wrong,global_accuracy,replaced_linear_count,skipped_linear_count,replacement_backend,activation_quant,calibration_used
sparse_nvfp4,3843,1157,0.768600,224,0,cutlass_sparse_nvfp4_sm120,dynamic_tensor_global_scale_online,True
