module_index,module_name,layer,module_type,prefill_method,decode_method,prefill_runtime,decode_runtime,quality_cost,latency_ms
0,model.layers.0.self_attn.qkv_proj,0,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.000874615995803696,1.453115
1,model.layers.0.self_attn.o_proj,0,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.002459709524617817,1.016486
2,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.017435608447755185,3.873146
3,model.layers.0.mlp.down_proj,0,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0066494067330217415,3.307493
4,model.layers.1.self_attn.qkv_proj,1,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.001574386844042403,1.453115
5,model.layers.1.self_attn.o_proj,1,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.005932517363341371,1.016486
6,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.019520248703954163,3.873146
7,model.layers.1.mlp.down_proj,1,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,7.334936609259585e-05,3.307493
8,model.layers.2.self_attn.qkv_proj,2,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0035236797562826733,1.453115
9,model.layers.2.self_attn.o_proj,2,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004917436065191172,1.016486
10,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.024779991054326038,3.873146
11,model.layers.2.mlp.down_proj,2,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.013851848261721313,3.307493
12,model.layers.3.self_attn.qkv_proj,3,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.005077557056181858,1.453115
13,model.layers.3.self_attn.o_proj,3,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.007631215673889237,1.016486
14,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.022711762989832785,3.873146
15,model.layers.3.mlp.down_proj,3,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.014753338304569668,3.307493
16,model.layers.4.self_attn.qkv_proj,4,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004666954848619909,1.453115
17,model.layers.4.self_attn.o_proj,4,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.008701713415749717,1.016486
18,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.020326224791583712,3.873146
19,model.layers.4.mlp.down_proj,4,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.01499393203589861,3.307493
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004521921099440518,1.453115
21,model.layers.5.self_attn.o_proj,5,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.00831987389939827,1.016486
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.019498354766250486,3.873146
23,model.layers.5.mlp.down_proj,5,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.014456842259399583,3.307493
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0049269017746573565,1.453115
25,model.layers.6.self_attn.o_proj,6,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.010702262312643707,1.016486
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.0181337027624334,3.873146
27,model.layers.6.mlp.down_proj,6,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.014197212989280967,3.307493
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.0041820689065132765,1.453115
29,model.layers.7.self_attn.o_proj,7,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.009705872504263295,1.016486
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.01742052886645439,3.873146
31,model.layers.7.mlp.down_proj,7,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.014926374326942726,3.307493
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.003954962200056113,1.453115
33,model.layers.8.self_attn.o_proj,8,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.011006207471609226,1.016486
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.013443924273225216,3.873146
35,model.layers.8.mlp.down_proj,8,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.011575832810093455,3.307493
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004306770752697047,1.453115
37,model.layers.9.self_attn.o_proj,9,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.010789113133612877,1.016486
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.01321661558505194,3.873146
39,model.layers.9.mlp.down_proj,9,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.01149663299892969,3.307493
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004031659473372314,1.453115
41,model.layers.10.self_attn.o_proj,10,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.01086872052102641,1.016486
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.013542489638992768,3.873146
43,model.layers.10.mlp.down_proj,10,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.011818385734497939,3.307493
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.003689969771208311,1.453115
45,model.layers.11.self_attn.o_proj,11,o_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.010384220481654676,1.016486
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,0.013357502071037993,3.873146
47,model.layers.11.mlp.down_proj,11,down_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.011280260638534595,3.307493
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,sparse_bf16,sparse_bf16,sparse_bf16,sparse_bf16,0.004089399453552089,1.453115
