candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,prefill_first_ms,prefill_steady_ms,decode_ms,decode_first_ms,decode_steady_ms,total_ms,weighted_total_ms,online_conversion_ms,timing_mode,model,scenario,linear_group,n,k,count,used_fallback,source_file,conversion_ms
dense_bf16,,,,,,,,,,,,4493.849889813736,,warm_e2e_aligned,Llama-2-7B,normal_02,__TOTAL__,,,,,single/dense_bf16/normal_02/llama2-7b_linear_summary.csv,
sparse_bf16,,,,,,,,,,,,9062.540698364377,,warm_e2e_aligned,Llama-2-7B,normal_02,__TOTAL__,,,,,single/sparse_bf16/normal_02/llama2-7b_linear_summary.csv,
dense_nvfp4,,,,,,,,,,,,11708.840780991315,,warm_e2e_aligned,Llama-2-7B,normal_02,__TOTAL__,,,,,single/dense_nvfp4/normal_02/llama2-7b_linear_summary.csv,
sparse_nvfp4,,,,,,,,,,,,14679.889193503557,,warm_e2e_aligned,Llama-2-7B,normal_02,__TOTAL__,,,,,single/sparse_nvfp4/normal_02/llama2-7b_linear_summary.csv,
marlin_nvfp4,,,,,,,,,,,,2796.5248834915456,,warm_e2e_aligned,Llama-2-7B,normal_02,__TOTAL__,,,,,single/marlin_nvfp4/normal_02/llama2-7b_linear_summary.csv,
,,,,,,,,,,,,3441.2929288845507,,warm_e2e_aligned,Llama-2-7B,normal_02,__TOTAL__,,,,,manual/normal_02/llama2-7b_linear_summary.csv,
,,,,,,,,,,,,2829.120466551294,,warm_e2e_aligned,Llama-2-7B,normal_02,__TOTAL__,,,,,pred/normal_02/llama2-7b_linear_summary.csv,
