policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds
p00,train,controlled,100,6400,3.2862999318313837,0.0,31.675467777065933
p01,train,controlled,100,6400,3.388695824371748,0.1023958925403643,36.81573790987022
p02,train,controlled,100,6400,4.412302810634974,1.12600287880359,28.388708637095988
p03,train,controlled,100,6400,5.0332513047711105,1.7469513729397268,38.854737631976604
p04,train,controlled,100,6400,3.3118820857897435,0.025582153958359832,25.68061958393082
p05,train,controlled,100,6400,3.2420474995979385,-0.044252432233445216,33.51272317999974
p06,train,controlled,100,6400,3.8434376249586193,0.5571376931272356,55.58268419606611
p07,train,controlled,100,6400,3.6543504349387876,0.36805050310740395,43.14775106892921
p08,train,controlled,100,6400,4.7913903239058895,1.5050903920745058,55.358871006872505
p09,train,controlled,100,6400,3.318272928412116,0.03197299658073227,32.874332959996536
p10,train,controlled,100,6400,3.3676475288611254,0.0813475970297417,42.71395788504742
p11,train,controlled,100,6400,3.529521885099416,0.2432219532680322,44.61183090787381
p12,train,controlled,100,6400,3.7005243574592623,0.41422442562787865,48.27450747718103
p13,train,controlled,100,6400,3.292767086947974,0.006467155116590462,32.97489551710896
p14,train,controlled,100,6400,3.321364590672579,0.03506465884119514,45.31286650407128
p15,train,controlled,100,6400,3.638058932764593,0.35175900093320944,47.250699758064
p16,train,controlled,100,6400,3.4731121594338945,0.18681222760251082,37.7272960098926
p17,train,controlled,100,6400,3.3033652923059593,0.01706536047457563,32.62793622398749
p18,train,controlled,100,6400,3.3225567271648786,0.03625679533349491,37.78805681690574
p19,train,controlled,100,6400,3.8699263903309067,0.583626458499523,46.540180031908676
p20,train,controlled,100,6400,3.445659552404541,0.1593596205731571,40.996093299938366
p21,train,controlled,100,6400,3.161721313085061,-0.1245786187463227,34.4735042960383
p22,train,controlled,100,6400,3.483053396559044,0.1967534647276601,47.733055690070614
p23,train,controlled,100,6400,3.481304748800876,0.19500481696949246,39.809661207022145
p24,train,controlled,100,6400,3.4813234092080303,0.1950234773766466,43.45598000893369
p25,train,controlled,100,6400,3.4458697537820946,0.1595698219507109,37.16303444397636
p26,train,controlled,100,6400,3.4228055117058056,0.1365055798744219,48.01427122601308
p27,train,controlled,100,6400,3.624091249284238,0.3377913174528544,43.089321424020454
p28,train,controlled,100,6400,3.7282515901544593,0.4419516583230756,43.52339979307726
p29,train,controlled,100,6400,3.289278955571183,0.0029790237397993025,34.40369853004813
p30,train,controlled,100,6400,3.283484552559562,-0.0028153792718215165,44.615701504051685
p31,train,controlled,100,6400,3.413498011594279,0.12719807976289532,41.2987555807922
p32,train,controlled,100,6400,3.9260173626327104,0.6397174308013267,45.55725441593677
p33,train,controlled,100,6400,3.494879651807696,0.2085797199763122,42.29536514310166
p34,train,controlled,100,6400,3.293266002405089,0.006966070573705352,36.158133464166895
p35,train,controlled,100,6400,3.483963182788607,0.19766325095722337,40.42046328308061
p36,train,controlled,100,6400,3.4128040154337294,0.12650408360234566,37.36233417107724
p37,train,balanced_mixed,100,6400,3.439241607736325,0.15294167590494112,49.654558097943664
p38,train,balanced_mixed,100,6400,3.33319633381233,0.046896401980946134,39.99608561885543
p39,train,balanced_mixed,100,6400,3.454805748225132,0.1685058163937483,43.34247724688612
p40,train,balanced_mixed,100,6400,3.456295774406574,0.16999584257519018,45.947463346179575
p41,train,balanced_mixed,100,6400,3.738440139719696,0.45214020788831233,48.803341241087765
p42,train,balanced_mixed,100,6400,3.2403334981004535,-0.045966433730930234,38.49277553008869
p43,train,balanced_mixed,100,6400,3.554365183658433,0.26806525182704943,38.514027225086465
p44,train,balanced_mixed,100,6400,3.50000746558826,0.21370753375687634,47.27148476499133
p45,train,balanced_mixed,100,6400,3.7957566966492005,0.5094567648178168,41.699157055001706
p46,train,balanced_mixed,100,6400,3.5517931047890032,0.26549317295761954,49.803274122066796
p47,train,balanced_mixed,100,6400,3.324604363500321,0.038304431668937156,36.17399987694807
p48,train,balanced_mixed,100,6400,3.6071650180320423,0.32086508620065857,41.02892751782201
p49,train,balanced_mixed,100,6400,3.4833030593978447,0.197003127566461,40.82088742312044
p50,train,balanced_mixed,100,6400,3.396017731356028,0.10971779952464411,40.111031705047935
p51,train,balanced_mixed,100,6400,3.4526489539208116,0.16634902208942792,50.99020326300524
p52,train,balanced_mixed,100,6400,3.498618779258818,0.21231884742743423,42.63929254584946
p53,train,balanced_mixed,100,6400,3.415951415142763,0.12965148331137932,40.39982955879532
p54,holdout,balanced_mixed,100,6400,3.494386039194792,0.20808610736340816,43.806071683065966
p55,holdout,balanced_mixed,100,6400,3.404508569248019,0.11820863741663512,46.38488106499426
p56,holdout,balanced_mixed,100,6400,3.930728384067734,0.6444284522363501,48.094699474051595
p57,holdout,balanced_mixed,100,6400,3.6421518379728615,0.35585190614147777,42.785406472859904
p58,holdout,balanced_mixed,100,6400,3.8505638799294593,0.5642639480980756,53.225929683074355
p59,holdout,balanced_mixed,100,6400,3.40552956832782,0.11922963649643625,42.49217425705865
p60,holdout,balanced_mixed,100,6400,4.0547921706030685,0.7684922387716848,42.15480731311254
p61,holdout,balanced_mixed,100,6400,4.0909935624132325,0.8046936305818488,41.27707738499157
p62,holdout,balanced_mixed,100,6400,3.4078447050824865,0.1215447732511028,38.78704159613699
p63,holdout,balanced_mixed,100,6400,4.188225327776817,0.9019253959454336,43.086801637895405
p64,holdout,balanced_mixed,100,6400,3.321501635153713,0.035201703322329525,38.406815418973565
p65,holdout,balanced_mixed,100,6400,3.2686549600069794,-0.017644971824404276,38.14797430089675
p66,holdout,balanced_mixed,100,6400,3.7623814641584703,0.4760815323270866,40.69456367008388
p67,holdout,balanced_mixed,100,6400,3.8378285918791515,0.5515286600477678,45.796539444010705
p68,holdout,balanced_mixed,100,6400,3.483038766931504,0.19673883510012047,44.58914779894985
p69,holdout,balanced_mixed,100,6400,3.3183864794443583,0.03208654761297458,37.355943630915135
p70,holdout,balanced_mixed,100,6400,3.7217848626365138,0.43548493080513007,46.22057776618749
p71,holdout,balanced_mixed,100,6400,3.9610456269506495,0.6747456951192659,39.58697932888754
