policy_id,split,policy_kind,sample_count,token_count,avg_nll,target_delta_nll,elapsed_seconds
p00,train,controlled,100,204800,2.459385094686584,0.0,29.145958477864042
p01,train,controlled,100,204800,2.5739108017274965,0.11452570704091247,24.340982873924077
p02,train,controlled,100,204800,3.341473541031017,0.882088446344433,24.70821667998098
p03,train,controlled,100,204800,4.158779651436115,1.6993945567495308,23.67994795087725
p04,train,controlled,100,204800,2.512763904971371,0.05337881028478675,25.36414354084991
p05,train,controlled,100,204800,2.4469205389348447,-0.012464555751739326,27.177414352074265
p06,train,controlled,100,204800,2.5104515381041397,0.05106644341755562,27.17343060299754
p07,train,controlled,100,204800,2.7805718525978063,0.3211867579112222,27.842815031064674
p08,train,controlled,100,204800,2.4410762808467443,-0.018308813839839733,27.941344418097287
p09,train,controlled,100,204800,2.477194374652865,0.01780927996628101,27.14729577791877
p10,train,controlled,100,204800,2.4994941898361542,0.04010909514957017,27.16540013300255
p11,train,controlled,100,204800,2.579382854764707,0.1199977600781228,29.004878917941824
p12,train,controlled,100,204800,2.4704138676233636,0.011028772936779507,26.655723680043593
p13,train,controlled,100,204800,2.461907897683269,0.0025228029966850585,27.72767685400322
p14,train,controlled,100,204800,2.470905745612196,0.011520650925612053,27.146380553022027
p15,train,controlled,100,204800,2.594429242157951,0.13504414747136684,26.569709542905912
p16,train,controlled,100,204800,2.464127207221041,0.00474211253445711,26.899484341032803
p17,train,controlled,100,204800,2.461507730491901,0.002122635805316797,27.064172432059422
p18,train,controlled,100,204800,2.464068526649638,0.0046834319630537635,27.22173930797726
p19,train,controlled,100,204800,2.640149880311522,0.18076478562493792,26.308995531871915
p20,train,controlled,100,204800,2.465217263693365,0.005832169006780852,27.21097694011405
p21,train,controlled,100,204800,2.4620548583837576,0.002669763697173533,26.59768429910764
p22,train,controlled,100,204800,2.8037840843402773,0.3443989896536932,26.735837905900553
p23,train,controlled,100,204800,3.1693968746433527,0.7100117799567687,26.294435624964535
