benchmark_level,shape_index,m,n,k,gpu,warmup,iters,bias,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
module_forward,0,16,12288,4096,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,0.041148,39.141792,
module_forward,0,16,12288,4096,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.146066,11.026591,
module_forward,0,16,12288,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.055856,28.835254,
module_forward,0,16,12288,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,0,16,12288,4096,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.026128,61.643925,
module_forward,1,16,4096,4096,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,0.033249,16.146999,
module_forward,1,16,4096,4096,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.133329,4.026654,
module_forward,1,16,4096,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.055950,9.595479,
module_forward,1,16,4096,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,1,16,4096,4096,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.022246,24.133629,
module_forward,2,16,22016,4096,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,0.136519,21.137622,
module_forward,2,16,22016,4096,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.168281,17.147996,
module_forward,2,16,22016,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.056509,51.065471,
module_forward,2,16,22016,4096,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,2,16,22016,4096,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.030909,93.361151,
module_forward,3,16,4096,11008,0,20,100,False,2.9.0+cu128,12.8,dense_bf16,pass,0.065044,22.182368,
module_forward,3,16,4096,11008,0,20,100,False,2.9.0+cu128,12.8,dense_nvfp4,pass,0.162358,8.886798,
module_forward,3,16,4096,11008,0,20,100,False,2.9.0+cu128,12.8,sparse_bf16,pass,0.108228,13.331471,
module_forward,3,16,4096,11008,0,20,100,False,2.9.0+cu128,12.8,sparse_nvfp4,skip,,,M%32!=0
module_forward,3,16,4096,11008,0,20,100,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,0.028003,51.524721,
