method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
dense_bf16,none,baseline,,,0,0,2.426791844405527,0.0,11.32249941074649,508,1232.8102569580078,2.426791844405527
dense_nvfp4,layer:0,layer,0,,2,2,2.4266917010930578,-0.00010014331246921415,11.32136559492305,508,1232.7593841552734,2.426791844405527
dense_nvfp4,type:q_proj,type,,q_proj,1,1,2.426005686361959,-0.0007861580435681859,11.313601634748789,508,1232.410888671875,2.426791844405527
