method,scenario,batch,input_seq,output_seq,policy_name,model_path,status,iters,median_ms,mean_ms,min_ms,max_ms,error
max_speed_hetero,b8_in2048_out1,8,2048,1,maxspeed_004_f2600ffcfc,artifacts/exports/vllm/llama2_7b_018/promising_policy_retest/max_speed/checkpoints/maxspeed_004_f2600ffcfc,OK,5,507.4499547481537,507.06547424197197,505.5811107158661,508.1865210086107,
