batch_size,point_index,quality_budget,quality_cost,latency_ms,dense_latency_ms,speedup_vs_dense_linear,policy_json,selection_reason,label,count_dense_default,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4,key,actual_batch_size,forward_mean_ms,forward_p50_ms,forward_p90_ms,forward_min_ms,forward_max_ms,images_per_sec,runtime_dtype,effective_dense_runtime,replaced_linear_count,skipped_linear_count,backend_counts,runtime_skipped,warmup,iters
16,9,,,,,,artifacts/debug/030_mirror_global_pareto/speedaware_frontier/policies/policy_009_uniform_sparse_bf16.json,speedaware_frontier,uniform_sparse_bf16,0,0,0,224,0,batch_16_point_009,16,45.174701,44.695265,45.640066,44.296448,53.510880,354.180541,bfloat16,bf16_for_unreplaced_layers,224,0,{'sparse_bf16': 224},[],20,50
