point_index,quality_budget,quality_cost,latency_ms,total_prefill_ms,total_decode_ms,total_conversion_ms,selected_method
0,18.06786415453512,18.06786415453512,2895.69251072227,657.4411037290528,2113.841668773901,124.40973821931618,dense_nvfp4_prefill_marlin_decode
