timestamp,model,model_variant,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,top1,top5,elapsed_sec,images_per_sec,model_path,dataset_root,csv,zip,cutlass_nvfp4_module_count,torch_version,cuda_version,checkpoint_format,runtime_checkpoint_path,source_checkpoint_path,packed_checkpoint_file_size_bytes,runtime_checkpoint_loader_mode,storage_checkpoint_path,storage_checkpoint_format,storage_checkpoint_file_size_bytes,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,replaced_linear_count,skipped_linear_count
2026-05-16T20:27:18,timm/maxvit_large_tf_512.in21k_ft_in1k,large,nvfp4_cutlass,imagenet_accuracy,bfloat16,NVIDIA GeForce RTX 5090,50000,16,8,0.880220,0.985140,873.842,57.219,/data/home/scxj523/run/wja/data/models/timm/maxvit_large_tf_512.in21k_ft_in1k,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,192,2.9.0+cu128,12.8,cutlass_runtime_packed_v1,artifacts/checkpoints/maxvit_large/cutlass_nvfp4_runtime/model.pt,,211870596,maxvit_runtime_assign,,,,cutlass_nvfp4_sm120,16,cutlass_sm120,cutlass_sm120,cutlass_sm120,192,48
