method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,runtime_path,activation_quantization,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
dense_nvfp4,layer_type:9:q_proj,layer_type,9,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.95791931488276,3.086004238550544e-05,7.084570957719882,65408,128063.58654785156,1.9578884548403745
dense_nvfp4,layer_type:9:k_proj,layer_type,9,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958145371155263,0.0002569163148884446,7.08617265045239,65408,128078.37243652344,1.9578884548403745
dense_nvfp4,layer_type:9:v_proj,layer_type,9,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581977616550872,0.0003093068147126399,7.086543908304495,65408,128081.79919433594,1.9578884548403745
dense_nvfp4,layer_type:9:o_proj,layer_type,9,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579025793915392,1.4124551164673704e-05,7.084452394936922,65408,128062.4919128418,1.9578884548403745
dense_nvfp4,layer_type:9:gate_proj,layer_type,9,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958573002637949,0.0006845477975745418,7.089203568981377,65408,128106.34295654297,1.9578884548403745
dense_nvfp4,layer_type:9:up_proj,layer_type,9,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581309372664897,0.0002424824261151315,7.086070370162679,65408,128077.42834472656,1.9578884548403745
dense_nvfp4,layer_type:9:down_proj,layer_type,9,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9585863988693446,0.0006979440289700545,7.089298538228911,65408,128107.2191772461,1.9578884548403745
dense_nvfp4,layer_type:10:q_proj,layer_type,10,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581852155188992,0.0002967606785246879,7.086455000117248,65408,128080.97857666016,1.9578884548403745
dense_nvfp4,layer_type:10:k_proj,layer_type,10,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9577954137395273,-9.304110084729089e-05,7.083693225656033,65408,128055.482421875,1.9578884548403745
dense_nvfp4,layer_type:10:v_proj,layer_type,10,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9577526346344771,-0.00013582020589741894,7.08339019808106,65408,128052.68432617188,1.9578884548403745
dense_nvfp4,layer_type:10:o_proj,layer_type,10,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580284350072334,0.00013998016685889958,7.08534406916487,65408,128070.72387695312,1.9578884548403745
dense_nvfp4,layer_type:10:gate_proj,layer_type,10,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9576022876918666,-0.000286167148507932,7.082325312074644,65408,128042.85043334961,1.9578884548403745
