method,total_right,total_wrong,global_accuracy,replaced_linear_count,skipped_linear_count,replacement_backend,activation_quant,calibration_used
dense_nvfp4,4935,65,0.987000,224,0,cutlass_nvfp4_sm120,dynamic_tensor_global_scale_online,False
