benchmark_level,shape_index,m,n,k,gpu,warmup,iters,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
nvfp4_conversion,0,1,12288,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.025514,,
nvfp4_conversion,0,1,12288,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.496591,,
nvfp4_conversion,1,1,4096,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.023750,,
nvfp4_conversion,1,1,4096,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.381107,,
nvfp4_conversion,2,1,22016,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.025973,,
nvfp4_conversion,2,1,22016,4096,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.682268,,
nvfp4_conversion,3,1,4096,11008,0,10,40,2.9.0+cu128,12.8,canonical_to_cutlass,pass,0.024844,,
nvfp4_conversion,3,1,4096,11008,0,10,40,2.9.0+cu128,12.8,canonical_to_marlin,pass,0.456122,,
