policy_id,scenario,sample_count,dense_prefill_nll,dense_decode_nll,prefill_nll,decode_nll,delta_prefill_nll,delta_decode_nll,target_delta_nll,prefill_tokens,decode_tokens
p00,prefill_decode,300,2.350129025619931,2.0532674334528673,2.350129025619931,2.0532674334528673,0.0,0.0,0.0,127116,15346
p01,prefill_decode,300,2.350129025619931,2.0532674334528673,2.374472358430166,2.073198697316232,0.02434333281023493,0.019931263863364634,1.6188444418794057,127116,15346
p02,prefill_decode,300,2.350129025619931,2.0532674334528673,2.6565927129593216,2.08443569027739,0.30646368733939067,0.031168256824522622,2.7999242333012004,127116,15346
p03,prefill_decode,300,2.350129025619931,2.0532674334528673,3.446670557434606,2.073198697316232,1.0965415318146752,0.019931263863364634,2.691042640883846,127116,15346
p04,prefill_decode,300,2.350129025619931,2.0532674334528673,2.374472358430166,2.073198697316232,0.02434333281023493,0.019931263863364634,1.6188444418794057,127116,15346
p05,prefill_decode,300,2.350129025619931,2.0532674334528673,2.461904123568498,2.0984868083552652,0.11177509794856721,0.04521937490239791,3.7293250901404003,127116,15346
p06,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4679774858115877,2.1528587463112427,0.11784846019165673,0.09959131285837541,8.085153488861689,127116,15346
p07,prefill_decode,300,2.350129025619931,2.0532674334528673,2.5074179895521578,2.0299390924345104,0.1572889639322268,-0.023328341018356902,-1.7089783175363253,127116,15346
p08,prefill_decode,300,2.350129025619931,2.0532674334528673,2.414205782041139,2.1038852067965035,0.06407675642120791,0.05061777334363615,4.1134986239121005,127116,15346
p09,prefill_decode,300,2.350129025619931,2.0532674334528673,2.446045039752615,2.084995709139226,0.0959160141326838,0.03172827568635883,2.6341780690413903,127116,15346
p10,prefill_decode,300,2.350129025619931,2.0532674334528673,2.425971160680285,2.0857809250223953,0.0758421350603542,0.032513491569527986,2.676921460622593,127116,15346
p11,prefill_decode,300,2.350129025619931,2.0532674334528673,2.443067358537874,2.0953572978100876,0.09293833291794318,0.042089864357220286,3.460127481495566,127116,15346
p12,prefill_decode,300,2.350129025619931,2.0532674334528673,2.415673776796621,2.0438718767189754,0.06554475117669023,-0.009395556733891919,-0.6860997875346633,127116,15346
p13,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4126525192767305,2.1013127361393558,0.06252349365679954,0.048045302686488434,3.9061477085758742,127116,15346
p14,prefill_decode,300,2.350129025619931,2.0532674334528673,2.469872485863982,2.0865379026127844,0.11974346024405103,0.03327046915991705,2.781380993037415,127116,15346
p15,prefill_decode,300,2.350129025619931,2.0532674334528673,2.474951011215734,2.0960360816260537,0.12482198559580304,0.042768648173186374,3.546313839450713,127116,15346
p16,prefill_decode,300,2.350129025619931,2.0532674334528673,2.404529629991857,2.1481485084683833,0.054400604371926065,0.09488107501551601,7.644886605613207,127116,15346
p17,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4271485635882346,2.00692585265638,0.07701953796830363,-0.046341580796487314,-3.6303069257506815,127116,15346
p18,prefill_decode,300,2.350129025619931,2.0532674334528673,2.411035024736034,2.07122504625702,0.06090599911610317,0.017957612804152756,1.4975150234483237,127116,15346
p19,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4334836806369897,2.100653682058954,0.08335465501705874,0.047386248606086756,3.8742545435039992,127116,15346
p20,prefill_decode,300,2.350129025619931,2.0532674334528673,2.423258705538888,2.033426845584841,0.07312967991895691,-0.019840587868026116,-1.5141173495231324,127116,15346
p21,prefill_decode,300,2.350129025619931,2.0532674334528673,2.449736728966508,2.0936656040488453,0.0996077033465772,0.040398170595977945,3.331461351024813,127116,15346
p22,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4833752665061617,2.00902308023195,0.13324624088623072,-0.044244353220917354,-3.4063020167871576,127116,15346
p23,prefill_decode,300,2.350129025619931,2.0532674334528673,2.431040681718771,2.0586444190283975,0.0809116560988401,0.005376985575530124,0.51107050214125,127116,15346
p24,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4216757306533747,2.0386298594878114,0.07154670503344374,-0.014637573965055939,-1.0994592121710314,127116,15346
p25,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4235001760318515,2.1846221586754653,0.07337115041192055,0.13135472522259795,10.581749168219757,127116,15346
p26,prefill_decode,300,2.350129025619931,2.0532674334528673,2.433138162862655,2.120427280303227,0.08300913724272396,0.0671598468503598,5.455796885271509,127116,15346
p27,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4894683414395486,2.033300455959185,0.13933931581961767,-0.019966977493682148,-1.4580188836749541,127116,15346
p28,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4606354622600954,2.124621710658586,0.11050643664016446,0.07135427720571874,5.818848613097664,127116,15346
p29,prefill_decode,300,2.350129025619931,2.0532674334528673,2.4173686886010795,2.0616598919754496,0.06723966298114847,0.008392458522582302,0.7386363447877327,127116,15346
