timestamp,model,model_variant,method,task,speed_scope,dtype_arg,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,calib_samples
2026-05-11T10:23:51,timm/maxvit_base_tf_224.in1k,base,dense,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,256.883838,256.841507,257.889090,255.709030,258.190796,498.280,/data/home/scxj523/run/wja/data/models/timm/maxvit_base_tf_224.in1k,2.9.0+cu128,12.8,,dense,,,
