name,n,k,count,selected_prefill_backend,selected_decode_backend,selected_total_ms,selected_prefill_ms,selected_decode_ms,selected_conversion_ms,strategy_candidates,prefill_candidates,decode_candidates,conversion_candidates,reason,selected_method
model.language_model.layers.0.self_attn.q_proj,4096,4096,1,sparse_bf16,sparse_bf16,1.257995,1.257995,0.0,0.0,"[{'prefill_backend': 'sparse_bf16', 'decode_backend': 'sparse_bf16', 'prefill_latency_ms': 1.257995, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.257995}, {'prefill_backend': 'sparse_nvfp4', 'decode_backend': 'sparse_nvfp4', 'prefill_latency_ms': 1.8060494999999999, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.8060494999999999}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0354415, 'total_latency_ms': 2.0052765}, {'prefill_backend': 'dense_bf16', 'decode_backend': 'dense_bf16', 'prefill_latency_ms': 2.441358, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 2.441358}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.455398}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.4501215, 'total_latency_ms': 2.8484635}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.883905}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 2.441358, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 1.969835, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 1.257995, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': True, 'latency_ms': 1.8060494999999999, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 2.398342, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 0.033363, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 0.131845, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 0.064768, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': False, 'latency_ms': None, 'reason': 'M%32!=0', 'source': '', 'prediction_status': 'unsupported'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 0.036086, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'conversion': 'canonical_to_cutlass', 'supported': True, 'reason': '', 'latency_ms': 0.0354415, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}, {'conversion': 'canonical_to_marlin', 'supported': True, 'reason': '', 'latency_ms': 0.4501215, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}]",,sparse_bf16
model.language_model.layers.0.self_attn.k_proj,4096,4096,1,sparse_bf16,sparse_bf16,1.257995,1.257995,0.0,0.0,"[{'prefill_backend': 'sparse_bf16', 'decode_backend': 'sparse_bf16', 'prefill_latency_ms': 1.257995, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.257995}, {'prefill_backend': 'sparse_nvfp4', 'decode_backend': 'sparse_nvfp4', 'prefill_latency_ms': 1.8060494999999999, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.8060494999999999}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0354415, 'total_latency_ms': 2.0052765}, {'prefill_backend': 'dense_bf16', 'decode_backend': 'dense_bf16', 'prefill_latency_ms': 2.441358, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 2.441358}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.455398}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.4501215, 'total_latency_ms': 2.8484635}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.883905}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 2.441358, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 1.969835, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 1.257995, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': True, 'latency_ms': 1.8060494999999999, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 2.398342, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 0.033363, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 0.131845, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 0.064768, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': False, 'latency_ms': None, 'reason': 'M%32!=0', 'source': '', 'prediction_status': 'unsupported'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 0.036086, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'conversion': 'canonical_to_cutlass', 'supported': True, 'reason': '', 'latency_ms': 0.0354415, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}, {'conversion': 'canonical_to_marlin', 'supported': True, 'reason': '', 'latency_ms': 0.4501215, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}]",,sparse_bf16
model.language_model.layers.0.self_attn.v_proj,4096,4096,1,sparse_bf16,sparse_bf16,1.257995,1.257995,0.0,0.0,"[{'prefill_backend': 'sparse_bf16', 'decode_backend': 'sparse_bf16', 'prefill_latency_ms': 1.257995, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.257995}, {'prefill_backend': 'sparse_nvfp4', 'decode_backend': 'sparse_nvfp4', 'prefill_latency_ms': 1.8060494999999999, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.8060494999999999}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0354415, 'total_latency_ms': 2.0052765}, {'prefill_backend': 'dense_bf16', 'decode_backend': 'dense_bf16', 'prefill_latency_ms': 2.441358, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 2.441358}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.455398}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.4501215, 'total_latency_ms': 2.8484635}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.883905}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 2.441358, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 1.969835, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 1.257995, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': True, 'latency_ms': 1.8060494999999999, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 2.398342, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 0.033363, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 0.131845, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 0.064768, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': False, 'latency_ms': None, 'reason': 'M%32!=0', 'source': '', 'prediction_status': 'unsupported'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 0.036086, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'conversion': 'canonical_to_cutlass', 'supported': True, 'reason': '', 'latency_ms': 0.0354415, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}, {'conversion': 'canonical_to_marlin', 'supported': True, 'reason': '', 'latency_ms': 0.4501215, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}]",,sparse_bf16
model.language_model.layers.0.self_attn.o_proj,4096,4096,1,sparse_bf16,sparse_bf16,1.257995,1.257995,0.0,0.0,"[{'prefill_backend': 'sparse_bf16', 'decode_backend': 'sparse_bf16', 'prefill_latency_ms': 1.257995, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.257995}, {'prefill_backend': 'sparse_nvfp4', 'decode_backend': 'sparse_nvfp4', 'prefill_latency_ms': 1.8060494999999999, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 1.8060494999999999}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0354415, 'total_latency_ms': 2.0052765}, {'prefill_backend': 'dense_bf16', 'decode_backend': 'dense_bf16', 'prefill_latency_ms': 2.441358, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 2.441358}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 1.969835, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.455398}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.4501215, 'total_latency_ms': 2.8484635}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 2.398342, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.485563, 'total_latency_ms': 2.883905}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 2.441358, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 1.969835, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 1.257995, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': True, 'latency_ms': 1.8060494999999999, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 2.398342, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 0.033363, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 0.131845, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 0.064768, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': False, 'latency_ms': None, 'reason': 'M%32!=0', 'source': '', 'prediction_status': 'unsupported'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 0.036086, 'reason': '', 'source': 'measured', 'prediction_status': 'pass'}]","[{'conversion': 'canonical_to_cutlass', 'supported': True, 'reason': '', 'latency_ms': 0.0354415, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}, {'conversion': 'canonical_to_marlin', 'supported': True, 'reason': '', 'latency_ms': 0.4501215, 'source': 'measured', 'prediction_status': 'pass', 'prediction_error': ''}]",,sparse_bf16
model.language_model.layers.0.mlp.gate_proj,11008,4096,1,sparse_nvfp4,sparse_nvfp4,2.5708457841501398,2.5708457841501398,0.0,0.0,"[{'prefill_backend': 'sparse_nvfp4', 'decode_backend': 'sparse_nvfp4', 'prefill_latency_ms': 2.5708457841501398, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 2.5708457841501398}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 3.0619853161530486, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.03610879606917726, 'total_latency_ms': 3.098094112222226}, {'prefill_backend': 'sparse_bf16', 'decode_backend': 'sparse_bf16', 'prefill_latency_ms': 3.3904291110950173, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 3.3904291110950173}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 3.0619853161530486, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5993456483827351, 'total_latency_ms': 3.6613309645357837}, {'prefill_backend': 'dense_bf16', 'decode_backend': 'dense_bf16', 'prefill_latency_ms': 6.993269319161178, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 6.993269319161178}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 6.6090317517917665, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5632368523135578, 'total_latency_ms': 7.172268604105325}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 6.6090317517917665, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5993456483827351, 'total_latency_ms': 7.208377400174502}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 6.993269319161178, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 3.0619853161530486, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 3.3904291110950173, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': True, 'latency_ms': 2.5708457841501398, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 6.6090317517917665, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 0.08104934910283923, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 0.1451841791402945, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 0.06210295860489535, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': False, 'latency_ms': None, 'reason': 'M%32!=0', 'source': '', 'prediction_status': 'unsupported'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 0.038434576884220695, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}]","[{'conversion': 'canonical_to_cutlass', 'supported': True, 'reason': '', 'latency_ms': 0.03610879606917726, 'source': 'predicted', 'prediction_status': 'pass', 'prediction_error': ''}, {'conversion': 'canonical_to_marlin', 'supported': True, 'reason': '', 'latency_ms': 0.5632368523135578, 'source': 'predicted', 'prediction_status': 'pass', 'prediction_error': ''}]",,sparse_nvfp4
model.language_model.layers.0.mlp.up_proj,11008,4096,1,sparse_nvfp4,sparse_nvfp4,2.5708457841501398,2.5708457841501398,0.0,0.0,"[{'prefill_backend': 'sparse_nvfp4', 'decode_backend': 'sparse_nvfp4', 'prefill_latency_ms': 2.5708457841501398, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 2.5708457841501398}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 3.0619853161530486, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.03610879606917726, 'total_latency_ms': 3.098094112222226}, {'prefill_backend': 'sparse_bf16', 'decode_backend': 'sparse_bf16', 'prefill_latency_ms': 3.3904291110950173, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 3.3904291110950173}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 3.0619853161530486, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5993456483827351, 'total_latency_ms': 3.6613309645357837}, {'prefill_backend': 'dense_bf16', 'decode_backend': 'dense_bf16', 'prefill_latency_ms': 6.993269319161178, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 6.993269319161178}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 6.6090317517917665, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5632368523135578, 'total_latency_ms': 7.172268604105325}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 6.6090317517917665, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5993456483827351, 'total_latency_ms': 7.208377400174502}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 6.993269319161178, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 3.0619853161530486, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 3.3904291110950173, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': True, 'latency_ms': 2.5708457841501398, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 6.6090317517917665, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 0.08104934910283923, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 0.1451841791402945, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 0.06210295860489535, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': False, 'latency_ms': None, 'reason': 'M%32!=0', 'source': '', 'prediction_status': 'unsupported'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 0.038434576884220695, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}]","[{'conversion': 'canonical_to_cutlass', 'supported': True, 'reason': '', 'latency_ms': 0.03610879606917726, 'source': 'predicted', 'prediction_status': 'pass', 'prediction_error': ''}, {'conversion': 'canonical_to_marlin', 'supported': True, 'reason': '', 'latency_ms': 0.5632368523135578, 'source': 'predicted', 'prediction_status': 'pass', 'prediction_error': ''}]",,sparse_nvfp4
model.language_model.layers.0.mlp.down_proj,4096,11008,1,sparse_bf16,sparse_bf16,3.4039856523906575,3.4039856523906575,0.0,0.0,"[{'prefill_backend': 'sparse_bf16', 'decode_backend': 'sparse_bf16', 'prefill_latency_ms': 3.4039856523906575, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 3.4039856523906575}, {'prefill_backend': 'sparse_nvfp4', 'decode_backend': 'sparse_nvfp4', 'prefill_latency_ms': 4.5866232192169125, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 4.5866232192169125}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 4.934856405513043, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.03614600731491637, 'total_latency_ms': 4.971002412827959}, {'prefill_backend': 'dense_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 4.934856405513043, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5994481990609121, 'total_latency_ms': 5.534304604573955}, {'prefill_backend': 'dense_bf16', 'decode_backend': 'dense_bf16', 'prefill_latency_ms': 7.019237382643977, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.0, 'total_latency_ms': 7.019237382643977}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'marlin_nvfp4', 'prefill_latency_ms': 6.52668759349888, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5633021917459957, 'total_latency_ms': 7.089989785244876}, {'prefill_backend': 'marlin_nvfp4', 'decode_backend': 'dense_nvfp4', 'prefill_latency_ms': 6.52668759349888, 'decode_latency_ms': 0.0, 'conversion_latency_ms': 0.5994481990609121, 'total_latency_ms': 7.126135792559793}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 7.019237382643977, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 4.934856405513043, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 3.4039856523906575, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': True, 'latency_ms': 4.5866232192169125, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 6.52668759349888, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}]","[{'kernel': 'dense_bf16', 'supported': True, 'latency_ms': 0.08284764699232586, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'dense_nvfp4', 'supported': True, 'latency_ms': 0.16088478783784804, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_bf16', 'supported': True, 'latency_ms': 0.1486742440107049, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}, {'kernel': 'sparse_nvfp4', 'supported': False, 'latency_ms': None, 'reason': 'M%32!=0', 'source': '', 'prediction_status': 'unsupported'}, {'kernel': 'marlin_nvfp4', 'supported': True, 'latency_ms': 0.040455829428845604, 'reason': '', 'source': 'predicted', 'prediction_status': 'pass'}]","[{'conversion': 'canonical_to_cutlass', 'supported': True, 'reason': '', 'latency_ms': 0.03614600731491637, 'source': 'predicted', 'prediction_status': 'pass', 'prediction_error': ''}, {'conversion': 'canonical_to_marlin', 'supported': True, 'reason': '', 'latency_ms': 0.5633021917459957, 'source': 'predicted', 'prediction_status': 'pass', 'prediction_error': ''}]",,sparse_bf16
