conversion,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples
canonical_to_cutlass,4096,4096,0.024724,0.024724,0.0,0.024724,0.024724,1
canonical_to_cutlass,4096,14336,0.025398,0.025398,0.0,0.025398,0.025398,1
canonical_to_cutlass,6144,4096,0.025587,0.025587,0.0,0.025587,0.025587,1
canonical_to_cutlass,28672,4096,0.029934,0.029934,0.0,0.029934,0.029934,1
canonical_to_marlin,4096,4096,0.384069,0.384069,0.0,0.384069,0.384069,1
canonical_to_marlin,4096,14336,0.504667,0.504667,0.0,0.504667,0.504667,1
canonical_to_marlin,6144,4096,0.397266,0.397266,0.0,0.397266,0.397266,1
canonical_to_marlin,28672,4096,0.854194,0.854194,0.0,0.854194,0.854194,1
