policy_id,sample_kind,method,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,worker_index,gpu
c004_balanced_001,balanced,sparse_bf16,4,4,1.9593509657275654,0.0014625108871908488,7.094720853536423,65408,128157.2279663086,1.9578884548403745,1,1
c004_balanced_003,balanced,sparse_bf16,4,4,1.964145801771877,0.006257346931502372,7.128820562736053,65408,128470.84860229492,1.9578884548403745,1,1
c004_balanced_007,balanced,sparse_bf16,4,4,1.9614514530054976,0.0035629981651230658,7.109638886514076,65408,128294.6166381836,1.9578884548403745,1,1
c004_balanced_011,balanced,sparse_bf16,4,4,1.9606589991052557,0.002770544264881103,7.104007057226412,65408,128242.78381347656,1.9578884548403745,1,1
c008_uniform_000,uniform,sparse_bf16,8,8,1.9687346259675147,0.010846171127140147,7.161608638843484,65408,128770.9944152832,1.9578884548403745,1,1
c008_uniform_004,uniform,sparse_bf16,8,8,1.9611491265828829,0.0032606717425083254,7.1074897797056895,65408,128274.8420715332,1.9578884548403745,1,1
c008_uniform_008,uniform,sparse_bf16,8,8,1.9663106625327391,0.00842220769236457,7.14427018374882,65408,128612.4478149414,1.9578884548403745,1,1
c008_uniform_012,uniform,sparse_bf16,8,8,1.9698544239111375,0.011965969070762972,7.169632685287168,65408,128844.23815917969,1.9578884548403745,1,1
c016_balanced_001,balanced,sparse_bf16,16,16,1.9706313988000679,0.012742943959693331,7.1752054745247875,65408,128895.05853271484,1.9578884548403745,1,1
c016_balanced_005,balanced,sparse_bf16,16,16,1.9729589571458253,0.015070502305450706,7.191925634935501,65408,129047.29946899414,1.9578884548403745,1,1
c016_balanced_009,balanced,sparse_bf16,16,16,1.9757218015637183,0.0178333467233438,7.211823280922885,65408,129228.01159667969,1.9578884548403745,1,1
c016_balanced_013,balanced,sparse_bf16,16,16,1.9732967542808817,0.015408299440507145,7.1943554571809125,65408,129069.3941040039,1.9578884548403745,1,1
c032_uniform_002,uniform,sparse_bf16,32,32,1.982999990131057,0.025111535290682552,7.264503767383758,65408,129704.06335449219,1.9578884548403745,1,1
c032_uniform_006,uniform,sparse_bf16,32,32,1.9953966686636968,0.037508213823322256,7.355119994937559,65408,130514.90530395508,1.9578884548403745,1,1
c032_uniform_010,uniform,sparse_bf16,32,32,1.9838470092258342,0.025958554385459687,7.270659547452409,65408,129759.46517944336,1.9578884548403745,1,1
c032_uniform_014,uniform,sparse_bf16,32,32,1.982219960124992,0.02433150528461736,7.258839445923579,65408,129653.04315185547,1.9578884548403745,1,1
c064_balanced_003,balanced,sparse_bf16,64,64,2.023024331333586,0.06513587649321129,7.561157835688487,65408,132321.9754638672,1.9578884548403745,1,1
c064_balanced_007,balanced,sparse_bf16,64,64,2.0249418745768746,0.06705341973650003,7.575670592780487,65408,132447.39813232422,1.9578884548403745,1,1
c064_balanced_011,balanced,sparse_bf16,64,64,2.0142556085978467,0.056367153757472144,7.495145981861069,65408,131748.43084716797,1.9578884548403745,1,1
c112_uniform_000,uniform,sparse_bf16,112,112,2.088216841337499,0.1303283864971243,8.070511323777351,65408,136586.08715820312,1.9578884548403745,1,1
c112_uniform_004,uniform,sparse_bf16,112,112,2.0838200276145264,0.1259315727741519,8.035104684077213,65408,136298.50036621094,1.9578884548403745,1,1
c112_uniform_008,uniform,sparse_bf16,112,112,2.093053450089845,0.13516499524947023,8.109639777716305,65408,136902.44006347656,1.9578884548403745,1,1
c112_uniform_012,uniform,sparse_bf16,112,112,2.0890490285571075,0.13116057371673295,8.07723029549014,65408,136640.51885986328,1.9578884548403745,1,1
c168_balanced_001,balanced,sparse_bf16,168,168,2.1769994271011504,0.2191109722607758,8.819802055688445,65408,142393.17852783203,1.9578884548403745,1,1
c168_balanced_005,balanced,sparse_bf16,168,168,2.1767056263589577,0.21881717151858315,8.817211171918915,65408,142373.96160888672,1.9578884548403745,1,1
c168_balanced_009,balanced,sparse_bf16,168,168,2.170402295435478,0.21251384059510348,8.76180816725552,65408,141961.67333984375,1.9578884548403745,1,1
c168_balanced_013,balanced,sparse_bf16,168,168,2.177966255964365,0.22007780112399034,8.828333418403018,65408,142456.4168701172,1.9578884548403745,1,1
c224_uniform_002,uniform,sparse_bf16,224,224,2.3204822614934812,0.3625938066531067,10.180582825461173,65408,151778.10375976562,1.9578884548403745,1,1
c224_uniform_006,uniform,sparse_bf16,224,224,2.3204822614934812,0.3625938066531067,10.180582825461173,65408,151778.10375976562,1.9578884548403745,1,1
c224_uniform_010,uniform,sparse_bf16,224,224,2.3204822614934812,0.3625938066531067,10.180582825461173,65408,151778.10375976562,1.9578884548403745,1,1
c224_uniform_014,uniform,sparse_bf16,224,224,2.3204822614934812,0.3625938066531067,10.180582825461173,65408,151778.10375976562,1.9578884548403745,1,1
