policy_id,sample_kind,method,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,worker_index,gpu
sparse_bf16_strat_c016_b00_02,stratified_raw_bin_diverse,sparse_bf16,16,16,1.959390413504524,0.001501958664149372,7.095000730022452,65408,128159.8081665039,1.9578884548403745,2,2
sparse_bf16_strat_c016_b01_01,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9715354358613375,0.013646981020962956,7.181695059166511,65408,128954.18978881836,1.9578884548403745,2,2
sparse_bf16_strat_c016_b02_00,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9731352819155341,0.015246827075159564,7.193193861373426,65408,129058.83251953125,1.9578884548403745,2,2
sparse_bf16_strat_c016_b02_04,stratified_raw_bin_diverse,sparse_bf16,16,16,1.968067474794481,0.010179019954106527,7.1568323566675565,65408,128727.35739135742,1.9578884548403745,2,2
sparse_bf16_strat_c016_b03_03,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9822070631262374,0.024318608285862853,7.258745829283974,65408,129652.19958496094,1.9578884548403745,2,2
sparse_bf16_strat_c032_b00_02,stratified_raw_bin_diverse,sparse_bf16,32,32,1.9852041633628352,0.02731570852246068,7.280533651961285,65408,129848.23391723633,1.9578884548403745,2,2
sparse_bf16_strat_c032_b01_01,stratified_raw_bin_diverse,sparse_bf16,32,32,1.972413829161463,0.014525374321088469,7.188006183408861,65408,129011.64373779297,1.9578884548403745,2,2
sparse_bf16_strat_c032_b02_00,stratified_raw_bin_diverse,sparse_bf16,32,32,1.994542492345821,0.03665403750544649,7.348840108069896,65408,130459.03533935547,1.9578884548403745,2,2
sparse_bf16_strat_c032_b02_04,stratified_raw_bin_diverse,sparse_bf16,32,32,1.989070885335396,0.03118243049502145,7.308739949216018,65408,130101.14846801758,1.9578884548403745,2,2
sparse_bf16_strat_c032_b03_03,stratified_raw_bin_diverse,sparse_bf16,32,32,1.9788838067400012,0.020995351899626646,7.234663194399943,65408,129434.83203125,1.9578884548403745,2,2
sparse_bf16_strat_c064_b00_02,stratified_raw_bin_diverse,sparse_bf16,64,64,1.9955156861919245,0.037627231351549995,7.3559954352345125,65408,130522.6900024414,1.9578884548403745,2,2
sparse_bf16_strat_c064_b01_01,stratified_raw_bin_diverse,sparse_bf16,64,64,2.0205208336070557,0.06263237876668115,7.542252169257642,65408,132158.2266845703,1.9578884548403745,2,2
sparse_bf16_strat_c064_b02_00,stratified_raw_bin_diverse,sparse_bf16,64,64,2.014195863981303,0.056307409140928355,7.4946982006148355,65408,131744.52307128906,1.9578884548403745,2,2
sparse_bf16_strat_c064_b02_04,stratified_raw_bin_diverse,sparse_bf16,64,64,2.0138443398149044,0.05595588497452986,7.492064096080281,65408,131721.53057861328,1.9578884548403745,2,2
sparse_bf16_strat_c064_b03_03,stratified_raw_bin_diverse,sparse_bf16,64,64,2.0407055884658005,0.08281713362542598,7.696037518879487,65408,133478.4711303711,1.9578884548403745,2,2
sparse_bf16_strat_c112_b00_02,stratified_raw_bin_diverse,sparse_bf16,112,112,2.079207618175887,0.12131916333551263,7.998128830832167,65408,135996.81188964844,1.9578884548403745,2,2
sparse_bf16_strat_c112_b01_01,stratified_raw_bin_diverse,sparse_bf16,112,112,2.0964913442876707,0.13860288944729615,8.137567840610185,65408,137127.30584716797,1.9578884548403745,2,2
sparse_bf16_strat_c112_b02_00,stratified_raw_bin_diverse,sparse_bf16,112,112,2.074467234415551,0.11657877957517626,7.960304352910065,65408,135686.75286865234,1.9578884548403745,2,2
sparse_bf16_strat_c112_b02_04,stratified_raw_bin_diverse,sparse_bf16,112,112,2.07289299059754,0.1150045357571654,7.9477827516057,65408,135583.7847290039,1.9578884548403745,2,2
sparse_bf16_strat_c112_b03_03,stratified_raw_bin_diverse,sparse_bf16,112,112,2.0752152435466966,0.11732678870632207,7.966260960773543,65408,135735.67864990234,1.9578884548403745,2,2
