policy_id,sample_kind,method,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,worker_index,gpu
sparse_bf16_strat_c016_b00_01,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9875903918085267,0.029701936968152154,7.297927412951572,65408,130004.31234741211,1.9578884548403745,1,1
sparse_bf16_strat_c016_b01_00,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9813049334136008,0.023416478573226263,7.252200451828548,65408,129593.1930847168,1.9578884548403745,1,1
sparse_bf16_strat_c016_b01_04,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9841778870897984,0.026289432249423816,7.273065645793468,65408,129781.10723876953,1.9578884548403745,1,1
sparse_bf16_strat_c016_b02_03,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9737155124865866,0.01582705764621206,7.197368783446881,65408,129096.78424072266,1.9578884548403745,1,1
sparse_bf16_strat_c016_b03_02,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9760604464611196,0.01817199162074501,7.214265941651881,65408,129250.1616821289,1.9578884548403745,1,1
sparse_bf16_strat_c032_b00_01,stratified_raw_bin_diverse,sparse_bf16,32,32,1.9822349650985807,0.02434651025820611,7.258948365434915,65408,129654.02459716797,1.9578884548403745,1,1
sparse_bf16_strat_c032_b01_00,stratified_raw_bin_diverse,sparse_bf16,32,32,1.9843795024252218,0.026491047584847216,7.274532155193626,65408,129794.2944946289,1.9578884548403745,1,1
sparse_bf16_strat_c032_b01_04,stratified_raw_bin_diverse,sparse_bf16,32,32,1.9990577534453509,0.04116929860497631,7.382097065356897,65408,130754.36953735352,1.9578884548403745,1,1
sparse_bf16_strat_c032_b02_03,stratified_raw_bin_diverse,sparse_bf16,32,32,2.0060569722125208,0.048168517372146225,7.4339472212960365,65408,131212.17443847656,1.9578884548403745,1,1
sparse_bf16_strat_c032_b03_02,stratified_raw_bin_diverse,sparse_bf16,32,32,1.996185199621839,0.03829674478146439,7.360922021992762,65408,130566.48153686523,1.9578884548403745,1,1
sparse_bf16_strat_c064_b00_01,stratified_raw_bin_diverse,sparse_bf16,64,64,1.9990942230896473,0.0412057682492728,7.382366292720316,65408,130756.75494384766,1.9578884548403745,1,1
sparse_bf16_strat_c064_b01_00,stratified_raw_bin_diverse,sparse_bf16,64,64,2.018333988413652,0.06044553357327742,7.5257764528404625,65408,132015.18951416016,1.9578884548403745,1,1
sparse_bf16_strat_c064_b01_04,stratified_raw_bin_diverse,sparse_bf16,64,64,2.020968437194824,0.06307998235444967,7.54562886404243,65408,132187.50354003906,1.9578884548403745,1,1
sparse_bf16_strat_c064_b02_03,stratified_raw_bin_diverse,sparse_bf16,64,64,2.025941279536357,0.06805282469598262,7.583245540131799,65408,132512.76721191406,1.9578884548403745,1,1
sparse_bf16_strat_c064_b03_02,stratified_raw_bin_diverse,sparse_bf16,64,64,2.0020832054302415,0.04419475058986699,7.404465065168791,65408,130952.25830078125,1.9578884548403745,1,1
sparse_bf16_strat_c112_b00_01,stratified_raw_bin_diverse,sparse_bf16,112,112,2.052198095564273,0.09430964072389858,7.784994474818616,65408,134230.17303466797,1.9578884548403745,1,1
sparse_bf16_strat_c112_b01_00,stratified_raw_bin_diverse,sparse_bf16,112,112,2.089268358719559,0.13137990387918452,8.079002070017703,65408,136654.8648071289,1.9578884548403745,1,1
sparse_bf16_strat_c112_b01_04,stratified_raw_bin_diverse,sparse_bf16,112,112,2.0832694374651823,0.1253809826248078,8.030681852284753,65408,136262.48736572266,1.9578884548403745,1,1
sparse_bf16_strat_c112_b02_03,stratified_raw_bin_diverse,sparse_bf16,112,112,2.076324349980065,0.11843589513969044,7.975101293583804,65408,135808.2230834961,1.9578884548403745,1,1
sparse_bf16_strat_c112_b03_02,stratified_raw_bin_diverse,sparse_bf16,112,112,2.0797346538760193,0.12184619903564475,8.002345241262084,65408,136031.28424072266,1.9578884548403745,1,1
