policy_id,sample_kind,method,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,worker_index,gpu
c004_uniform_004,uniform,sparse_bf16,4,4,1.9623366330701077,0.004448178229733202,7.11593498330157,65408,128352.51449584961,1.9578884548403745,2,2
c004_uniform_008,uniform,sparse_bf16,4,4,1.959715414887072,0.0018269600466973568,7.097306989817399,65408,128181.0658569336,1.9578884548403745,2,2
c004_uniform_012,uniform,sparse_bf16,4,4,1.963219520397149,0.005331065556774428,7.1222203263349515,65408,128410.26239013672,1.9578884548403745,2,2
c008_balanced_001,balanced,sparse_bf16,8,8,1.9609317788872467,0.003043324046872131,7.105945151047133,65408,128260.62579345703,1.9578884548403745,2,2
c008_balanced_005,balanced,sparse_bf16,8,8,1.9642720810354573,0.006383626195082703,7.129720841789003,65408,128479.10827636719,1.9578884548403745,2,2
c008_balanced_009,balanced,sparse_bf16,8,8,1.9644172765504124,0.00652882171003788,7.130756120435202,65408,128488.60522460938,1.9578884548403745,2,2
c008_balanced_013,balanced,sparse_bf16,8,8,1.9652773293497046,0.007388874509330012,7.136891585231293,65408,128544.85955810547,1.9578884548403745,2,2
c016_uniform_002,uniform,sparse_bf16,16,16,1.970052398580861,0.01216394374048635,7.171052231462532,65408,128857.18728637695,1.9578884548403745,2,2
c016_uniform_006,uniform,sparse_bf16,16,16,1.975478698596096,0.01759024375572138,7.2100702783700195,65408,129212.11071777344,1.9578884548403745,2,2
c016_uniform_010,uniform,sparse_bf16,16,16,1.9655674031102728,0.007678948269898234,7.138962110500196,65408,128563.83270263672,1.9578884548403745,2,2
c016_uniform_014,uniform,sparse_bf16,16,16,1.9727950833315018,0.014906628491127227,7.190747163212339,65408,129036.58081054688,1.9578884548403745,2,2
c032_balanced_003,balanced,sparse_bf16,32,32,1.9953624460328583,0.037473991192483735,7.354868287688267,65408,130512.66687011719,1.9578884548403745,2,2
c032_balanced_007,balanced,sparse_bf16,32,32,1.9774816171530407,0.019593162312666168,7.224525933845119,65408,129343.1176147461,1.9578884548403745,2,2
c032_balanced_011,balanced,sparse_bf16,32,32,1.9729372559228289,0.015048801082454322,7.191769563047005,65408,129045.88003540039,1.9578884548403745,2,2
c064_uniform_000,uniform,sparse_bf16,64,64,2.009229259248349,0.051340804407974394,7.4575672806870985,65408,131419.66738891602,1.9578884548403745,2,2
c064_uniform_004,uniform,sparse_bf16,64,64,2.023160863529213,0.06527240868883832,7.5621902476464085,65408,132330.90576171875,1.9578884548403745,2,2
c064_uniform_008,uniform,sparse_bf16,64,64,2.0215018677384884,0.06361341289811384,7.549655006687925,65408,132222.39416503906,1.9578884548403745,2,2
c064_uniform_012,uniform,sparse_bf16,64,64,2.034160909820676,0.07627245498030155,7.64583388898662,65408,133050.39678955078,1.9578884548403745,2,2
c112_balanced_001,balanced,sparse_bf16,112,112,2.1006799929295967,0.14279153808922218,8.171724738777314,65408,137401.27697753906,1.9578884548403745,2,2
c112_balanced_005,balanced,sparse_bf16,112,112,2.084772008272533,0.1268835534321584,8.042757590452972,65408,136360.76751708984,1.9578884548403745,2,2
c112_balanced_009,balanced,sparse_bf16,112,112,2.082649659270643,0.12476120443026839,8.0257061528597,65408,136221.94891357422,1.9578884548403745,2,2
c112_balanced_013,balanced,sparse_bf16,112,112,2.0645409246246875,0.10665246978431298,7.881678782350003,65408,135037.49279785156,1.9578884548403745,2,2
c168_uniform_002,uniform,sparse_bf16,168,168,2.173681587622357,0.21579313278198264,8.790587859039727,65408,142176.16528320312,1.9578884548403745,2,2
c168_uniform_006,uniform,sparse_bf16,168,168,2.20809227426458,0.25020381942420555,9.098342683685923,65408,144426.89947509766,1.9578884548403745,2,2
c168_uniform_010,uniform,sparse_bf16,168,168,2.16658591477605,0.20869745993567546,8.728433497753821,65408,141712.05151367188,1.9578884548403745,2,2
c168_uniform_014,uniform,sparse_bf16,168,168,2.1698877517491173,0.21199929690874275,8.757300993850206,65408,141928.01806640625,1.9578884548403745,2,2
c224_balanced_003,balanced,sparse_bf16,224,224,2.3204822614934812,0.3625938066531067,10.180582825461173,65408,151778.10375976562,1.9578884548403745,2,2
c224_balanced_007,balanced,sparse_bf16,224,224,2.3204822614934812,0.3625938066531067,10.180582825461173,65408,151778.10375976562,1.9578884548403745,2,2
c224_balanced_011,balanced,sparse_bf16,224,224,2.3204822614934812,0.3625938066531067,10.180582825461173,65408,151778.10375976562,1.9578884548403745,2,2
