batch_size,point_index,quality_budget,quality_cost,latency_ms,dense_latency_ms,speedup_vs_dense_linear,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4
16,0,0.0,0.0,984.6786566709227,984.6786566709227,1.0,224,0,0,0
16,1,0.0010053144643427116,7.814387146970301e-05,976.8160886649065,984.6786566709227,1.0080491794691493,222,2,0,0
16,2,0.0012757048511715498,0.00013105424060860888,972.8848046618983,984.6786566709227,1.012122557524293,221,3,0,0
16,3,0.0016188197076888345,0.00013105424060860888,972.8848046618983,984.6786566709227,1.012122557524293,221,3,0,0
16,4,0.0020542190802168257,0.00018781177416607418,968.9535206588902,984.6786566709227,1.0162289889832274,220,4,0,0
16,5,0.0026067239047586296,0.0006006956945876638,965.022236655882,984.6786566709227,1.0203688778023983,219,5,0,0
16,6,0.0033078309811643133,0.0007350144235653961,957.1596686498658,984.6786566709227,1.028750676530149,217,7,0,0
16,7,0.004197508520168199,0.0008323028707117,949.2971006438495,984.6786566709227,1.0372713200146466,215,9,0,0
16,8,0.005326474622558539,0.0009660923416600694,941.4345326378333,984.6786566709227,1.0459342870203863,213,11,0,0
16,9,0.006759088580390362,0.0015843112597054509,929.6406806288089,984.6786566709227,1.059203493552892,210,14,0,0
16,10,0.008577019825473,0.0017721230338715252,913.9155446167764,984.6786566709227,1.0774285025251635,206,18,0,0
16,11,0.010883903681923381,0.0024050409106073796,894.2591246017357,984.6786566709227,1.1011111092765824,201,23,0,0
16,12,0.013811249334596534,0.0028483457595504347,870.6714205836869,984.6786566709227,1.1309417460961413,195,29,0,0
16,13,0.017525936810631915,0.0037973213926742575,839.221148559622,984.6786566709227,1.1733244072327698,187,37,0,0
16,14,0.02223973035667709,0.004992486946588311,799.9083085295406,984.6786566709227,1.2309894098750427,177,47,0,0
16,15,0.028221350543593048,0.00628876239394728,752.732900493443,984.6786566709227,1.3081381935417344,165,59,0,0
16,16,0.035811793296551424,0.009920769908772643,693.3087114456159,984.6786566709227,1.4202600377222612,149,64,11,0
16,17,0.04544376914683416,0.016142014876431493,621.0036768405495,984.6786566709227,1.5856245194563499,129,64,31,0
16,18,0.057666370884298136,0.023050280472202304,587.8043501102961,984.6786566709227,1.6751809619751141,103,64,57,0
16,19,0.07317637584639243,0.03181368247727924,548.7533711102961,984.6786566709227,1.7943919955855874,70,64,90,0
16,20,0.09285796730223105,0.04213744969764091,500.23548811029616,984.6786566709227,1.9684302295118503,29,64,131,0
16,21,0.11783313933997326,0.06277628470124316,460.51542625826414,984.6786566709227,2.138209928539288,0,53,160,11
16,22,0.149525658703278,0.09983027723115029,451.1837751502089,984.6786566709227,2.182433657644497,0,34,160,30
16,23,0.18974222986745604,0.1428260288435958,443.32554263816235,984.6786566709227,2.2211187084128987,0,18,160,46
16,24,0.24077549035592546,0.19664589064468224,436.9407287221245,984.6786566709227,2.253574894587444,0,5,160,59
16,25,0.3055347077803035,0.23572979522396667,434.48503106211,984.6786566709227,2.266312039022035,0,0,160,64
16,26,0.38771162928751196,0.23572979522396667,434.48503106211,984.6786566709227,2.266312039022035,0,0,160,64
16,27,0.49199093804055066,0.23572979522396667,434.48503106211,984.6786566709227,2.266312039022035,0,0,160,64
16,28,0.6243173142854642,0.23572979522396667,434.48503106211,984.6786566709227,2.266312039022035,0,0,160,64
16,29,0.7922343254307854,0.23572979522396667,434.48503106211,984.6786566709227,2.266312039022035,0,0,160,64
16,30,1.0053144643427117,0.23572979522396667,434.48503106211,984.6786566709227,2.266312039022035,0,0,160,64
