candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,decode_ms,total_ms,weighted_total_ms,online_conversion_ms,model,scenario,linear_group,n,k,count,used_fallback
dense_bf16,dense_bf16,dense_bf16,True,,6.453161668777466,1.4164863616228103,51.7807252407074,1656.9832077026367,0.0,Llama-2-7B,normal_01,mlp.down_proj,4096,11008,32,False
dense_bf16,dense_bf16,dense_bf16,True,,6.188144016265869,0.07734719961881638,8.663254404067994,277.2241409301758,0.0,Llama-2-7B,normal_01,mlp.gate_proj,11008,4096,32,False
dense_bf16,dense_bf16,dense_bf16,True,,6.1705920696258545,0.07424639984965324,8.546476864814759,273.4872596740723,0.0,Llama-2-7B,normal_01,mlp.up_proj,11008,4096,32,False
dense_bf16,dense_bf16,dense_bf16,True,,2.4342079877853395,0.0502688005566597,4.04280960559845,129.3699073791504,0.0,Llama-2-7B,normal_01,self_attn.k_proj,4096,4096,32,False
dense_bf16,dense_bf16,dense_bf16,True,,2.4352352142333986,0.041238400340080264,3.754864025115967,120.15564880371095,0.0,Llama-2-7B,normal_01,self_attn.o_proj,4096,4096,32,False
dense_bf16,dense_bf16,dense_bf16,True,,2.4340991973876953,0.04172160029411316,3.7691904067993165,120.61409301757813,0.0,Llama-2-7B,normal_01,self_attn.q_proj,4096,4096,32,False
dense_bf16,dense_bf16,dense_bf16,True,,2.4353888034820557,0.041462399810552594,3.7621855974197387,120.38993911743164,0.0,Llama-2-7B,normal_01,self_attn.v_proj,4096,4096,32,False
dense_bf16,,,,,,,,2698.2241966247557,,Llama-2-7B,normal_01,__TOTAL__,,,,
