m,n,k,latency_ms,latency_mean_ms,latency_std_ms,latency_min_ms,latency_max_ms,samples,tflops,latency_q25_ms,latency_q75_ms,latency_iqr_ms,dense_flops,effective_work,bytes_activation,bytes_weight,bytes_scale,bytes_output,bytes_total,arithmetic_intensity
16384,4096,4096,1.550577,1.550577,0.0,1.550577,1.550577,1,354.549234,1.550577,1.550577,0.0,549755813888.0,549755813888.0,134217728.0,8388608.0,1048576.0,134217728.0,277872640.0,1978.445283018868
16384,4096,11008,3.954642,3.954642,0.0,3.954642,3.954642,1,373.603705,3.954642,3.954642,0.0,1477468749824.0,1477468749824.0,360710144.0,22544384.0,2818048.0,134217728.0,520290304.0,2839.700717974556
16384,12288,4096,4.707803,4.707803,0.0,4.707803,4.707803,1,350.326336,4.707803,4.707803,0.0,1649267441664.0,1649267441664.0,134217728.0,25165824.0,3145728.0,402653184.0,565182464.0,2918.1150278293135
16384,22016,4096,8.198566,8.198566,0.0,8.198566,8.198566,1,360.42128,8.198566,8.198566,0.0,2954937499648.0,2954937499648.0,134217728.0,45088768.0,5636096.0,721420288.0,906362880.0,3260.2146059291395
