module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.0.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,4.1378818012251026e-08
model.language_model.layers.0.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,5.969859885196761e-08
model.language_model.layers.0.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,3.946093470232992e-06
model.language_model.layers.0.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,5.1029926401076045e-05
model.language_model.layers.0.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0011565234950821947
model.language_model.layers.1.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,2.0362372168382506e-05
model.language_model.layers.5.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.001025264113143473
model.language_model.layers.6.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.001332919111347653
model.language_model.layers.8.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0011575115529210583
model.language_model.layers.10.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0012072765601257134
model.language_model.layers.16.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.001357698522504643
model.language_model.layers.17.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00019341448023915252
model.language_model.layers.17.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00036182756620413897
model.language_model.layers.17.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004824726886247684
model.language_model.layers.18.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002126778104156258
model.language_model.layers.18.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00018957230711631222
model.language_model.layers.18.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.000388074680763238
model.language_model.layers.18.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003159259213534716
model.language_model.layers.18.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.000980422775017007
model.language_model.layers.19.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.000211917911981858
model.language_model.layers.19.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0001713658931038094
model.language_model.layers.19.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00035685924972123095
model.language_model.layers.19.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004010227877447733
model.language_model.layers.20.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00018587151291645927
model.language_model.layers.20.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00016500848679067292
model.language_model.layers.20.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00037841747210429623
model.language_model.layers.20.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00037963231061165936
model.language_model.layers.21.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00021108517051948538
model.language_model.layers.21.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00018179980192092234
model.language_model.layers.21.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003977449824635383
model.language_model.layers.21.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00030010889667567603
model.language_model.layers.22.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00020343100722421833
model.language_model.layers.22.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00018337153364317635
model.language_model.layers.22.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00038982252349394097
model.language_model.layers.22.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00046976084449810686
model.language_model.layers.23.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002281032714560527
model.language_model.layers.27.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.001309049184717517
model.language_model.layers.30.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0012687227674595134
model.language_model.layers.31.mlp.gate_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.0013218777871308895
model.language_model.layers.31.mlp.up_proj,dense_nvfp4,sparse_nvfp4,-0.49113953200290883,0.001486840553109443
