module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.11.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,8.683624759733453e-05
model.language_model.layers.11.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00012133273828757063
model.language_model.layers.12.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,9.372639647136273e-05
model.language_model.layers.12.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00012503215187848233
model.language_model.layers.13.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,9.343980800462969e-05
model.language_model.layers.13.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0001269338013368219
model.language_model.layers.17.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00010416494829412386
model.language_model.layers.17.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.0001315965377320341
model.language_model.layers.29.mlp.up_proj,dense_nvfp4,dense_bf16,3.9312840030081295,-7.703193739090401e-05
model.language_model.layers.30.mlp.gate_proj,dense_nvfp4,dense_bf16,3.9312840030081295,-5.675753355746531e-05
model.language_model.layers.30.mlp.up_proj,dense_nvfp4,dense_bf16,3.9312840030081295,-5.2910369138905864e-05
model.language_model.layers.31.mlp.gate_proj,dense_nvfp4,dense_bf16,3.9312840030081295,-4.437807800739813e-05
model.language_model.layers.31.mlp.up_proj,dense_nvfp4,dense_bf16,3.9312840030081295,-3.376579346230488e-05
