module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.1.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,2.8143603773337243e-05
model.language_model.layers.1.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0001631116332661532
model.language_model.layers.1.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00011870707229173365
model.language_model.layers.2.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,8.088728610308831e-05
model.language_model.layers.2.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,7.603924729349947e-05
model.language_model.layers.2.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00040624653469429494
model.language_model.layers.2.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002177497570105634
model.language_model.layers.3.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00013324155033569318
model.language_model.layers.3.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00011344929685819644
model.language_model.layers.17.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002268427242391589
model.language_model.layers.23.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00019959139671722056
model.language_model.layers.23.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003922341892363168
model.language_model.layers.23.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003566121667138286
model.language_model.layers.24.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00021322720927609233
model.language_model.layers.24.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0001669668734595311
model.language_model.layers.24.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0003674852477611446
model.language_model.layers.24.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00021528244324829765
model.language_model.layers.25.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002541059201056853
model.language_model.layers.25.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00022230916946560349
model.language_model.layers.25.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00039816317556302754
model.language_model.layers.25.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002915954540028833
model.language_model.layers.26.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002176562965155513
model.language_model.layers.26.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00020175012252653728
model.language_model.layers.26.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00042436951727218474
model.language_model.layers.26.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00024108294957951942
model.language_model.layers.27.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002495360136084692
model.language_model.layers.27.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00023827457415467375
model.language_model.layers.27.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00043813678297888447
model.language_model.layers.27.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002710221075620189
model.language_model.layers.28.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00025363434986324675
model.language_model.layers.28.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.000252241649050034
model.language_model.layers.28.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0004350546201259011
model.language_model.layers.28.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002679686373640021
model.language_model.layers.29.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00025109536545277184
model.language_model.layers.30.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00023899361038575773
model.language_model.layers.30.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00026028211437745475
model.language_model.layers.30.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00044047785459393185
model.language_model.layers.30.self_attn.o_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002851338908997202
model.language_model.layers.31.self_attn.q_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.0002209482155961549
model.language_model.layers.31.self_attn.k_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00023279375300360778
model.language_model.layers.31.self_attn.v_proj,dense_bf16,sparse_bf16,-1.1833630000000002,0.00026132284403589893
