module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.2.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,3.9303411416352e-05
model.language_model.layers.3.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00011871025426844124
model.language_model.layers.3.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0003146959580541755
model.language_model.layers.4.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00010131274009333341
model.language_model.layers.4.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,2.5687079324496102e-05
model.language_model.layers.5.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,7.962704478153794e-05
model.language_model.layers.5.mlp.up_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,0.00012740119953804139
model.language_model.layers.5.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.00031205409441037
model.language_model.layers.6.mlp.gate_proj,dense_bf16,dense_nvfp4,-3.9312840030081295,7.494441173045792e-05
model.language_model.layers.10.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0003584617811093596
model.language_model.layers.18.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.00038127877412805206
model.language_model.layers.19.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.00015617599707409212
model.language_model.layers.20.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0003159559139725185
model.language_model.layers.21.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.00039791985199469414
model.language_model.layers.22.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.00041787225449799555
model.language_model.layers.23.mlp.down_proj,dense_bf16,sparse_bf16,-3.61525173025332,0.0004106067484314451
