benchmark_level,shape_index,m,n,k,gpu,warmup,iters,bias,torch_version,cuda_version,kernel,status,latency_ms,tflops,error_msg
module_forward,0,16384,6144,4096,0,10,40,False,2.9.0+cu128,12.8,dense_bf16,pass,2.037634,404.701672,
module_forward,0,16384,6144,4096,0,10,40,False,2.9.0+cu128,12.8,dense_nvfp4,pass,2.392252,344.710223,
module_forward,0,16384,6144,4096,0,10,40,False,2.9.0+cu128,12.8,sparse_bf16,pass,1.453115,567.493697,
module_forward,0,16384,6144,4096,0,10,40,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,2.133364,386.541498,
module_forward,0,16384,6144,4096,0,10,40,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,2.491154,331.024733,
module_forward,1,16384,4096,4096,0,10,40,False,2.9.0+cu128,12.8,dense_bf16,pass,1.334230,412.039886,
module_forward,1,16384,4096,4096,0,10,40,False,2.9.0+cu128,12.8,dense_nvfp4,pass,2.125930,258.595395,
module_forward,1,16384,4096,4096,0,10,40,False,2.9.0+cu128,12.8,sparse_bf16,pass,1.016486,540.839748,
module_forward,1,16384,4096,4096,0,10,40,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,1.972597,278.696495,
module_forward,1,16384,4096,4096,0,10,40,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,1.557432,352.988648,
module_forward,2,16384,28672,4096,0,10,40,False,2.9.0+cu128,12.8,dense_bf16,pass,9.616334,400.182703,
module_forward,2,16384,28672,4096,0,10,40,False,2.9.0+cu128,12.8,dense_nvfp4,pass,4.924154,781.513004,
module_forward,2,16384,28672,4096,0,10,40,False,2.9.0+cu128,12.8,sparse_bf16,pass,6.957516,553.112736,
module_forward,2,16384,28672,4096,0,10,40,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,3.873146,993.582758,
module_forward,2,16384,28672,4096,0,10,40,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,10.608118,362.768481,
module_forward,3,16384,4096,14336,0,10,40,False,2.9.0+cu128,12.8,dense_bf16,pass,4.666172,412.360571,
module_forward,3,16384,4096,14336,0,10,40,False,2.9.0+cu128,12.8,dense_nvfp4,pass,6.817954,282.217431,
module_forward,3,16384,4096,14336,0,10,40,False,2.9.0+cu128,12.8,sparse_bf16,pass,3.307493,581.753450,
module_forward,3,16384,4096,14336,0,10,40,False,2.9.0+cu128,12.8,sparse_nvfp4,pass,6.471939,297.305845,
module_forward,3,16384,4096,14336,0,10,40,False,2.9.0+cu128,12.8,marlin_nvfp4,pass,5.115405,376.147230,
