method,model_variant,model_path,batch_size,input_tokens,output_tokens,multimodal,text_tokens,image_tokens,total_prefill_tokens,image_size,dtype,attn_implementation,input_mode,sampling,checkpoint_path,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,marlin_activation_dtype,replaced_linear_count,skipped_linear_count,compressed_module_count,packed_checkpoint_file_size_bytes,prefill_hybrid_linear_attn_block_pct,prefill_full_attn_block_pct,prefill_mlp_block_pct,prefill_norm_pct,prefill_lm_head_pct,prefill_vision_pct,prefill_all_linear_pct,prefill_other_pct,decode_hybrid_linear_attn_block_pct,decode_full_attn_block_pct,decode_mlp_block_pct,decode_norm_pct,decode_lm_head_pct,decode_vision_pct,decode_all_linear_pct,decode_other_pct,prefill_total_ms,decode_total_ms,status
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,256,32,False,256,0,256,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,84.09014941317008,3.9101510198290703,5.199429261351085,3.773323732526694,0.9689010730179379,,10.342454931577752,2.0580455001051376,49.282510430472506,12.42878024191899,12.980559530004355,14.884764346999487,1.913522407908361,,25.27154364608175,8.509863042696296,152.51224670410156,41.9680892944336,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,1024,32,False,1024,0,1024,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,78.59555033249023,2.958566038025887,12.264982712979744,2.343022396327939,2.6848896773051973,,22.12167631360366,1.1529888428709967,46.999064548403055,12.026249404029512,15.097278284833411,14.033826410850928,1.763990555419876,,24.864352173374456,10.079590796463222,201.6782424926758,46.25149421691894,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,4096,32,False,4096,0,4096,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,66.42339226516064,5.520007976155253,20.456036202786265,1.8558297731334348,5.060821409907457,,36.592222448511905,0.6839123728569518,46.00816505142604,11.677545256318858,16.664506319132908,13.113682095559955,1.54916603653874,,23.760239991434673,10.986935241023502,423.9071563720703,52.8571361541748,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,8192,32,False,8192,0,8192,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,61.02129933139122,5.8864537159123165,17.7704389480551,3.03278166508691,4.372040303089381,,30.658506291188615,7.916986036465076,44.6693626555903,11.407373806091243,18.362891514107883,12.565878293239647,1.365160011152479,,24.139278590121844,11.629333719818447,981.4700317382812,60.07137603759766,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,256,32,False,256,0,256,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,71.15246736406945,3.6773320050195935,15.020531611179345,3.6085179721757727,3.100938246405886,,26.14260076212711,3.440212801149954,43.10137844639282,11.583048386980847,20.0737309090436,12.098393702169531,1.1670131923123468,,26.09354082843732,11.976435363100848,174.59231872558593,68.46578979492188,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,1024,32,False,1024,0,1024,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.67958555485917,5.662195345489865,25.865861773501685,2.361371853095691,6.372144052462178,,46.156472601182074,1.0588414205914063,43.4626567363453,10.893380974938207,20.06628444897132,11.904769946367436,1.0545500735071525,,26.104056173057582,12.618357819870582,336.6413299560547,75.94245376586915,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,4096,32,False,4096,0,4096,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.05056469619168,6.458844028042416,24.031525921692513,4.834291776842897,5.934076856398251,,40.9618616946387,0.6906967208322499,42.05870491179354,10.980746656786206,21.391501479145074,11.666102943537572,0.9617511251422608,,26.613215807453642,12.941192883595349,1446.7515625,84.13819122314453,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,8192,32,False,8192,0,8192,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,57.9603192143217,7.6328027786343515,23.155336297566567,4.776065550541916,5.776210357246128,,39.35368047136178,0.6992658016893358,41.04576571064534,10.778133013460307,22.23992162231457,11.771619287108729,0.8454305508967452,,27.178750509524296,13.319129815574314,2974.33955078125,95.07335662841797,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,256,32,False,256,0,256,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.30289904450001,5.406229090514754,26.218955567366134,2.4433002196295535,6.4426254970721395,,46.735153886658175,1.1859905809174052,89.67893522438179,1.8832915300830047,3.947555993523625,1.9827641935142073,0.14679833691329894,,87.23450608178575,2.360654721584069,333.7805450439453,551.3523002624512,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,1024,32,False,1024,0,1024,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.2263376772478,5.496525168253028,24.554161184837465,4.930595066110592,6.047478271936459,,41.82569864544521,0.7449026316146643,40.58250214721449,11.131554009920764,22.313972089243876,10.830085256482482,0.7536955704337163,,28.32921857003421,14.388190926704667,1419.6376831054688,107.81350402832031,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,4096,32,False,4096,0,4096,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOM
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,8192,32,False,8192,0,8192,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOM
