method,model_variant,model_path,batch_size,input_tokens,output_tokens,multimodal,text_tokens,image_tokens,total_prefill_tokens,image_size,dtype,attn_implementation,input_mode,sampling,checkpoint_path,kernel_backend,nvfp4_block_size,nvfp4_backend,nvfp4_quant_backend,nvfp4_sf_layout,marlin_activation_dtype,replaced_linear_count,skipped_linear_count,compressed_module_count,packed_checkpoint_file_size_bytes,prefill_hybrid_linear_attn_block_pct,prefill_full_attn_block_pct,prefill_mlp_block_pct,prefill_norm_pct,prefill_lm_head_pct,prefill_vision_pct,prefill_all_linear_pct,prefill_other_pct,decode_hybrid_linear_attn_block_pct,decode_full_attn_block_pct,decode_mlp_block_pct,decode_norm_pct,decode_lm_head_pct,decode_vision_pct,decode_all_linear_pct,decode_other_pct,prefill_total_ms,decode_total_ms,status
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,256,1,False,256,0,256,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,84.48881381129674,3.812649230797629,4.562836161690518,4.345260331027141,0.832473619695477,,9.282665612838974,1.9579668454924928,49.28452926619428,12.559465976943368,12.760899118661316,15.087461622787353,1.6654227500657506,,23.858511354448005,8.642221265347928,176.67404479980468,48.39400672912598,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,1024,1,False,1024,0,1024,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,82.04770878094581,2.428737568736472,10.028085880469659,2.292185753832648,2.132921268152538,,17.71908039003752,1.0703607478628783,47.17360984854528,12.10104967377666,15.118006221032557,14.135052836753422,1.4147414002202297,,22.652842432556238,10.057540019671848,253.05327758789062,58.19522933959961,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,4096,1,False,4096,0,4096,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,73.09454952690149,4.43619036917103,16.47013312925024,1.4886447055804315,4.064338674378532,,29.44247364605176,0.44614359471827925,37.503305836535795,9.4716702340498,32.470415935083075,10.713436695763063,0.9797043399390777,,37.09225626264929,8.861466958629194,527.9654418945313,84.44408874511718,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,1,8192,1,False,8192,0,8192,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,66.86408793386325,6.19235541088914,18.703753564782588,3.1942041046659213,4.603190696621391,,32.26609616114725,0.44240828917772035,44.73698203841665,11.516726102240169,18.1320604868471,12.723009577788742,1.291402982336348,,23.97679504320055,11.599818812370998,932.8311584472656,63.5191349029541,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,256,1,False,256,0,256,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,72.05239495229797,3.7494333086594893,14.832115078409926,3.614988528196054,3.055626594897875,,25.75798734283121,2.6954415375386844,43.80619469054535,11.367836500957663,19.52466993715779,12.260402025468913,1.134193863796312,,25.499724403516563,11.90670298207398,177.2076217651367,70.56656036376953,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,1024,1,False,1024,0,1024,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,56.35428693330424,5.463131024171883,29.04289875613332,2.2803798750430895,6.141461644418805,,44.48846508668552,0.7178417669286716,42.99323480448551,11.188743120919925,20.53526497665224,11.937633973309492,1.0325694917561945,,26.0078738096409,12.312553632876643,349.9150329589844,77.73415756225586,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,4096,1,False,4096,0,4096,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.070246335517595,6.469152776507359,24.073638466074645,4.834458210659257,5.93027677018347,,41.024109845909734,0.6222274410576745,53.68512189067271,8.965145972936353,16.857753170128788,9.508727314703274,0.7614331711348274,,41.05697130693944,10.221818480424048,1447.705224609375,106.39011154174804,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,4,8192,1,False,8192,0,8192,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.31305717973622,7.576839535558308,22.977298649275944,4.733198628381395,5.7479890549669514,,39.90220867720333,0.6516169520811843,42.15267949499988,10.868319658745657,21.756869650449257,11.464767901215259,0.8654364122485833,,26.603397552711474,12.891926882341366,3001.8432373046876,93.00870361328126,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,256,1,False,256,0,256,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.455096728805664,5.433685008474457,26.330192535258444,2.46179807193529,6.475077673749019,,46.92340326970105,0.8441499817771216,31.747248602049268,8.174464363573673,40.64697272289864,8.645010257215478,0.6248294933812879,,20.93133795995359,10.161474560881658,333.41015625,129.78695983886718,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,1024,1,False,1024,0,1024,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,58.241991473602596,5.5053246900790205,24.59501942620655,4.928765358359852,6.072284363902738,,41.92203035653152,0.6566146878492418,40.93613086048942,10.877141084775905,22.52241306970629,11.113859804986491,0.7682489124968288,,27.80664751845653,13.782206267545064,1420.7614868164062,105.64575958251953,
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,4096,1,False,4096,0,4096,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOM
dense,4B,/home/agent/wja/data/models/Qwen/Qwen3.5-4B,16,8192,1,False,8192,0,8192,,bf16,sdpa,random,False,,torch_dense,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOM
