timestamp,model,head,method,task,runtime_dtype,device,num_samples,batch_size,num_workers,resize_size,hidden_size,num_register_tokens,top1,top5,elapsed_sec,images_per_sec,backbone_path,head_path,dataset_root,csv,zip,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,nvfp4_scale_rule,calib_samples,seed,calib_shuffle,no_checkpoint_eval,activation_quant,activation_quant_modules,activation_group_size,activation_scale_rule
2026-05-18T15:09:20,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_semi_structured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.851520,0.978560,5360.901,9.327,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,nvfp4_semi_structured_sparse,0.5,32,static_6,16,2,True,True,False,0,,
2026-05-18T15:10:10,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_unstructured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.874680,0.983860,5429.449,9.209,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,nvfp4_unstructured_sparse,0.5,16,static_6,16,1,True,True,False,0,,
2026-05-18T15:11:00,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_semi_structured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.849540,0.978900,5449.946,9.174,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,nvfp4_semi_structured_sparse,0.5,32,static_6,16,1,True,True,False,0,,
2026-05-18T15:11:50,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_unstructured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.875120,0.983940,5477.914,9.128,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,nvfp4_unstructured_sparse,0.5,16,static_6,16,2,True,True,False,0,,
2026-05-18T15:12:09,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_unstructured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.875580,0.984120,5359.805,9.329,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,nvfp4_unstructured_sparse,0.5,16,static_6,16,3,True,True,False,0,,
2026-05-18T15:14:09,facebook/dinov3-vit7b16-pretrain-lvd1689m,dinov3_vit7b16_imagenet1k_linear_head,nvfp4_semi_structured_sparse,imagenet_accuracy,float32,NVIDIA GeForce RTX 5090,50000,1,4,256,4096,4,0.849880,0.978400,5479.989,9.124,/data/home/scxj523/run/wja/data/models/facebook/dinov3-vit7b16-pretrain-lvd1689m,/data/home/scxj523/run/wja/data/models/facebook/dinov3_vit7b16_imagenet1k_linear_head/dinov3_vit7b16_imagenet1k_linear_head-90d8ed92.pth,/data/home/scxj523/run/wja/data/datasets/imagenet_val,val.csv,imagenet_val.zip,2.9.0+cu128,12.8,,nvfp4_semi_structured_sparse,0.5,32,static_6,16,3,True,True,False,0,,
