batch,checkpoint,e2e_mean_ms,e2e_median_ms,input_seq,method,output_seq,scenario,status,total_tokens_per_s,tpot_ms,ttft_median_ms
8,/root/wja/project/my/cospaq/fake/artifacts/debug/057_llama31_8b_instruct_b8_o64_canonical_pareto/llama31_8b_instruct/speed/runs/p07/checkpoint,2821.749956905842,2818.033503368497,2048,ours_max_speed,64,prefill_decode,OK,5987.773636232148,26.79430019287836,1129.9925912171602
