key,family,policy_name,policy_json,batch_size,predicted_linear_latency_ms,predicted_linear_speedup_vs_dense,predicted_quality_cost,backend_counts,replacement_ratio,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4,parent_point,mutation_rate,suspicious_module_count
random_random_016,random,random_016,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_016.json,16,546.2364812791427,1.8026600024316635,0.08187862180442033,"{'dense_nvfp4': 84, 'sparse_bf16': 65, 'sparse_nvfp4': 75}",1.0,0,84,65,75,,,
random_random_017,random,random_017,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_017.json,16,975.3681066359117,1.0095456781615748,0.002270486833879776,"{'dense_bf16': 216, 'dense_nvfp4': 4, 'sparse_bf16': 2, 'sparse_nvfp4': 2}",0.05,216,4,2,2,,,
random_random_018,random,random_018,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_018.json,16,951.7477211314887,1.0346004879321213,0.008919712466100963,"{'dense_bf16': 202, 'dense_nvfp4': 11, 'sparse_bf16': 2, 'sparse_nvfp4': 9}",0.1,202,11,2,9,,,
random_random_019,random,random_019,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_019.json,16,874.9978273730763,1.1253498304414433,0.02038144411312076,"{'dense_bf16': 175, 'dense_nvfp4': 16, 'sparse_bf16': 14, 'sparse_nvfp4': 19}",0.2,175,16,14,19,,,
random_random_020,random,random_020,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_020.json,16,826.4126136565708,1.191509713669644,0.03588135032625062,"{'dense_bf16': 141, 'dense_nvfp4': 21, 'sparse_bf16': 28, 'sparse_nvfp4': 34}",0.35,141,21,28,34,,,
random_random_021,random,random_021,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_021.json,16,762.277608858508,1.2917585997907703,0.041616350647723725,"{'dense_bf16': 111, 'dense_nvfp4': 40, 'sparse_bf16': 34, 'sparse_nvfp4': 39}",0.5,111,40,34,39,,,
random_random_022,random,random_022,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_022.json,16,684.8451286368074,1.4378121643807813,0.059532616705661984,"{'dense_bf16': 76, 'dense_nvfp4': 45, 'sparse_bf16': 49, 'sparse_nvfp4': 54}",0.65,76,45,49,54,,,
random_random_023,random,random_023,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_023.json,16,639.1425881363442,1.5406243848373744,0.06889706556060192,"{'dense_bf16': 47, 'dense_nvfp4': 60, 'sparse_bf16': 58, 'sparse_nvfp4': 59}",0.8,47,60,58,59,,,
random_random_024,random,random_024,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_024.json,16,552.3197749760993,1.7828053625520341,0.08491485987304359,"{'dense_nvfp4': 77, 'sparse_bf16': 65, 'sparse_nvfp4': 82}",1.0,0,77,65,82,,,
random_random_025,random,random_025,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_025.json,16,956.925070845278,1.0290028829541786,0.005909901821902992,"{'dense_bf16': 209, 'dense_nvfp4': 5, 'sparse_bf16': 5, 'sparse_nvfp4': 5}",0.05,209,5,5,5,,,
random_random_026,random,random_026,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_026.json,16,934.6820161872437,1.0534905343398233,0.008139490985698487,"{'dense_bf16': 202, 'dense_nvfp4': 9, 'sparse_bf16': 7, 'sparse_nvfp4': 6}",0.1,202,9,7,6,,,
random_random_027,random,random_027,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_027.json,16,880.9263457215327,1.1177763742148163,0.018152381151452596,"{'dense_bf16': 171, 'dense_nvfp4': 21, 'sparse_bf16': 20, 'sparse_nvfp4': 12}",0.2,171,21,20,12,,,
random_random_028,random,random_028,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_028.json,16,840.0403244621502,1.1721802251592857,0.02679101723407905,"{'dense_bf16': 146, 'dense_nvfp4': 24, 'sparse_bf16': 30, 'sparse_nvfp4': 24}",0.35,146,24,30,24,,,
random_random_029,random,random_029,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_029.json,16,789.4338966212364,1.247322493859626,0.040926073912186084,"{'dense_bf16': 118, 'dense_nvfp4': 30, 'sparse_bf16': 40, 'sparse_nvfp4': 36}",0.5,118,30,40,36,,,
random_random_030,random,random_030,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_030.json,16,689.5687981570251,1.4279628940616549,0.05647717778906585,"{'dense_bf16': 75, 'dense_nvfp4': 45, 'sparse_bf16': 54, 'sparse_nvfp4': 50}",0.65,75,45,54,50,,,
neighborhood_neighborhood_001,neighborhood,neighborhood_001,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_001.json,16,962.4792730577161,1.0230647913514865,0.004425164056262083,"{'dense_bf16': 213, 'dense_nvfp4': 4, 'sparse_bf16': 4, 'sparse_nvfp4': 3}",,213,4,4,3,0,0.05,
neighborhood_neighborhood_002,neighborhood,neighborhood_002,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_002.json,16,954.2318635894542,1.031907122622105,0.0074859237349690945,"{'dense_bf16': 202, 'dense_nvfp4': 8, 'sparse_bf16': 7, 'sparse_nvfp4': 7}",,202,8,7,7,0,0.1,
neighborhood_neighborhood_003,neighborhood,neighborhood_003,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_003.json,16,922.490786819162,1.06741299830884,0.015190673631264579,"{'dense_bf16': 190, 'dense_nvfp4': 10, 'sparse_bf16': 9, 'sparse_nvfp4': 15}",,190,10,9,15,0,0.15,
neighborhood_neighborhood_004,neighborhood,neighborhood_004,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_004.json,16,898.0797056719255,1.0964267987040255,0.017838622868275904,"{'dense_bf16': 179, 'dense_nvfp4': 14, 'sparse_bf16': 14, 'sparse_nvfp4': 17}",,179,14,14,17,0,0.2,
neighborhood_neighborhood_005,neighborhood,neighborhood_005,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_005.json,16,876.9978950304746,1.122783375251666,0.021712540879827224,"{'dense_bf16': 168, 'dense_nvfp4': 17, 'sparse_bf16': 19, 'sparse_nvfp4': 20}",,168,17,19,20,0,0.25,
neighborhood_neighborhood_006,neighborhood,neighborhood_006,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_006.json,16,892.5275071357266,1.103247405596411,0.005653130338060479,"{'dense_bf16': 195, 'dense_nvfp4': 14, 'sparse_bf16': 11, 'sparse_nvfp4': 4}",,195,14,11,4,13,0.05,
neighborhood_neighborhood_007,neighborhood,neighborhood_007,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_007.json,16,874.9727421754485,1.1253820938726753,0.007645923514840599,"{'dense_bf16': 183, 'dense_nvfp4': 22, 'sparse_bf16': 13, 'sparse_nvfp4': 6}",,183,22,13,6,13,0.1,
neighborhood_neighborhood_008,neighborhood,neighborhood_008,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_008.json,16,843.2265042294704,1.1677510748677302,0.01556506182096443,"{'dense_bf16': 170, 'dense_nvfp4': 20, 'sparse_bf16': 20, 'sparse_nvfp4': 14}",,170,20,20,14,13,0.15,
neighborhood_neighborhood_009,neighborhood,neighborhood_009,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_009.json,16,834.5887931580835,1.179836902607929,0.01898861251830304,"{'dense_bf16': 161, 'dense_nvfp4': 26, 'sparse_bf16': 20, 'sparse_nvfp4': 17}",,161,26,20,17,13,0.2,
neighborhood_neighborhood_010,neighborhood,neighborhood_010,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_010.json,16,814.6443496369892,1.2087221339099716,0.02464964709129936,"{'dense_bf16': 153, 'dense_nvfp4': 24, 'sparse_bf16': 25, 'sparse_nvfp4': 22}",,153,24,25,22,13,0.25,
neighborhood_neighborhood_011,neighborhood,neighborhood_011,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_011.json,16,680.1740651431556,1.44768627198933,0.016528739241088945,"{'dense_bf16': 132, 'dense_nvfp4': 72, 'sparse_bf16': 19, 'sparse_nvfp4': 1}",,132,72,19,1,21,0.05,
neighborhood_neighborhood_012,neighborhood,neighborhood_012,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_012.json,16,665.7543012334147,1.4790421253706516,0.02131056292257918,"{'dense_bf16': 123, 'dense_nvfp4': 70, 'sparse_bf16': 23, 'sparse_nvfp4': 8}",,123,70,23,8,21,0.1,
neighborhood_neighborhood_013,neighborhood,neighborhood_013,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_013.json,16,688.8235412149,1.429507845992333,0.022423828582272688,"{'dense_bf16': 126, 'dense_nvfp4': 71, 'sparse_bf16': 16, 'sparse_nvfp4': 11}",,126,71,16,11,21,0.15,
neighborhood_neighborhood_014,neighborhood,neighborhood_014,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_014.json,16,671.433195905395,1.4665325793776571,0.02842792291973144,"{'dense_bf16': 112, 'dense_nvfp4': 70, 'sparse_bf16': 26, 'sparse_nvfp4': 16}",,112,70,26,16,21,0.2,
neighborhood_neighborhood_015,neighborhood,neighborhood_015,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_015.json,16,673.0498017912655,1.4630100982873528,0.02990413166370084,"{'dense_bf16': 110, 'dense_nvfp4': 66, 'sparse_bf16': 33, 'sparse_nvfp4': 15}",,110,66,33,15,21,0.25,
neighborhood_neighborhood_016,neighborhood,neighborhood_016,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_016.json,16,535.7006281481276,1.8381136868830537,0.04163029161605379,"{'dense_bf16': 50, 'dense_nvfp4': 69, 'sparse_bf16': 99, 'sparse_nvfp4': 6}",,50,69,99,6,25,0.05,
neighborhood_neighborhood_017,neighborhood,neighborhood_017,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_017.json,16,547.0519880513402,1.7999727232112932,0.042518130418570534,"{'dense_bf16': 48, 'dense_nvfp4': 74, 'sparse_bf16': 96, 'sparse_nvfp4': 6}",,48,74,96,6,25,0.1,
neighborhood_neighborhood_018,neighborhood,neighborhood_018,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_018.json,16,556.6258511369567,1.7690135207691682,0.04365365906026356,"{'dense_bf16': 50, 'dense_nvfp4': 72, 'sparse_bf16': 89, 'sparse_nvfp4': 13}",,50,72,89,13,25,0.15,
neighborhood_neighborhood_019,neighborhood,neighborhood_019,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_019.json,16,552.0609164415287,1.7836413108501852,0.047224835877990305,"{'dense_bf16': 48, 'dense_nvfp4': 70, 'sparse_bf16': 89, 'sparse_nvfp4': 17}",,48,70,89,17,25,0.2,
neighborhood_neighborhood_020,neighborhood,neighborhood_020,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/neighborhood/neighborhood_020.json,16,571.196440995796,1.723887941168334,0.04545062612172398,"{'dense_bf16': 56, 'dense_nvfp4': 65, 'sparse_bf16': 85, 'sparse_nvfp4': 18}",,56,65,85,18,25,0.25,
suspicious_suspicious_001,suspicious,suspicious_001,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_001.json,16,703.302181965322,1.4000790583633858,0.01601356415548481,"{'dense_bf16': 141, 'dense_nvfp4': 66, 'sparse_bf16': 12, 'sparse_nvfp4': 5}",,141,66,12,5,21,,32
suspicious_suspicious_002,suspicious,suspicious_002,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_002.json,16,704.2475151442056,1.398199689024525,0.017226021933508945,"{'dense_bf16': 140, 'dense_nvfp4': 63, 'sparse_bf16': 12, 'sparse_nvfp4': 9}",,140,63,12,9,21,,32
suspicious_suspicious_003,suspicious,suspicious_003,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_003.json,16,697.7075443302078,1.4113057321405407,0.016156668252962112,"{'dense_bf16': 138, 'dense_nvfp4': 67, 'sparse_bf16': 13, 'sparse_nvfp4': 6}",,138,67,13,6,21,,32
suspicious_suspicious_004,suspicious,suspicious_004,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_004.json,16,707.6382684039208,1.3915000087429794,0.016214916767779194,"{'dense_bf16': 140, 'dense_nvfp4': 65, 'sparse_bf16': 13, 'sparse_nvfp4': 6}",,140,65,13,6,21,,32
suspicious_suspicious_005,suspicious,suspicious_005,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_005.json,16,706.3340433174621,1.3940693726811613,0.015621281532284054,"{'dense_bf16': 141, 'dense_nvfp4': 65, 'sparse_bf16': 15, 'sparse_nvfp4': 3}",,141,65,15,3,21,,32
suspicious_suspicious_006,suspicious,suspicious_006,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_006.json,16,560.7069761147706,1.7561376951182606,0.04020956153509105,"{'dense_bf16': 59, 'dense_nvfp4': 68, 'sparse_bf16': 90, 'sparse_nvfp4': 7}",,59,68,90,7,25,,32
suspicious_suspicious_007,suspicious,suspicious_007,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_007.json,16,560.1212394796377,1.757974144286523,0.04073021767948376,"{'dense_bf16': 56, 'dense_nvfp4': 65, 'sparse_bf16': 92, 'sparse_nvfp4': 11}",,56,65,92,11,25,,32
suspicious_suspicious_008,suspicious,suspicious_008,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_008.json,16,570.4595583159332,1.7261147478671672,0.041154881737696054,"{'dense_bf16': 58, 'dense_nvfp4': 62, 'sparse_bf16': 96, 'sparse_nvfp4': 8}",,58,62,96,8,25,,32
suspicious_suspicious_009,suspicious,suspicious_009,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_009.json,16,577.6126360780568,1.7047387733011026,0.040208434826057696,"{'dense_bf16': 66, 'dense_nvfp4': 61, 'sparse_bf16': 90, 'sparse_nvfp4': 7}",,66,61,90,7,25,,32
suspicious_suspicious_010,suspicious,suspicious_010,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_010.json,16,572.5684797842088,1.7197570097502244,0.04045517260717451,"{'dense_bf16': 59, 'dense_nvfp4': 62, 'sparse_bf16': 95, 'sparse_nvfp4': 8}",,59,62,95,8,25,,32
reference_024_batch_16_point_000,reference_024,batch_16_point_000,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_000.json,16,984.6786566709227,1.0,0.0,"{'dense_bf16': 224, 'dense_nvfp4': 0, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,224,0,0,0,0,,
reference_024_batch_16_point_004,reference_024,batch_16_point_004,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_004.json,16,968.9535206588902,1.0162289889832274,0.00018781177416607418,"{'dense_bf16': 220, 'dense_nvfp4': 4, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,220,4,0,0,4,,
reference_024_batch_16_point_008,reference_024,batch_16_point_008,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_008.json,16,941.4345326378333,1.0459342870203863,0.0009660923416600694,"{'dense_bf16': 213, 'dense_nvfp4': 11, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,213,11,0,0,8,,
reference_024_batch_16_point_011,reference_024,batch_16_point_011,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_011.json,16,894.2591246017357,1.1011111092765824,0.0024050409106073796,"{'dense_bf16': 201, 'dense_nvfp4': 23, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,201,23,0,0,11,,
reference_024_batch_16_point_015,reference_024,batch_16_point_015,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_015.json,16,752.732900493443,1.3081381935417344,0.00628876239394728,"{'dense_bf16': 165, 'dense_nvfp4': 59, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,165,59,0,0,15,,
reference_024_batch_16_point_018,reference_024,batch_16_point_018,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_018.json,16,587.8043501102961,1.6751809619751141,0.023050280472202304,"{'dense_bf16': 103, 'dense_nvfp4': 64, 'sparse_bf16': 57, 'sparse_nvfp4': 0}",,103,64,57,0,18,,
reference_024_batch_16_point_022,reference_024,batch_16_point_022,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_022.json,16,451.1837751502089,2.182433657644497,0.09983027723115029,"{'dense_bf16': 0, 'dense_nvfp4': 34, 'sparse_bf16': 160, 'sparse_nvfp4': 30}",,0,34,160,30,22,,
reference_024_batch_16_point_025,reference_024,batch_16_point_025,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_025.json,16,434.48503106211,2.266312039022035,0.23572979522396667,"{'dense_bf16': 0, 'dense_nvfp4': 0, 'sparse_bf16': 160, 'sparse_nvfp4': 64}",,0,0,160,64,25,,
