row_type,label,point_index,quality_cost,predicted_linear_latency_ms,e2e_prefill_mean_ms,e2e_speedup_vs_dense,nll,nll_delta_vs_dense,arc_acc,arc_acc_norm,backend_counts,source
pareto,point_000,0,0.0,905.1911178588867,1163.0673706054688,1.0,2.039499126068533,0.0,0.40625,0.4609375,{'dense_bf16': 224},pareto_validation
pareto,point_001,1,0.00034932429415238,898.8797770023345,1162.106884765625,1.0008265038719202,2.042155480431484,0.0026563543629509745,0.4375,0.453125,"{'dense_bf16': 222, 'sparse_bf16': 2}",pareto_validation
pareto,point_002,2,0.0003510290881021881,895.7241065740585,1151.1361083984375,1.0103647710466064,2.0443755931816923,0.004876467113159144,0.421875,0.4453125,"{'dense_bf16': 221, 'sparse_bf16': 3}",pareto_validation
pareto,point_004,4,0.0006939871562161482,894.5993001222611,1145.200537109375,1.015601488924544,2.044995720372508,0.005496594303974867,0.421875,0.453125,"{'dense_bf16': 220, 'sparse_bf16': 4}",pareto_validation
pareto,point_005,5,0.0015000711739326263,892.4158954143525,1153.0476806640625,1.0086897446735557,2.0454818852493672,0.00598275918083413,0.4296875,0.453125,"{'dense_bf16': 220, 'sparse_bf16': 3, 'dense_nvfp4': 1}",pareto_validation
pareto,point_006,6,0.0026425681953290295,889.1076842546463,1167.9244750976563,0.9958412512146546,2.045432003043636,0.005932876975102808,0.421875,0.4453125,"{'dense_bf16': 219, 'sparse_bf16': 3, 'dense_nvfp4': 2}",pareto_validation
pareto,point_007,7,0.003805698326206136,885.7994730949401,1141.1530395507812,1.019203674086794,2.0459560834731607,0.006456957404627595,0.421875,0.4453125,"{'dense_bf16': 218, 'sparse_bf16': 3, 'dense_nvfp4': 3}",pareto_validation
pareto,point_008,8,0.005011512696938058,882.4912619352341,1144.9409790039062,1.0158317257692466,2.0466084228336463,0.007109296765113182,0.4296875,0.453125,"{'dense_bf16': 217, 'sparse_bf16': 3, 'dense_nvfp4': 4}",pareto_validation
pareto,point_009,9,0.006539252667599627,878.0582443237305,1136.45419921875,1.0234177245374374,2.046977093541692,0.007477967473159097,0.4375,0.4609375,"{'dense_bf16': 215, 'sparse_bf16': 4, 'dense_nvfp4': 5}",pareto_validation
pareto,point_010,10,0.008525407210846455,871.4418220043183,1119.3947509765626,1.03901449385108,2.048175666196939,0.008676540128405907,0.421875,0.4453125,"{'dense_bf16': 213, 'sparse_bf16': 4, 'dense_nvfp4': 7}",pareto_validation
pareto,point_011,11,0.011570975211850219,862.6419949769974,1122.2983032226562,1.0363264091781526,2.049339537051326,0.009840410982792758,0.4296875,0.453125,"{'dense_bf16': 211, 'sparse_bf16': 3, 'dense_nvfp4': 10}",pareto_validation
pareto,point_012,12,0.014707260082478859,852.717361497879,1129.7635986328125,1.029478531626403,2.0476001620059376,0.008101035937404522,0.421875,0.4453125,"{'dense_bf16': 208, 'sparse_bf16': 3, 'dense_nvfp4': 13}",pareto_validation
pareto,point_013,13,0.01826621760473309,840.5789038658143,1097.79130859375,1.0594612669099523,2.0513301856830397,0.01183105961450659,0.4375,0.4609375,"{'dense_bf16': 203, 'sparse_bf16': 5, 'dense_nvfp4': 16}",pareto_validation
pareto,point_014,14,0.022173863816488996,829.4734511137009,1093.8137084960938,1.0633139460325407,2.0534040372665614,0.01390491119802828,0.4296875,0.4296875,"{'sparse_bf16': 9, 'dense_bf16': 197, 'dense_nvfp4': 18}",pareto_validation
pareto,point_015,15,0.028075671297824855,816.2406064748764,1066.8644653320312,1.0901735022578498,2.0542349134172713,0.01473578734873815,0.4140625,0.4375,"{'sparse_bf16': 9, 'dense_bf16': 193, 'dense_nvfp4': 22}",pareto_validation
pareto,point_016,16,0.03602922995257249,798.5811218738556,1060.330078125,1.0968918024679077,2.0563197163919646,0.016820590323431528,0.4140625,0.4453125,"{'sparse_bf16': 10, 'dense_bf16': 187, 'dense_nvfp4': 27}",pareto_validation
pareto,point_017,17,0.0459663610215834,776.542072558403,1056.6296264648438,1.1007332574013968,2.054001712985701,0.014502586917167992,0.390625,0.4453125,"{'sparse_bf16': 9, 'dense_bf16': 181, 'dense_nvfp4': 34}",pareto_validation
pareto,point_018,18,0.05846618957839331,747.9349623441697,1009.1800537109375,1.152487473695759,2.056515150574089,0.017016024505555727,0.4296875,0.4375,"{'sparse_bf16': 11, 'dense_nvfp4': 42, 'dense_bf16': 171}",pareto_validation
pareto,point_019,19,0.07537578292118763,711.6758650064469,976.2594116210937,1.1913507380934516,2.060249048669744,0.02074992260121089,0.4453125,0.453125,"{'sparse_bf16': 11, 'dense_nvfp4': 53, 'dense_bf16': 160}",pareto_validation
pareto,point_020,20,0.09673313088091845,671.1243612051011,939.78857421875,1.2375840721114655,2.062140813778991,0.022641687710458047,0.3984375,0.4609375,"{'sparse_bf16': 13, 'dense_nvfp4': 64, 'dense_bf16': 147}",pareto_validation
pareto,point_021,21,0.12591073987805926,636.4119864940643,900.0726806640625,1.2921927257556267,2.0855144157335017,0.046015289664968595,0.4140625,0.421875,"{'sparse_bf16': 24, 'dense_nvfp4': 64, 'dense_bf16': 136}",pareto_validation
pareto,point_022,22,0.16224585787148987,597.9680532455444,870.5721130371094,1.3359805043007291,2.104221030457379,0.06472190438884606,0.375,0.4140625,"{'sparse_bf16': 39, 'dense_nvfp4': 65, 'dense_bf16': 120}",pareto_validation
pareto,point_023,23,0.2078002888435607,561.0019118189812,819.3648254394532,1.4194743714824178,2.1302139521111716,0.09071482604263847,0.40625,0.4296875,"{'sparse_bf16': 60, 'dense_nvfp4': 65, 'dense_bf16': 99}",pareto_validation
pareto,point_024,24,0.26718906535497067,528.4458185911178,782.1113037109375,1.4870867676850887,2.1369150613385406,0.09741593527000747,0.40625,0.453125,"{'sparse_bf16': 89, 'dense_nvfp4': 65, 'dense_bf16': 70}",pareto_validation
pareto,point_025,25,0.34146149761148087,493.24577686786654,753.6523864746093,1.543241143368492,2.1620709406186456,0.12257181455011246,0.390625,0.4453125,"{'sparse_bf16': 120, 'dense_nvfp4': 66, 'dense_bf16': 38}",pareto_validation
pareto,point_026,26,0.43592091034019254,457.05858993530273,711.1489807128906,1.6354763940455248,2.1975274095329986,0.1580282834644655,0.3828125,0.40625,"{'sparse_bf16': 153, 'dense_nvfp4': 64, 'dense_bf16': 7}",pareto_validation
pareto,point_027,27,0.5665229401005014,435.96707599163057,689.2680297851563,1.687394918008884,2.346925306226876,0.3074261801583429,0.328125,0.375,"{'sparse_bf16': 160, 'dense_nvfp4': 35, 'sparse_nvfp4': 29}",pareto_validation
pareto,point_028,28,0.7383731085553864,422.7221318721771,672.6798400878906,1.729005837983052,2.595838722184213,0.5563395961156798,0.2578125,0.3359375,"{'sparse_bf16': 160, 'dense_nvfp4': 6, 'sparse_nvfp4': 58}",pareto_validation
pareto,point_029,29,0.8143522544595232,419.98264389038087,679.0760131835938,1.7127204436994654,2.7145460319145784,0.6750469058460453,0.25,0.3125,"{'sparse_bf16': 160, 'sparse_nvfp4': 64}",pareto_validation
uniform,all_dense_bf16,,0.0,905.1911178588867,1174.7718505859375,1.0,2.039499126068533,0.0,0.40625,0.4609375,{dense_bf16: 224},003_oracle_summary
uniform,all_dense_nvfp4,,0.32132498665007053,598.6068492889405,853.2855834960938,1.3767628017019176,2.076294759015048,0.03679563294651489,0.40625,0.4609375,{dense_nvfp4: 224},003_oracle_summary
uniform,all_sparse_bf16,,0.5301336364409146,477.0136070251465,803.2972412109375,1.4624373025544284,2.3901189703297474,0.3506198442612143,0.34375,0.359375,{sparse_bf16: 224},003_oracle_summary
uniform,all_sparse_nvfp4,,1.235226965210043,538.8999702453614,791.8174438476562,1.4836397703963198,3.1070349109149493,1.0675357848464162,0.1875,0.265625,{sparse_nvfp4: 224},003_oracle_summary
uniform,all_marlin_nvfp4,,,,1185.4903564453125,0.9909585887383222,,,0.7575757575757576,0.7344276094276094,{marlin_nvfp4: 224},003_oracle_summary
