timestamp,model,model_variant,method,task,speed_scope,dtype_arg,runtime_dtype,device,batch_size,input_c,input_h,input_w,warmup,iters,latency_mean_ms,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,images_per_sec,model_path,torch_version,cuda_version,checkpoint_path,compression_method,sparsity,nvfp4_group_size,nvfp4_scale_rule,calib_samples,activation_quant,activation_quant_modules,activation_group_size,activation_scale_rule
2026-05-18T09:29:46,timm/maxvit_small_tf_224.in1k,small,nvfp4_4over6_semi_structured_sparse,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,1190.380309,1190.429382,1190.672815,1189.744629,1191.192993,107.529,/data/home/scxj523/run/wja/data/models/timm/maxvit_small_tf_224.in1k,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_small/nvfp4_4over6_semi_structured_sparse/model.pt,nvfp4_4over6_semi_structured_sparse,0.5,32,four_over_six_mse,128,True,110,32,four_over_six_mse
2026-05-18T09:29:54,timm/maxvit_small_tf_224.in1k,small,nvfp4_4over6_unstructured_sparse,forward_speed,random_input_forward_only,auto,float32,NVIDIA GeForce RTX 5090,128,3,224,224,50,200,1190.578170,1190.572510,1190.873511,1189.755249,1191.262451,107.511,/data/home/scxj523/run/wja/data/models/timm/maxvit_small_tf_224.in1k,2.9.0+cu128,12.8,artifacts/checkpoints/maxvit_small/nvfp4_4over6_unstructured_sparse/model.pt,nvfp4_4over6_unstructured_sparse,0.5,16,four_over_six_mse,128,True,110,16,four_over_six_mse
