policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
point_8,prefill_only,100,204800,1.983379703760147,2.1354258382320404,0.1520461344718933,0.1520461344718933
