policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
point_7,prefill_only,100,204800,1.983379703760147,2.1071840381622313,0.12380433440208427,0.12380433440208427
