policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
point_3,prefill_only,100,204800,1.983379703760147,1.9926099455356598,0.009230241775512793,0.009230241775512793
