policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
point_11,prefill_only,100,204800,1.983379703760147,2.3379355657100676,0.3545558619499205,0.3545558619499205
