policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
point_5,prefill_only,100,204800,1.983379703760147,1.998264447450638,0.014884743690490865,0.014884743690490865
