policy_id,scenario,sample_count,tokens,dense_prefill_nll,prefill_nll,delta_prefill_nll,target_delta_nll
point_9,prefill_only,100,204800,1.983379703760147,2.1819140923023226,0.19853438854217553,0.19853438854217553
