phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
decode,w4a16_ours,0,down_proj,16,2048,64,0.007950920359644533,9.266399345175813e-06,33554432,canonical_phase_wrapper
decode,w4a16_ours,0,gate_up_proj,16,2048,64,0.004092735147834297,0.00024368523993091782,234881024,canonical_phase_wrapper
decode,w4a16_ours,0,o_proj,16,2048,64,0.009397579010193618,5.465417460714939e-06,33554432,canonical_phase_wrapper
decode,w4a16_ours,0,qkv_proj,16,2048,64,0.0008604650528696278,0.0017312353291056108,50331648,canonical_phase_wrapper
decode,w4a16_ours,1,down_proj,16,2048,64,0.008617477031054411,3.299691651648118e-05,33554432,canonical_phase_wrapper
decode,w4a16_ours,1,gate_up_proj,16,2048,64,0.003310100447428312,0.0004970918897535219,234881024,canonical_phase_wrapper
decode,w4a16_ours,1,o_proj,16,2048,64,0.018023794039573562,3.9559417743362246e-05,33554432,canonical_phase_wrapper
decode,w4a16_ours,1,qkv_proj,16,2048,64,0.0015375224009649315,0.0030259204835374476,50331648,canonical_phase_wrapper
decode,w4a16_ours,2,down_proj,16,2048,64,0.008617779489360834,7.104920820211191e-05,33554432,canonical_phase_wrapper
decode,w4a16_ours,2,gate_up_proj,16,2048,64,0.0044607584088844085,0.0008449680734494385,234881024,canonical_phase_wrapper
decode,w4a16_ours,2,o_proj,16,2048,64,0.011499039948964219,2.2419076849189423e-05,33554432,canonical_phase_wrapper
decode,w4a16_ours,2,qkv_proj,16,2048,64,0.0018647352641493961,0.0036811389976113182,50331648,canonical_phase_wrapper
decode,w4a16_ours,3,down_proj,16,2048,64,0.004873300107545996,0.0006504530846314083,33554432,canonical_phase_wrapper
decode,w4a16_ours,3,gate_up_proj,16,2048,64,0.003246286667868425,0.0014634667874945859,234881024,canonical_phase_wrapper
decode,w4a16_ours,3,o_proj,16,2048,64,0.006518913209195598,0.00013227220313893895,33554432,canonical_phase_wrapper
decode,w4a16_ours,3,qkv_proj,16,2048,64,0.0017110356412969592,0.003618081951268929,50331648,canonical_phase_wrapper
