phase,method,layer_bucket,fused_type,blocks,input_tokens,output_tokens,output_rel_mse,output_mse,output_count,backend
decode,sparse_bf16,0,down_proj,16,2048,64,0.06784939266299107,7.907506795490349e-05,33554432,canonical_phase_wrapper
decode,sparse_bf16,0,gate_up_proj,16,2048,64,0.036973895272384524,0.002201459956527937,234881024,canonical_phase_wrapper
decode,sparse_bf16,0,o_proj,16,2048,64,0.04106251557159438,2.3881021840033156e-05,33554432,canonical_phase_wrapper
decode,sparse_bf16,0,qkv_proj,16,2048,64,0.0038095902567301387,0.0076648054675464055,50331648,canonical_phase_wrapper
decode,sparse_bf16,1,down_proj,16,2048,64,0.0691273284427536,0.00026469332931355893,33554432,canonical_phase_wrapper
decode,sparse_bf16,1,gate_up_proj,16,2048,64,0.028883342449013392,0.004337534618181442,234881024,canonical_phase_wrapper
decode,sparse_bf16,1,o_proj,16,2048,64,0.06697199617367833,0.00014699308968602054,33554432,canonical_phase_wrapper
decode,sparse_bf16,1,qkv_proj,16,2048,64,0.008177570615500665,0.016093865309206496,50331648,canonical_phase_wrapper
decode,sparse_bf16,2,down_proj,16,2048,64,0.07632944344582641,0.0006292974339885404,33554432,canonical_phase_wrapper
decode,sparse_bf16,2,gate_up_proj,16,2048,64,0.04108161160081804,0.007781782160496472,234881024,canonical_phase_wrapper
decode,sparse_bf16,2,o_proj,16,2048,64,0.0677557758961963,0.00013209989299411973,33554432,canonical_phase_wrapper
decode,sparse_bf16,2,qkv_proj,16,2048,64,0.009179613521069064,0.01812130331048441,50331648,canonical_phase_wrapper
decode,sparse_bf16,3,down_proj,16,2048,64,0.015402411651072274,0.0020558032438202645,33554432,canonical_phase_wrapper
decode,sparse_bf16,3,gate_up_proj,16,2048,64,0.03134050625787503,0.014128693705840436,234881024,canonical_phase_wrapper
decode,sparse_bf16,3,o_proj,16,2048,64,0.0318180050050528,0.0006456041807041402,33554432,canonical_phase_wrapper
decode,sparse_bf16,3,qkv_proj,16,2048,64,0.009453593750529177,0.01999016040220643,50331648,canonical_phase_wrapper
