module_index,module_name,layer,layer_bucket,module_type,module_family,in_features,out_features,numel,weight_mean,weight_std,weight_abs_mean,weight_abs_max,weight_outlier_ratio_6x,weight_row_norm_mean,weight_row_norm_max,weight_col_norm_mean,weight_col_norm_max,activation_mean,activation_std,activation_abs_mean,activation_abs_max,activation_outlier_ratio_6x_weight_mean,method,local_rel_mse,local_rmse_over_rms,local_max_abs_error
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.02535662055015564,dense_nvfp4,5.261227345887068e-05,0.0072534318400927075,0.09375
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.02535662055015564,sparse_bf16,7.2714930377483415e-06,0.002696570606853887,0.05078125
1,model.layers.0.self_attn.q_proj,0,layers_00_07,q_proj,attention,4096,4096,16777216,-3.0185713058017427e-06,0.013479271903634071,0.007290542125701904,0.7734375,0.01427382230758667,0.7678268551826477,3.3519811630249023,0.6854398846626282,7.156308174133301,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.02535662055015564,sparse_nvfp4,8.188579482314692e-05,0.009049077014985944,0.1015625
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.020456552505493164,dense_nvfp4,8.882924342293402e-05,0.009424926706501966,0.1015625
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.020456552505493164,sparse_bf16,1.3735543426526268e-05,0.003706149406935218,0.0625
2,model.layers.0.self_attn.k_proj,0,layers_00_07,k_proj,attention,4096,4096,16777216,8.61367425386561e-06,0.015102141536772251,0.0092847291380167,0.81640625,0.00949704647064209,0.8915396332740784,3.235579490661621,0.8180683255195618,5.607005596160889,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.020456552505493164,sparse_nvfp4,0.0001580991596886332,0.012573748831936847,0.125
3,model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,4.799626367457677e-07,0.011053633876144886,0.008046726696193218,0.134765625,0.00255662202835083,0.6547608971595764,1.816826343536377,0.7004428505897522,0.8215903639793396,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.023123204708099365,dense_nvfp4,0.00526241033917963,0.07254247265691754,0.02734375
3,model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,4.799626367457677e-07,0.011053633876144886,0.008046726696193218,0.134765625,0.00255662202835083,0.6547608971595764,1.816826343536377,0.7004428505897522,0.8215903639793396,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.023123204708099365,sparse_bf16,0.0030216183963008686,0.05496924955191647,0.03228759765625
3,model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,4.799626367457677e-07,0.011053633876144886,0.008046726696193218,0.134765625,0.00255662202835083,0.6547608971595764,1.816826343536377,0.7004428505897522,0.8215903639793396,-2.2595643841327728e-05,0.06418002391482229,0.01291067639249377,4.96875,0.023123204708099365,sparse_nvfp4,0.011876787895460051,0.10898067670674491,0.04833984375
4,model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,-1.5904067822702928e-06,0.007180104032158852,0.004932840820401907,0.451171875,0.004933774471282959,0.45231494307518005,3.1075775623321533,0.4033185839653015,1.2295564413070679,-9.624840728861273e-05,0.00853436720455838,0.0024771270909695886,0.69921875,0.011793553829193115,dense_nvfp4,0.00071946816216386,0.026822903686287584,0.044921875
4,model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,-1.5904067822702928e-06,0.007180104032158852,0.004932840820401907,0.451171875,0.004933774471282959,0.45231494307518005,3.1075775623321533,0.4033185839653015,1.2295564413070679,-9.624840728861273e-05,0.00853436720455838,0.0024771270909695886,0.69921875,0.011793553829193115,sparse_bf16,0.0015675358620688149,0.039592118686284206,0.03076171875
