method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,runtime_path,activation_quantization,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,module_name,module_family,numel,kernel_module_type,weight_mse,weight_rel_mse,weight_rmse_over_rms,weight_max_abs_error,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error
dense_nvfp4,layer_type:16:gate_proj,layer_type,16,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958550599223247,0.0006621443828724871,7.089044748392982,65408,128104.87759399414,1.9578884548403745,model.layers.16.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.7429630917626933e-06,0.0074398238054549865,0.0862544132520475,0.0224609375,0.002499268242688633,0.008021483844186326,0.08956273691768428,0.671875
dense_nvfp4,layer_type:16:up_proj,layer_type,16,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583295292117124,0.0004410743713378906,7.087477746403642,65408,128090.41784667969,1.9578884548403745,model.layers.16.mlp.up_proj,mlp,45088768,NVFP4Linear,2.5726344468895086e-06,0.007438913026459997,0.08624913348237184,0.012939453125,0.002232690229416327,0.013252827211166326,0.11512092429774148,0.2978515625
dense_nvfp4,layer_type:16:down_proj,layer_type,16,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583228581572232,0.00043440331684863054,7.08743046561111,65408,128089.98150634766,1.9578884548403745,model.layers.16.mlp.down_proj,mlp,45088768,NVFP4Linear,2.539482984291173e-06,0.007582751824351836,0.08707899760764266,0.0303955078125,0.0006582488904314232,0.018081471113353956,0.13446736077336371,0.421875
dense_nvfp4,layer_type:17:q_proj,layer_type,17,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958056270726273,0.00016781588589842578,7.085541297556662,65408,128072.54455566406,1.9578884548403745,model.layers.17.self_attn.q_proj,attention,16777216,NVFP4Linear,4.095079930266365e-06,0.007474526845552019,0.08645534596282649,0.035400390625,0.008712081857083831,0.005084919409131635,0.07130862086123693,1.0625
dense_nvfp4,layer_type:17:k_proj,layer_type,17,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958037176710752,0.0001487218703775106,7.0854060074127725,65408,128071.29565429688,1.9578884548403745,model.layers.17.self_attn.k_proj,attention,16777216,NVFP4Linear,4.27207396569429e-06,0.00746108281590905,0.08637755967789927,0.01953125,0.009671290390542708,0.0038767246053086845,0.06226334881219195,1.0625
dense_nvfp4,layer_type:17:v_proj,layer_type,17,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583487431363817,0.0004602882960071941,7.087613925975424,65408,128091.67459106445,1.9578884548403745,model.layers.17.self_attn.v_proj,attention,16777216,NVFP4Linear,1.973300186364213e-06,0.007480023062145944,0.08648712656890588,0.011962890625,0.003758483890123898,0.018284197844989847,0.13521907352511275,0.40625
dense_nvfp4,layer_type:17:o_proj,layer_type,17,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581694374345753,0.00028098259420072935,7.086343190314773,65408,128079.9465637207,1.9578884548403745,model.layers.17.self_attn.o_proj,attention,16777216,NVFP4Linear,1.9464996512397192e-06,0.007466544200678474,0.08640916734165695,0.0625,0.00026782376062328694,0.018997012101509135,0.13782964884780463,0.59375
dense_nvfp4,layer_type:17:gate_proj,layer_type,17,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958261655034851,0.00037320019447650843,7.086996706010876,65408,128085.97833251953,1.9578884548403745,model.layers.17.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.7896288841919496e-06,0.007426449243837934,0.08617684865344018,0.02197265625,0.0028461592548071992,0.008590294851010271,0.092683843527393,0.625
dense_nvfp4,layer_type:17:up_proj,layer_type,17,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.95822539581478,0.0003369409744053975,7.08673974169636,65408,128083.60668945312,1.9578884548403745,model.layers.17.mlp.up_proj,mlp,45088768,NVFP4Linear,2.549689629949023e-06,0.007427837763038385,0.08618490449631179,0.01397705078125,0.0024735330141062825,0.014273464782270281,0.1194716065944971,0.36767578125
dense_nvfp4,layer_type:17:down_proj,layer_type,17,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583819910971385,0.0004935362567639601,7.087849578602557,65408,128093.84927368164,1.9578884548403745,model.layers.17.mlp.down_proj,mlp,45088768,NVFP4Linear,2.5316616682725592e-06,0.007575319816552575,0.08703631320634264,0.04736328125,0.0007189191987890808,0.01812699253311719,0.13463652005721624,0.5078125
dense_nvfp4,layer_type:18:q_proj,layer_type,18,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579283971842487,3.99423438741664e-05,7.084635302221436,65408,128064.18060302734,1.9578884548403745,model.layers.18.self_attn.q_proj,attention,16777216,NVFP4Linear,3.909255610778928e-06,0.0074670791096452796,0.08641226249581294,0.03125,0.009192790028464515,0.005068160491718077,0.0711910141219949,0.875
dense_nvfp4,layer_type:18:k_proj,layer_type,18,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580780498668873,0.0001895950265127233,7.085695616237368,65408,128073.96908569336,1.9578884548403745,model.layers.18.self_attn.k_proj,attention,16777216,NVFP4Linear,4.079717655258719e-06,0.007459677172588319,0.0863694226713848,0.02197265625,0.010005524229200091,0.004067742939843034,0.06377885966245425,1.0
dense_nvfp4,layer_type:18:v_proj,layer_type,18,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579221908360311,3.373599565659191e-05,7.084591332644201,65408,128063.77465820312,1.9578884548403745,model.layers.18.self_attn.v_proj,attention,16777216,NVFP4Linear,2.1612333966913866e-06,0.007472213085783715,0.08644196368537514,0.01171875,0.004526572804024909,0.018812476179211775,0.1371585804068115,0.4384765625
dense_nvfp4,layer_type:18:o_proj,layer_type,18,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578494922988803,-3.896254149426959e-05,7.084076311938858,65408,128059.01959228516,1.9578884548403745,model.layers.18.self_attn.o_proj,attention,16777216,NVFP4Linear,2.1004163954785326e-06,0.007468066361654925,0.08641797476020209,0.060546875,0.0002596934414214047,0.018294132703696883,0.1352558046950181,0.81103515625
dense_nvfp4,layer_type:18:gate_proj,layer_type,18,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580660883461192,0.00017763350574462322,7.085610861049,65408,128073.18670654297,1.9578884548403745,model.layers.18.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.8386608857206653e-06,0.007423830378107846,0.08616165259619761,0.0205078125,0.0032194261249631297,0.009246148674920605,0.09615689613813772,0.640625
dense_nvfp4,layer_type:18:up_proj,layer_type,18,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580837210563764,0.0001952662160018548,7.085735800673817,65408,128074.34002685547,1.9578884548403745,model.layers.18.mlp.up_proj,mlp,45088768,NVFP4Linear,2.5332591639896637e-06,0.007423550688775225,0.08616002953095608,0.01416015625,0.00275150231129035,0.015191810549400967,0.12325506297674334,0.40625
dense_nvfp4,layer_type:18:down_proj,layer_type,18,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9575940764813506,-0.00029437835902390574,7.082267157849323,65408,128042.31335449219,1.9578884548403745,model.layers.18.mlp.down_proj,mlp,45088768,NVFP4Linear,2.5336606953249767e-06,0.007596451686544181,0.0871576255214894,0.04296875,0.0008484588697683648,0.01805482594435631,0.1343682475302715,0.77734375
dense_nvfp4,layer_type:19:q_proj,layer_type,19,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580689885611637,0.00018053372078918883,7.085631410874019,65408,128073.3764038086,1.9578884548403745,model.layers.19.self_attn.q_proj,attention,16777216,NVFP4Linear,3.812464228758472e-06,0.007463121360742474,0.08638935907125642,0.02783203125,0.008833264088025317,0.005346420676621038,0.07311922234693854,0.9375
dense_nvfp4,layer_type:19:k_proj,layer_type,19,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578310925433313,-5.7362297043228594e-05,7.083945967865582,65408,128057.81610107422,1.9578884548403745,model.layers.19.self_attn.k_proj,attention,16777216,NVFP4Linear,3.956552518502576e-06,0.00745575282361471,0.08634670128971175,0.01953125,0.009553455514833331,0.003890071091830291,0.06237043443676091,1.0
dense_nvfp4,layer_type:19:v_proj,layer_type,19,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583175634917915,0.0004291086514169873,7.087392940137367,65408,128089.6351928711,1.9578884548403745,model.layers.19.self_attn.v_proj,attention,16777216,NVFP4Linear,2.1977309643261833e-06,0.007467397609820399,0.08641410538691238,0.011474609375,0.004565453811665066,0.018668374392328744,0.13663225970585696,0.4453125
dense_nvfp4,layer_type:19:o_proj,layer_type,19,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579435309318647,5.5076091490136037e-05,7.084742520115353,65408,128065.1704711914,1.9578884548403745,model.layers.19.self_attn.o_proj,attention,16777216,NVFP4Linear,2.1467049009515904e-06,0.007445594252252472,0.08628785692235305,0.064453125,0.00025416538039735315,0.018241778555568383,0.13506212850228735,0.7109375
dense_nvfp4,layer_type:19:gate_proj,layer_type,19,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583348980621815,0.00044644322180698026,7.087515798114012,65408,128090.76901245117,1.9578884548403745,model.layers.19.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.857705789379949e-06,0.007419977639883865,0.0861392920790731,0.0224609375,0.0034343993188380158,0.010170882980515666,0.10085079563650287,0.640625
dense_nvfp4,layer_type:19:up_proj,layer_type,19,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579977261343582,0.00010927129398363711,7.085126489575402,65408,128068.7152709961,1.9578884548403745,model.layers.19.mlp.up_proj,mlp,45088768,NVFP4Linear,2.5310362743343727e-06,0.007417431168639926,0.08612450968591882,0.0223388671875,0.0029521115776692886,0.015310241669286101,0.12373456133710622,0.375
dense_nvfp4,layer_type:19:down_proj,layer_type,19,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9586486345167962,0.0007601796764216129,7.089739759043104,65408,128111.28988647461,1.9578884548403745,model.layers.19.mlp.down_proj,mlp,45088768,NVFP4Linear,2.540892658776842e-06,0.007584596295423981,0.087089587755506,0.0390625,0.0009243958870683855,0.01769076564193304,0.1330066375859981,0.4921875
dense_nvfp4,layer_type:20:q_proj,layer_type,20,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578709779653531,-1.7476875021404936e-05,7.084228519674902,65408,128060.42492675781,1.9578884548403745,model.layers.20.self_attn.q_proj,attention,16777216,NVFP4Linear,3.858395757561084e-06,0.007456567977856648,0.08635142140032583,0.041015625,0.00889575853216229,0.005177008460243882,0.07195143125917568,1.0
dense_nvfp4,layer_type:20:k_proj,layer_type,20,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9577720608496618,-0.00011639399071272649,7.083527802879851,65408,128053.95495605469,1.9578884548403745,model.layers.20.self_attn.k_proj,attention,16777216,NVFP4Linear,3.997612111561466e-06,0.007450700984310974,0.08631744310573022,0.0205078125,0.009689942809927743,0.004032317730937475,0.06350053331222877,1.0625
dense_nvfp4,layer_type:20:v_proj,layer_type,20,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580187760220582,0.00013032118168365692,7.085275632262061,65408,128070.09210205078,1.9578884548403745,model.layers.20.self_attn.v_proj,attention,16777216,NVFP4Linear,2.265298235215596e-06,0.007465557813264024,0.08640345949824015,0.01318359375,0.004697188265708974,0.019480992717781493,0.13957432685770507,0.4296875
dense_nvfp4,layer_type:20:o_proj,layer_type,20,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9582355614977573,0.0003471066573828008,7.086811783612095,65408,128084.27160644531,1.9578884548403745,model.layers.20.self_attn.o_proj,attention,16777216,NVFP4Linear,2.2344574972521514e-06,0.007456602107845589,0.08635161902272354,0.078125,0.0003249769433750771,0.0148786739294051,0.12197816988873501,1.5
dense_nvfp4,layer_type:20:gate_proj,layer_type,20,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579060632888585,1.760844848397447e-05,7.084477076484623,65408,128062.71978759766,1.9578884548403745,model.layers.20.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.887033990064506e-06,0.007415767535297468,0.08611485084059234,0.01708984375,0.0037229714243737764,0.009956417599853759,0.09978185005227032,0.609375
dense_nvfp4,layer_type:20:up_proj,layer_type,20,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581856093061414,0.0002971544657668357,7.086457790673369,65408,128081.0043334961,1.9578884548403745,model.layers.20.mlp.up_proj,mlp,45088768,NVFP4Linear,2.5276199584220383e-06,0.0074175210431926975,0.08612503145539453,0.01318359375,0.003149303585983986,0.014819743279575298,0.12173636794144672,0.4375
dense_nvfp4,layer_type:20:down_proj,layer_type,20,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581514701917913,0.0002630153514167066,7.086215869410028,65408,128078.77136230469,1.9578884548403745,model.layers.20.mlp.down_proj,mlp,45088768,NVFP4Linear,2.5496892915323896e-06,0.0076124573057418125,0.08724939716549228,0.044677734375,0.0011662521174002904,0.017277347116512402,0.13144332282969873,0.53125
dense_nvfp4,layer_type:21:q_proj,layer_type,21,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9577659324190622,-0.00012252242131238766,7.08348439210433,65408,128053.55410766602,1.9578884548403745,model.layers.21.self_attn.q_proj,attention,16777216,NVFP4Linear,3.6851649838354206e-06,0.0074514802345079425,0.08632195685054841,0.036376953125,0.00936642252781894,0.00559527134914582,0.07480154643552378,0.875
dense_nvfp4,layer_type:21:k_proj,layer_type,21,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580706033688002,0.00018214852842568519,7.085642852814968,65408,128073.48202514648,1.9578884548403745,model.layers.21.self_attn.k_proj,attention,16777216,NVFP4Linear,3.765132760236156e-06,0.007448823498192565,0.08630656694709021,0.0185546875,0.010009613666625228,0.004381207363063719,0.06619068939861344,1.0625
dense_nvfp4,layer_type:21:v_proj,layer_type,21,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578454340507372,-4.3020789637360224e-05,7.084047563057656,65408,128058.75415039062,1.9578884548403745,model.layers.21.self_attn.v_proj,attention,16777216,NVFP4Linear,2.404390897936537e-06,0.007457536128738213,0.08635702709529904,0.011962890625,0.005577540890953969,0.02019158974182068,0.1420971137701983,0.50390625
dense_nvfp4,layer_type:21:o_proj,layer_type,21,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580310725419254,0.0001426177015508845,7.085362757030302,65408,128070.89639282227,1.9578884548403745,model.layers.21.self_attn.o_proj,attention,16777216,NVFP4Linear,2.331015821255278e-06,0.007443303460282184,0.0862745817740207,0.056640625,0.00024308494380420598,0.016979471605704444,0.13030530152570327,0.855224609375
dense_nvfp4,layer_type:21:gate_proj,layer_type,21,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9585283493109178,0.0006398944705432452,7.088887019523566,65408,128103.42227172852,1.9578884548403745,model.layers.21.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.925697075159744e-06,0.007414205401749063,0.08610578030393234,0.017578125,0.004016255415694485,0.010813470351786574,0.10398783751856067,0.69921875
dense_nvfp4,layer_type:21:up_proj,layer_type,21,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9585708358749718,0.0006823810345972792,7.089188208374186,65408,128106.20123291016,1.9578884548403745,model.layers.21.mlp.up_proj,mlp,45088768,NVFP4Linear,2.5179502107527886e-06,0.007413170978368627,0.08609977339324783,0.011962890625,0.0033760446605684107,0.015561089308375187,0.12474409528460731,0.40625
dense_nvfp4,layer_type:21:down_proj,layer_type,21,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9586625827035324,0.0007741278631578918,7.089838648746839,65408,128112.20220947266,1.9578884548403745,model.layers.21.mlp.down_proj,mlp,45088768,NVFP4Linear,2.5442795324420858e-06,0.007597449918629475,0.08716335192401377,0.0303955078125,0.0012296395657358516,0.01751196360530503,0.1323327760054365,0.921875
dense_nvfp4,layer_type:22:q_proj,layer_type,22,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9579623669327588,7.39120923842762e-05,7.084875969588619,65408,128066.40249633789,1.9578884548403745,model.layers.22.self_attn.q_proj,attention,16777216,NVFP4Linear,3.844987077172846e-06,0.0074552757661009664,0.08634393879190923,0.03515625,0.010338731393858325,0.005598844452152485,0.07482542650832326,1.1875
dense_nvfp4,layer_type:22:k_proj,layer_type,22,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9580107584391555,0.00012230359878095953,7.085218825705017,65408,128069.56768798828,1.9578884548403745,model.layers.22.self_attn.k_proj,attention,16777216,NVFP4Linear,3.937772817153018e-06,0.007445461304258392,0.08628708654403851,0.01708984375,0.010821553842106368,0.004391988021563904,0.06627207573000791,1.125
dense_nvfp4,layer_type:22:v_proj,layer_type,22,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9574990575794138,-0.00038939726096076654,7.081594240571198,65408,128036.0983581543,1.9578884548403745,model.layers.22.self_attn.v_proj,attention,16777216,NVFP4Linear,2.4242208382929675e-06,0.007465825348525941,0.08640500765885008,0.01220703125,0.005814300075144274,0.019230047523236683,0.1386724468783784,0.46533203125
dense_nvfp4,layer_type:22:o_proj,layer_type,22,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578078646949126,-8.059014546191179e-05,7.083781424953431,65408,128056.29681396484,1.9578884548403745,model.layers.22.self_attn.o_proj,attention,16777216,NVFP4Linear,2.339115098948241e-06,0.007433718107798435,0.0862190124496821,0.09375,0.0004088026691988489,0.015606711699931369,0.12492682538162637,1.40625
dense_nvfp4,layer_type:22:gate_proj,layer_type,22,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9582324597233662,0.00034400488299168863,7.086789801954881,65408,128084.06872558594,1.9578884548403745,model.layers.22.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.9579718694697287e-06,0.007410091969483309,0.08608189106591066,0.01953125,0.004295981039704625,0.011163839860269115,0.10565907372426239,0.71875
dense_nvfp4,layer_type:22:up_proj,layer_type,22,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9584497724260603,0.0005613175856857833,7.088330018748445,65408,128098.28271484375,1.9578884548403745,model.layers.22.mlp.up_proj,mlp,45088768,NVFP4Linear,2.514481271053989e-06,0.007410695973748476,0.08608539930643568,0.011962890625,0.003578037491912932,0.015728723366100622,0.12541420719400423,0.4375
dense_nvfp4,layer_type:22:down_proj,layer_type,22,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9584635867064712,0.0005751318660967009,7.08842793960332,65408,128099.18627929688,1.9578884548403745,model.layers.22.mlp.down_proj,mlp,45088768,NVFP4Linear,2.5404418878213957e-06,0.007580403352970711,0.08706551184579754,0.015869140625,0.0013741334382757486,0.01756996421907243,0.13255174166744257,0.5078125
dense_nvfp4,layer_type:23:q_proj,layer_type,23,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9578226737080255,-6.578113234900762e-05,7.0838863295422065,65408,128057.26544189453,1.9578884548403745,model.layers.23.self_attn.q_proj,attention,16777216,NVFP4Linear,3.7872100620006677e-06,0.007447278414252069,0.08629761534510713,0.030029296875,0.01086176196258748,0.0061582988207477835,0.07847482921770384,0.875
dense_nvfp4,layer_type:23:k_proj,layer_type,23,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.957885757117822,-2.6977225524582593e-06,7.084333219342003,65408,128061.3916015625,1.9578884548403745,model.layers.23.self_attn.k_proj,attention,16777216,NVFP4Linear,3.842527348751901e-06,0.00744078510857109,0.086259985558607,0.01708984375,0.01137072901474312,0.004915458158683655,0.07011032847365398,1.0625
dense_nvfp4,layer_type:23:v_proj,layer_type,23,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9577558222582196,-0.00013263258215490126,7.08341277729982,65408,128052.89282226562,1.9578884548403745,model.layers.23.self_attn.v_proj,attention,16777216,NVFP4Linear,2.6542882096691756e-06,0.007458096625292516,0.08636027226272805,0.0126953125,0.007041206503345165,0.01943660768097108,0.1394152347520567,0.53515625
dense_nvfp4,layer_type:23:o_proj,layer_type,23,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.957989953968623,0.00010149912824841678,7.085071423012064,65408,128068.20690917969,1.9578884548403745,model.layers.23.self_attn.o_proj,attention,16777216,NVFP4Linear,2.582374918347341e-06,0.0074372264937488716,0.08623935582869849,0.060546875,0.00034856493607549055,0.017685728198928764,0.1329876994271604,1.640625
dense_nvfp4,layer_type:23:gate_proj,layer_type,23,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583740663621756,0.0004856115218010437,7.087793409495752,65408,128093.33093261719,1.9578884548403745,model.layers.23.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.957768819489798e-06,0.007413887489433965,0.08610393422738571,0.01953125,0.004542357079836345,0.012152373230066732,0.1102378030898055,0.640625
dense_nvfp4,layer_type:23:up_proj,layer_type,23,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9583137973180722,0.00042534247769765443,7.087366247834602,65408,128089.38885498047,1.9578884548403745,model.layers.23.mlp.up_proj,mlp,45088768,NVFP4Linear,2.5386492949152407e-06,0.007408968946565752,0.08607536782707206,0.0126953125,0.0038191718265934045,0.01641023815782097,0.12810245180253566,0.4189453125
dense_nvfp4,layer_type:23:down_proj,layer_type,23,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9582079581318537,0.0003195032914791174,7.0866161664532,65408,128082.46612548828,1.9578884548403745,model.layers.23.mlp.down_proj,mlp,45088768,NVFP4Linear,2.566383891673975e-06,0.007567206779179126,0.08698969352273363,0.04541015625,0.0014586651568606612,0.01778807074447,0.13337192637309397,1.251953125
dense_nvfp4,layer_type:24:q_proj,layer_type,24,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9577886810974598,-9.977374291469943e-05,7.0836455338455755,65408,128055.04205322266,1.9578884548403745,model.layers.24.self_attn.q_proj,attention,16777216,NVFP4Linear,3.579708845791174e-06,0.0074470224061191125,0.08629613204610687,0.04248046875,0.01020041924493853,0.006114809457796472,0.07819724712415695,1.0
dense_nvfp4,layer_type:24:k_proj,layer_type,24,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9571936970354293,-0.0006947578049452119,7.079432131229862,65408,128016.12533569336,1.9578884548403745,model.layers.24.self_attn.k_proj,attention,16777216,NVFP4Linear,3.613964281612425e-06,0.007439635965656195,0.08625332437452017,0.01806640625,0.010612047823087778,0.004515006448593876,0.06719379769438454,1.0625
dense_nvfp4,layer_type:24:v_proj,layer_type,24,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9575354217783112,-0.00035303306206335705,7.08185176175492,65408,128038.47686767578,1.9578884548403745,model.layers.24.self_attn.v_proj,attention,16777216,NVFP4Linear,2.6046923267131206e-06,0.007452111828872927,0.08632561513752987,0.011962890625,0.006778845992812421,0.019953410955357756,0.1412565430532609,0.55078125
dense_nvfp4,layer_type:24:o_proj,layer_type,24,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9575803793106528,-0.0003080755297217852,7.082170151491492,65408,128041.41744995117,1.9578884548403745,model.layers.24.self_attn.o_proj,attention,16777216,NVFP4Linear,2.514127118047327e-06,0.007447614799298766,0.08629956430538202,0.087890625,0.00041247303329328133,0.014900137307596397,0.12206611858987078,1.6875
dense_nvfp4,layer_type:24:gate_proj,layer_type,24,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.957828883322251,-5.957151812352457e-05,7.083930317880105,65408,128057.6716003418,1.9578884548403745,model.layers.24.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.96954165732618e-06,0.007407065191553639,0.08606430846497078,0.0205078125,0.004775273508045736,0.012372088327411648,0.11122988954148812,0.671875
dense_nvfp4,layer_type:24:up_proj,layer_type,24,up_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9582811456370495,0.00039269079667492157,7.08713483719058,65408,128087.25317382812,1.9578884548403745,model.layers.24.mlp.up_proj,mlp,45088768,NVFP4Linear,2.552977009124101e-06,0.007405661596490315,0.0860561537398129,0.01220703125,0.0040258243680000305,0.01673832526988722,0.12937667977609882,0.4375
dense_nvfp4,layer_type:24:down_proj,layer_type,24,down_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9581827837427068,0.0002943289023322748,7.086437767465643,65408,128080.81951904297,1.9578884548403745,model.layers.24.mlp.down_proj,mlp,45088768,NVFP4Linear,2.5788873710214744e-06,0.007549889371538908,0.08689009938732323,0.02587890625,0.0015261459684552392,0.01802768252519097,0.134267205695177,0.5546875
dense_nvfp4,layer_type:25:q_proj,layer_type,25,q_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958467420533212,0.0005789656928374409,7.088455115459999,65408,128099.43704223633,1.9578884548403745,model.layers.25.self_attn.q_proj,attention,16777216,NVFP4Linear,3.636554765762412e-06,0.0074390993517292735,0.0862502136329486,0.02294921875,0.011528124850883614,0.006698653098171036,0.08184529979278612,0.875
dense_nvfp4,layer_type:25:k_proj,layer_type,25,k_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.9582413381326456,0.00035288329227101123,7.086852721654532,65408,128084.64944458008,1.9578884548403745,model.layers.25.self_attn.k_proj,attention,16777216,NVFP4Linear,3.6601823012460954e-06,0.007438399295947171,0.08624615525313098,0.01708984375,0.011847635025333147,0.0053643980655147016,0.07324205121045356,1.0
dense_nvfp4,layer_type:25:v_proj,layer_type,25,v_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958425340820432,0.0005368859800574111,7.0881568415803695,65408,128096.68469238281,1.9578884548403745,model.layers.25.self_attn.v_proj,attention,16777216,NVFP4Linear,2.8028794076817576e-06,0.007449846779363289,0.08631249492027958,0.0126953125,0.008286069496534765,0.019671096788846553,0.1402536872557957,0.59619140625
dense_nvfp4,layer_type:25:o_proj,layer_type,25,o_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.958389011147904,0.0005005563075295427,7.087899335841066,65408,128094.30844116211,1.9578884548403745,model.layers.25.self_attn.o_proj,attention,16777216,NVFP4Linear,2.726965249166824e-06,0.007455548931782681,0.08634552062372824,0.041015625,0.0005039691077399766,0.015466329501943894,0.12436369848932563,0.71875
dense_nvfp4,layer_type:25:gate_proj,layer_type,25,gate_proj,1,1,selected_compressed_weight_to_real_kernel_module,runtime_kernel,1.95819329468938,0.00030483984900553374,7.0865122530265765,65408,128081.50701904297,1.9578884548403745,model.layers.25.mlp.gate_proj,mlp,45088768,NVFP4Linear,2.983284756801156e-06,0.007412478963857227,0.08609575462156788,0.0216064453125,0.005125565029312532,0.0124974920818061,0.11179218256124218,0.8125
